SEQ='SI'     NUCCHG=14                                                  /LS/

   PARENT TERM INDEXING                 BWNP=  63496277.5   NPRNTI= 5   NPRNTF= 6
   --------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------

   INREP
   -----
     3       2.14E-12  1.51E-12  9.55E-13  6.75E-13  4.77E-13  3.00E-13  2.11E-13  1.48E-13  9.22E-14  6.58E-14
             5.04E-14  4.14E-14  3.62E-14  2.90E-14  1.86E-14  1.26E-14  8.44E-15  4.78E-15  2.94E-15
     4       3.79E-13  2.68E-13  1.69E-13  1.19E-13  8.41E-14  5.26E-14  3.66E-14  2.54E-14  1.56E-14  1.09E-14
             7.88E-15  5.28E-15  3.82E-15  2.67E-15  1.68E-15  1.22E-15  8.78E-16  5.10E-16  3.01E-16
     5       2.66E-13  1.88E-13  1.18E-13  8.33E-14  5.82E-14  3.57E-14  2.42E-14  1.60E-14  9.06E-15  5.89E-15
             3.96E-15  2.46E-15  1.71E-15  1.14E-15  6.65E-16  4.55E-16  3.11E-16  1.73E-16  9.98E-17
     6       2.21E-13  1.56E-13  9.80E-14  6.86E-14  4.76E-14  2.86E-14  1.89E-14  1.20E-14  6.30E-15  3.82E-15
             2.40E-15  1.39E-15  9.29E-16  6.04E-16  3.37E-16  2.23E-16  1.48E-16  8.04E-17  4.58E-17
     7       1.93E-13  1.36E-13  8.54E-14  5.95E-14  4.10E-14  2.42E-14  1.56E-14  9.60E-15  4.73E-15  2.72E-15
             1.61E-15  8.73E-16  5.67E-16  3.60E-16  1.96E-16  1.27E-16  8.26E-17  4.40E-17  2.49E-17
     8       1.73E-13  1.22E-13  7.61E-14  5.28E-14  3.61E-14  2.09E-14  1.32E-14  7.89E-15  3.71E-15  2.04E-15
             1.15E-15  5.93E-16  3.75E-16  2.34E-16  1.25E-16  7.92E-17  5.09E-17  2.68E-17  1.50E-17
     9       1.56E-13  1.10E-13  6.86E-14  4.74E-14  3.22E-14  1.83E-14  1.13E-14  6.61E-15  2.98E-15  1.58E-15
             8.60E-16  4.25E-16  2.63E-16  1.61E-16  8.41E-17  5.29E-17  3.37E-17  1.76E-17  9.83E-18
    10       1.43E-13  1.00E-13  6.24E-14  4.30E-14  2.89E-14  1.62E-14  9.82E-15  5.60E-15  2.45E-15  1.26E-15
             6.65E-16  3.16E-16  1.92E-16  1.16E-16  6.00E-17  3.73E-17  2.35E-17  1.21E-17  6.74E-18
    11       1.32E-13  9.23E-14  5.72E-14  3.92E-14  2.61E-14  1.44E-14  8.58E-15  4.80E-15  2.04E-15  1.03E-15
             5.28E-16  2.43E-16  1.45E-16  8.70E-17  4.42E-17  2.71E-17  1.69E-17  8.63E-18  4.78E-18
    12       1.22E-13  8.54E-14  5.27E-14  3.59E-14  2.37E-14  1.29E-14  7.55E-15  4.15E-15  1.72E-15  8.50E-16
             4.28E-16  1.92E-16  1.13E-16  6.69E-17  3.36E-17  2.05E-17  1.27E-17  6.46E-18  3.57E-18
    13       1.13E-13  7.93E-14  4.88E-14  3.30E-14  2.17E-14  1.15E-14  6.68E-15  3.61E-15  1.47E-15  7.12E-16
             3.52E-16  1.54E-16  8.89E-17  5.21E-17  2.59E-17  1.57E-17  9.71E-18  4.93E-18  2.72E-18
    14       1.06E-13  7.40E-14  4.53E-14  3.05E-14  1.99E-14  1.04E-14  5.94E-15  3.17E-15  1.26E-15  6.04E-16
             2.94E-16  1.26E-16  7.20E-17  4.19E-17  2.05E-17  1.23E-17  7.59E-18  3.84E-18  2.11E-18
    15       9.93E-14  6.93E-14  4.23E-14  2.83E-14  1.83E-14  9.44E-15  5.31E-15  2.79E-15  1.09E-15  5.17E-16
             2.48E-16  1.04E-16  5.87E-17  3.40E-17  1.66E-17  9.98E-18  6.11E-18  3.07E-18  1.68E-18
    16       9.34E-14  6.51E-14  3.95E-14  2.63E-14  1.69E-14  8.58E-15  4.77E-15  2.48E-15  9.55E-16  4.47E-16
             2.12E-16  8.74E-17  4.86E-17  2.77E-17  1.35E-17  8.10E-18  4.97E-18  2.50E-18  1.37E-18
    17       8.82E-14  6.14E-14  3.71E-14  2.46E-14  1.56E-14  7.82E-15  4.30E-15  2.21E-15  8.40E-16  3.89E-16
             1.83E-16  7.43E-17  4.09E-17  2.33E-17  1.13E-17  6.73E-18  4.11E-18  2.05E-18  1.08E-18
    18       8.35E-14  5.80E-14  3.49E-14  2.30E-14  1.44E-14  7.15E-15  3.89E-15  1.98E-15  7.43E-16  3.41E-16
             1.59E-16  6.39E-17  3.52E-17  2.00E-17  9.68E-18  5.75E-18  3.47E-18  1.71E-18  8.96E-19
    19       7.92E-14  5.49E-14  3.29E-14  2.15E-14  1.34E-14  6.57E-15  3.54E-15  1.78E-15  6.61E-16  3.01E-16
             1.38E-16  5.48E-17  2.97E-17  1.66E-17  7.91E-18  4.67E-18  2.82E-18  1.39E-18  7.22E-19
    20       7.54E-14  5.21E-14  3.11E-14  2.02E-14  1.25E-14  6.05E-15  3.22E-15  1.61E-15  5.91E-16  2.67E-16
             1.22E-16  4.80E-17  2.59E-17  1.44E-17  6.81E-18  4.02E-18  2.44E-18  1.20E-18  6.21E-19
    21       7.18E-14  4.96E-14  2.94E-14  1.90E-14  1.17E-14  5.58E-15  2.95E-15  1.46E-15  5.30E-16  2.38E-16
             1.08E-16  4.21E-17  2.27E-17  1.27E-17  5.98E-18  3.50E-18  2.11E-18  1.04E-18  5.69E-19
    22       6.86E-14  4.72E-14  2.79E-14  1.79E-14  1.09E-14  5.15E-15  2.70E-15  1.33E-15  4.78E-16  2.13E-16
             9.61E-17  3.70E-17  1.99E-17  1.11E-17  5.20E-18  3.04E-18  1.82E-18  9.00E-19  4.88E-19
    23       6.57E-14  4.52E-14  2.65E-14  1.69E-14  1.02E-14  4.77E-15  2.48E-15  1.21E-15  4.32E-16  1.92E-16
             8.60E-17  3.29E-17  1.75E-17  9.74E-18  4.55E-18  2.65E-18  1.59E-18  7.81E-19  4.21E-19
    24       6.29E-14  4.32E-14  2.52E-14  1.60E-14  9.61E-15  4.43E-15  2.28E-15  1.11E-15  3.92E-16  1.73E-16
             7.73E-17  2.93E-17  1.56E-17  8.60E-18  4.00E-18  2.32E-18  1.39E-18  6.81E-19  3.66E-19
    25       6.04E-14  4.13E-14  2.40E-14  1.52E-14  9.04E-15  4.13E-15  2.11E-15  1.02E-15  3.58E-16  1.57E-16
             6.98E-17  2.63E-17  1.39E-17  7.63E-18  3.53E-18  2.05E-18  1.22E-18  5.98E-19  3.21E-19
    26       5.80E-14  3.96E-14  2.29E-14  1.44E-14  8.51E-15  3.85E-15  1.95E-15  9.34E-16  3.27E-16  1.43E-16
             6.32E-17  2.36E-17  1.24E-17  6.80E-18  3.14E-18  1.81E-18  1.08E-18  5.28E-19  2.82E-19
    27       5.58E-14  3.80E-14  2.18E-14  1.36E-14  8.02E-15  3.59E-15  1.81E-15  8.62E-16  3.00E-16  1.31E-16
             5.75E-17  2.13E-17  1.11E-17  6.09E-18  2.80E-18  1.62E-18  9.61E-19  4.69E-19  2.50E-19
    28       5.37E-14  3.65E-14  2.09E-14  1.30E-14  7.57E-15  3.36E-15  1.69E-15  7.98E-16  2.76E-16  1.20E-16
             5.24E-17  1.93E-17  1.01E-17  5.48E-18  2.51E-18  1.45E-18  8.59E-19  4.18E-19  2.22E-19
    29       5.18E-14  3.51E-14  2.00E-14  1.23E-14  7.16E-15  3.15E-15  1.57E-15  7.39E-16  2.54E-16  1.10E-16
             4.79E-17  1.76E-17  9.11E-18  4.95E-18  2.26E-18  1.30E-18  7.70E-19  3.74E-19  1.98E-19
    30       4.99E-14  3.38E-14  1.91E-14  1.17E-14  6.78E-15  2.96E-15  1.47E-15  6.87E-16  2.35E-16  1.01E-16
             4.40E-17  1.61E-17  8.28E-18  4.48E-18  2.04E-18  1.17E-18  6.94E-19  3.36E-19  1.78E-19
    31       4.82E-14  3.25E-14  1.83E-14  1.12E-14  6.42E-15  2.78E-15  1.37E-15  6.39E-16  2.17E-16  9.33E-17
             4.04E-17  1.47E-17  7.55E-18  4.08E-18  1.85E-18  1.06E-18  6.27E-19  3.03E-19  1.60E-19
    32       4.66E-14  3.14E-14  1.76E-14  1.07E-14  6.09E-15  2.62E-15  1.28E-15  5.96E-16  2.02E-16  8.63E-17
             3.73E-17  1.35E-17  6.91E-18  3.72E-18  1.69E-18  9.65E-19  5.70E-19  2.75E-19  1.45E-19
    33       4.51E-14  3.03E-14  1.69E-14  1.02E-14  5.78E-15  2.47E-15  1.20E-15  5.56E-16  1.87E-16  8.00E-17
             3.45E-17  1.24E-17  6.34E-18  3.40E-18  1.54E-18  8.78E-19  5.18E-19  2.49E-19  1.31E-19
    34       4.37E-14  2.92E-14  1.62E-14  9.75E-15  5.50E-15  2.33E-15  1.13E-15  5.20E-16  1.75E-16  7.43E-17
             3.20E-17  1.15E-17  5.83E-18  3.12E-18  1.41E-18  8.02E-19  4.72E-19  2.27E-19  1.19E-19
    35       4.23E-14  2.83E-14  1.56E-14  9.32E-15  5.23E-15  2.20E-15  1.06E-15  4.88E-16  1.63E-16  6.92E-17
             2.97E-17  1.06E-17  5.37E-18  2.87E-18  1.29E-18  7.34E-19  4.32E-19  2.07E-19  1.08E-19
    36       4.10E-14  2.73E-14  1.50E-14  8.92E-15  4.98E-15  2.08E-15  1.00E-15  4.57E-16  1.52E-16  6.45E-17
             2.76E-17  9.81E-18  4.96E-18  2.64E-18  1.19E-18  6.74E-19  3.96E-19  1.90E-19  9.90E-20
    37       3.98E-14  2.64E-14  1.44E-14  8.55E-15  4.74E-15  1.97E-15  9.44E-16  4.30E-16  1.43E-16  6.03E-17
             2.57E-17  9.11E-18  4.59E-18  2.44E-18  1.09E-18  6.20E-19  3.64E-19  1.74E-19  9.06E-20
    38       3.86E-14  2.56E-14  1.39E-14  8.19E-15  4.52E-15  1.87E-15  8.92E-16  4.05E-16  1.34E-16  5.64E-17
             2.40E-17  8.47E-18  4.26E-18  2.26E-18  1.01E-18  5.72E-19  3.35E-19  1.60E-19  8.31E-20
    39       3.75E-14  2.48E-14  1.34E-14  7.86E-15  4.32E-15  1.77E-15  8.43E-16  3.81E-16  1.26E-16  5.29E-17
             2.24E-17  7.90E-18  3.96E-18  2.09E-18  9.33E-19  5.29E-19  3.10E-19  1.47E-19  7.64E-20
    40       3.65E-14  2.40E-14  1.29E-14  7.54E-15  4.13E-15  1.68E-15  7.98E-16  3.60E-16  1.18E-16  4.96E-17
             2.10E-17  7.37E-18  3.69E-18  1.95E-18  8.66E-19  4.90E-19  2.87E-19  1.36E-19  7.04E-20
    41       3.55E-14  2.33E-14  1.25E-14  7.25E-15  3.95E-15  1.60E-15  7.56E-16  3.40E-16  1.11E-16  4.66E-17
             1.97E-17  6.90E-18  3.44E-18  1.81E-18  8.05E-19  4.55E-19  2.66E-19  1.26E-19  6.50E-20
    42       3.45E-14  2.26E-14  1.20E-14  6.97E-15  3.78E-15  1.52E-15  7.17E-16  3.22E-16  1.05E-16  4.39E-17
             1.85E-17  6.46E-18  3.22E-18  1.69E-18  7.50E-19  4.23E-19  2.47E-19  1.17E-19  6.01E-20
    43       3.36E-14  2.20E-14  1.16E-14  6.71E-15  3.62E-15  1.45E-15  6.81E-16  3.04E-16  9.91E-17  4.14E-17
             1.74E-17  6.06E-18  3.01E-18  1.58E-18  6.99E-19  3.94E-19  2.30E-19  1.08E-19  5.57E-20
    44       3.27E-14  2.13E-14  1.12E-14  6.45E-15  3.47E-15  1.38E-15  6.47E-16  2.89E-16  9.37E-17  3.90E-17
             1.64E-17  5.70E-18  2.82E-18  1.48E-18  6.53E-19  3.68E-19  2.14E-19  1.01E-19  5.17E-20
    45       3.19E-14  2.07E-14  1.09E-14  6.22E-15  3.33E-15  1.32E-15  6.16E-16  2.74E-16  8.87E-17  3.69E-17
             1.55E-17  5.36E-18  2.65E-18  1.39E-18  6.11E-19  3.44E-19  2.00E-19  9.40E-20  4.81E-20
    46       3.11E-14  2.02E-14  1.05E-14  5.99E-15  3.19E-15  1.26E-15  5.86E-16  2.60E-16  8.40E-17  3.49E-17
             1.46E-17  5.05E-18  2.49E-18  1.30E-18  5.73E-19  3.22E-19  1.87E-19  8.76E-20  4.47E-20
    47       3.03E-14  1.96E-14  1.02E-14  5.78E-15  3.07E-15  1.21E-15  5.59E-16  2.47E-16  7.97E-17  3.30E-17
             1.38E-17  4.76E-18  2.35E-18  1.22E-18  5.37E-19  3.02E-19  1.75E-19  8.19E-20  4.17E-20
    48       2.96E-14  1.91E-14  9.86E-15  5.57E-15  2.95E-15  1.15E-15  5.33E-16  2.35E-16  7.56E-17  3.13E-17
             1.31E-17  4.50E-18  2.21E-18  1.15E-18  5.05E-19  2.83E-19  1.64E-19  7.66E-20  3.89E-20
    49       2.88E-14  1.86E-14  9.55E-15  5.38E-15  2.83E-15  1.10E-15  5.09E-16  2.24E-16  7.19E-17  2.97E-17
             1.24E-17  4.25E-18  2.09E-18  1.08E-18  4.75E-19  2.66E-19  1.54E-19  7.17E-20  3.63E-20
    50       2.82E-14  1.81E-14  9.26E-15  5.19E-15  2.72E-15  1.06E-15  4.86E-16  2.14E-16  6.84E-17  2.82E-17
             1.18E-17  4.02E-18  1.97E-18  1.02E-18  4.47E-19  2.50E-19  1.45E-19  6.73E-20  3.40E-20
    51       2.75E-14  1.76E-14  8.98E-15  5.01E-15  2.62E-15  1.01E-15  4.65E-16  2.04E-16  6.51E-17  2.68E-17
             1.12E-17  3.81E-18  1.86E-18  9.65E-19  4.22E-19  2.36E-19  1.37E-19  6.32E-20  3.19E-20
    52       2.69E-14  1.71E-14  8.71E-15  4.84E-15  2.52E-15  9.72E-16  4.44E-16  1.95E-16  6.20E-17  2.55E-17
             1.06E-17  3.61E-18  1.76E-18  9.13E-19  3.98E-19  2.23E-19  1.29E-19  5.94E-20  2.99E-20
    53       2.62E-14  1.67E-14  8.45E-15  4.68E-15  2.43E-15  9.33E-16  4.25E-16  1.86E-16  5.91E-17  2.43E-17
             1.01E-17  3.43E-18  1.67E-18  8.64E-19  3.76E-19  2.10E-19  1.21E-19  5.59E-20  2.81E-20
    54       2.56E-14  1.63E-14  8.20E-15  4.53E-15  2.34E-15  8.96E-16  4.08E-16  1.78E-16  5.64E-17  2.32E-17
             9.61E-18  3.26E-18  1.59E-18  8.18E-19  3.56E-19  1.99E-19  1.15E-19  5.27E-20  2.64E-20
    55       2.51E-14  1.59E-14  7.96E-15  4.38E-15  2.26E-15  8.61E-16  3.91E-16  1.70E-16  5.39E-17  2.21E-17
             9.16E-18  3.10E-18  1.51E-18  7.76E-19  3.37E-19  1.88E-19  1.08E-19  4.97E-20  2.48E-20
    56       2.45E-14  1.55E-14  7.73E-15  4.24E-15  2.18E-15  8.27E-16  3.75E-16  1.63E-16  5.15E-17  2.11E-17
             8.73E-18  2.95E-18  1.43E-18  7.37E-19  3.20E-19  1.78E-19  1.03E-19  4.69E-20  2.34E-20
    57       2.25E-14  1.41E-14  6.90E-15  3.74E-15  1.90E-15  7.11E-16  3.19E-16  1.38E-16  4.33E-17  1.77E-17
             7.28E-18  2.44E-18  1.18E-18  6.04E-19  2.61E-19  1.45E-19  8.31E-20  3.76E-20  1.86E-20
    58       1.99E-14  1.23E-14  5.88E-15  3.13E-15  1.56E-15  5.75E-16  2.55E-16  1.09E-16  3.40E-17  1.38E-17
             5.66E-18  1.88E-18  9.02E-19  4.59E-19  1.97E-19  1.09E-19  6.22E-20  2.77E-20  1.35E-20
    59       1.77E-14  1.08E-14  5.06E-15  2.65E-15  1.30E-15  4.72E-16  2.08E-16  8.82E-17  2.73E-17  1.10E-17
             4.49E-18  1.48E-18  7.06E-19  3.57E-19  1.52E-19  8.40E-20  4.76E-20  2.09E-20  1.01E-20
    60       1.53E-14  9.15E-15  4.19E-15  2.15E-15  1.04E-15  3.70E-16  1.61E-16  6.79E-17  2.08E-17  8.36E-18
             3.39E-18  1.11E-18  5.24E-19  2.64E-19  1.12E-19  6.13E-20  3.44E-20  1.48E-20  7.05E-21
    61       1.34E-14  7.85E-15  3.51E-15  1.77E-15  8.46E-16  2.96E-16  1.28E-16  5.35E-17  1.63E-17  6.51E-18
             2.63E-18  8.54E-19  4.01E-19  2.00E-19  8.45E-20  4.63E-20  2.64E-20  1.22E-20  6.21E-21
    62       1.11E-14  6.36E-15  2.75E-15  1.36E-15  6.38E-16  2.19E-16  9.35E-17  3.87E-17  1.17E-17  4.65E-18
             1.87E-18  6.01E-19  2.80E-19  1.39E-19  5.80E-20  3.16E-20  1.79E-20  8.19E-21  4.11E-21
    63       8.95E-15  4.99E-15  2.09E-15  1.01E-15  4.65E-16  1.56E-16  6.60E-17  2.71E-17  8.10E-18  3.20E-18
             1.28E-18  4.08E-19  1.88E-19  9.27E-20  3.85E-20  2.09E-20  1.18E-20  5.28E-21  2.61E-21
    64       6.48E-15  3.48E-15  1.39E-15  6.55E-16  2.94E-16  9.65E-17  4.02E-17  1.63E-17  4.82E-18  1.89E-18
             7.50E-19  2.36E-19  1.08E-19  5.26E-20  2.16E-20  1.16E-20  6.49E-21  2.82E-21  1.36E-21
    65       5.04E-15  2.63E-15  1.02E-15  4.70E-16  2.08E-16  6.71E-17  2.77E-17  1.12E-17  3.27E-18  1.28E-18
             5.04E-19  1.58E-19  7.14E-20  3.45E-20  1.41E-20  7.54E-21  4.16E-21  1.76E-21  8.33E-22
    66       3.42E-15  1.72E-15  6.41E-16  2.88E-16  1.25E-16  3.94E-17  1.60E-17  6.40E-18  1.86E-18  7.22E-19
             2.83E-19  8.76E-20  3.93E-20  1.88E-20  7.58E-21  4.05E-21  2.26E-21  1.02E-21  5.09E-22
    67       2.51E-15  1.23E-15  4.44E-16  1.96E-16  8.36E-17  2.60E-17  1.05E-17  4.17E-18  1.20E-18  4.65E-19
             1.82E-19  5.58E-20  2.48E-20  1.18E-20  4.73E-21  2.51E-21  1.39E-21  6.14E-22  3.01E-22
    68       1.53E-15  7.22E-16  2.50E-16  1.08E-16  4.52E-17  1.38E-17  5.52E-18  2.17E-18  6.20E-19  2.38E-19
             9.25E-20  2.81E-20  1.24E-20  5.84E-21  2.31E-21  1.22E-21  6.65E-22  2.83E-22  1.34E-22
    69       1.08E-15  5.00E-16  1.69E-16  7.20E-17  2.98E-17  9.01E-18  3.58E-18  1.40E-18  3.98E-19  1.52E-19
             5.89E-20  1.78E-20  7.80E-21  3.65E-21  1.43E-21  7.52E-22  4.06E-22  1.68E-22  7.80E-23
    70       6.32E-16  2.84E-16  9.32E-17  3.89E-17  1.59E-17  4.74E-18  1.86E-18  7.24E-19  2.04E-19  7.79E-20
             3.00E-20  8.98E-21  3.90E-21  1.81E-21  7.03E-22  3.67E-22  2.01E-22  8.84E-23  4.34E-23
    71       4.25E-16  1.87E-16  6.04E-17  2.49E-17  1.01E-17  2.98E-18  1.17E-18  4.51E-19  1.27E-19  4.82E-20
             1.85E-20  5.51E-21  2.38E-21  1.10E-21  4.24E-22  2.20E-22  1.20E-22  5.14E-23  2.47E-23
    72       2.24E-16  9.64E-17  3.03E-17  1.23E-17  4.93E-18  1.44E-18  5.59E-19  2.15E-19  6.00E-20  2.27E-20
             8.68E-21  2.57E-21  1.10E-21  5.03E-22  1.93E-22  9.93E-23  5.30E-23  2.17E-23  1.01E-23
    73       1.56E-16  6.62E-17  2.06E-17  8.33E-18  3.31E-18  9.62E-19  3.72E-19  1.43E-19  3.97E-20  1.50E-20
             5.72E-21  1.69E-21  7.20E-22  3.28E-22  1.25E-22  6.40E-23  3.38E-23  1.35E-23  6.15E-24
    74       9.12E-17  3.83E-17  1.18E-17  4.72E-18  1.87E-18  5.39E-19  2.08E-19  7.94E-20  2.20E-20  8.30E-21
             3.16E-21  9.26E-22  3.94E-22  1.78E-22  6.76E-23  3.47E-23  1.87E-23  8.03E-24  3.88E-24

                                                                                              -----------------
                                                                                              SYS= 2  SPNSYS= 3
   ILREP
   -----
     5       7.75E-12  5.48E-12  3.46E-12  2.44E-12  1.72E-12  1.07E-12  7.40E-13  5.01E-13  2.83E-13  1.72E-13
             1.01E-13  5.42E-14  4.14E-14  3.44E-14  2.50E-14  1.79E-14  1.18E-14  5.85E-15  3.06E-15
     6       6.95E-13  4.92E-13  3.11E-13  2.21E-13  1.57E-13  1.00E-13  7.27E-14  5.41E-14  4.07E-14  3.89E-14
             4.39E-14  5.05E-14  4.48E-14  3.14E-14  1.48E-14  7.35E-15  3.50E-15  1.28E-15  5.77E-16
     7       5.83E-16  4.10E-16  2.55E-16  1.75E-16  1.17E-16  6.29E-17  3.45E-17  1.78E-17  2.81E-17  7.44E-17
             1.60E-16  3.30E-16  4.89E-16  6.47E-16  7.78E-16  7.80E-16  7.10E-16  5.43E-16  3.80E-16
     8       7.89E-13  5.58E-13  3.52E-13  2.49E-13  1.75E-13  1.10E-13  7.66E-14  5.27E-14  3.08E-14  1.95E-14
             1.15E-14  5.00E-15  2.65E-15  1.83E-15  1.81E-15  1.75E-15  1.44E-15  8.43E-16  4.63E-16
     9       2.07E-13  1.46E-13  9.30E-14  6.63E-14  4.76E-14  3.15E-14  2.39E-14  1.91E-14  1.58E-14  1.46E-14
             1.38E-14  1.18E-14  9.04E-15  5.92E-15  2.67E-15  1.27E-15  5.50E-16  1.66E-16  6.41E-17
    10       3.50E-13  2.47E-13  1.55E-13  1.09E-13  7.58E-14  4.58E-14  3.03E-14  1.90E-14  9.20E-15  4.79E-15
             2.28E-15  7.54E-16  3.05E-16  1.18E-16  3.22E-17  1.17E-17  4.23E-18  1.08E-18  3.84E-19
    11       1.07E-15  7.53E-16  4.70E-16  3.26E-16  2.21E-16  1.24E-16  7.25E-17  3.73E-17  1.84E-17  2.99E-17
             5.82E-17  1.07E-16  1.48E-16  1.88E-16  2.21E-16  2.21E-16  2.01E-16  1.53E-16  1.07E-16
    12       3.50E-13  2.47E-13  1.56E-13  1.10E-13  7.78E-14  4.87E-14  3.39E-14  2.32E-14  1.34E-14  8.39E-15
             4.86E-15  2.08E-15  1.07E-15  7.02E-16  6.58E-16  6.31E-16  5.17E-16  3.01E-16  1.65E-16
    13       3.62E-14  2.57E-14  1.64E-14  1.18E-14  8.69E-15  6.12E-15  5.08E-15  4.66E-15  4.80E-15  5.14E-15
             5.34E-15  4.85E-15  3.80E-15  2.51E-15  1.14E-15  5.44E-16  2.37E-16  7.18E-17  2.77E-17
    14       3.08E-13  2.17E-13  1.37E-13  9.58E-14  6.67E-14  4.04E-14  2.67E-14  1.68E-14  8.13E-15  4.24E-15
             2.02E-15  6.68E-16  2.70E-16  1.05E-16  2.85E-17  1.04E-17  3.75E-18  9.59E-19  3.41E-19
    15       1.56E-13  1.10E-13  6.88E-14  4.79E-14  3.28E-14  1.91E-14  1.20E-14  6.95E-15  2.93E-15  1.35E-15
             5.73E-16  1.66E-16  6.20E-17  2.26E-17  5.81E-18  2.07E-18  7.33E-19  1.86E-19  6.57E-20
    16       1.05E-15  7.38E-16  4.60E-16  3.19E-16  2.16E-16  1.20E-16  7.04E-17  3.63E-17  1.52E-17  1.73E-17
             2.89E-17  4.90E-17  6.52E-17  8.09E-17  9.42E-17  9.38E-17  8.51E-17  6.49E-17  4.55E-17
    17       1.91E-13  1.35E-13  8.52E-14  6.01E-14  4.24E-14  2.65E-14  1.84E-14  1.25E-14  7.17E-15  4.42E-15
             2.53E-15  1.06E-15  5.37E-16  3.41E-16  3.10E-16  2.96E-16  2.42E-16  1.41E-16  7.76E-17
    18       8.66E-15  6.16E-15  3.97E-15  2.90E-15  2.18E-15  1.66E-15  1.53E-15  1.63E-15  2.04E-15  2.41E-15
             2.66E-15  2.50E-15  1.98E-15  1.32E-15  6.00E-16  2.86E-16  1.25E-16  3.78E-17  1.46E-17
    19       2.28E-13  1.61E-13  1.01E-13  7.10E-14  4.94E-14  2.99E-14  1.98E-14  1.24E-14  6.03E-15  3.15E-15
             1.50E-15  4.95E-16  2.00E-16  7.74E-17  2.11E-17  7.69E-18  2.77E-18  7.08E-19  2.51E-19
    20       1.78E-13  1.25E-13  7.83E-14  5.45E-14  3.74E-14  2.18E-14  1.36E-14  7.92E-15  3.33E-15  1.54E-15
             6.52E-16  1.89E-16  7.05E-17  2.56E-17  6.61E-18  2.35E-18  8.34E-19  2.11E-19  7.47E-20
    21       7.68E-14  5.40E-14  3.36E-14  2.32E-14  1.56E-14  8.66E-15  5.13E-15  2.76E-15  1.04E-15  4.47E-16
             1.78E-16  4.90E-17  1.78E-17  6.41E-18  1.64E-18  5.81E-19  2.06E-19  5.21E-20  1.84E-20
    22       9.01E-16  6.34E-16  3.95E-16  2.72E-16  1.84E-16  1.02E-16  5.89E-17  3.01E-17  1.19E-17  1.13E-17
             1.69E-17  2.66E-17  3.43E-17  4.20E-17  4.87E-17  4.85E-17  4.39E-17  3.35E-17  2.35E-17
    23       1.17E-13  8.29E-14  5.23E-14  3.69E-14  2.60E-14  1.62E-14  1.12E-14  7.59E-15  4.30E-15  2.62E-15
             1.48E-15  6.16E-16  3.08E-16  1.93E-16  1.72E-16  1.63E-16  1.33E-16  7.75E-17  4.25E-17
    24       3.56E-15  2.52E-15  1.61E-15  1.17E-15  8.67E-16  6.58E-16  6.40E-16  7.52E-16  1.07E-15  1.34E-15
             1.53E-15  1.46E-15  1.16E-15  7.75E-16  3.54E-16  1.69E-16  7.37E-17  2.24E-17  8.62E-18
    25       1.66E-13  1.17E-13  7.36E-14  5.16E-14  3.60E-14  2.18E-14  1.44E-14  9.04E-15  4.38E-15  2.28E-15
             1.08E-15  3.59E-16  1.45E-16  5.61E-17  1.53E-17  5.57E-18  2.01E-18  5.14E-19  1.83E-19
    26       1.56E-13  1.10E-13  6.89E-14  4.80E-14  3.29E-14  1.91E-14  1.20E-14  6.96E-15  2.92E-15  1.35E-15
             5.71E-16  1.66E-16  6.17E-17  2.25E-17  5.78E-18  2.06E-18  7.30E-19  1.85E-19  6.54E-20
    27       1.08E-13  7.56E-14  4.71E-14  3.25E-14  2.19E-14  1.21E-14  7.19E-15  3.88E-15  1.46E-15  6.26E-16
             2.49E-16  6.85E-17  2.50E-17  8.98E-18  2.29E-18  8.13E-19  2.88E-19  7.29E-20  2.58E-20
    28       3.83E-14  2.69E-14  1.66E-14  1.13E-14  7.42E-15  3.91E-15  2.18E-15  1.10E-15  3.77E-16  1.53E-16
             5.86E-17  1.56E-17  5.63E-18  2.01E-18  5.11E-19  1.81E-19  6.41E-20  1.62E-20  5.74E-21
    29       7.49E-16  5.27E-16  3.28E-16  2.25E-16  1.51E-16  8.27E-17  4.73E-17  2.40E-17  9.05E-18  7.58E-18
             1.04E-17  1.59E-17  2.03E-17  2.47E-17  2.82E-17  2.79E-17  2.53E-17  1.94E-17  1.36E-17
    30       7.80E-14  5.51E-14  3.48E-14  2.45E-14  1.73E-14  1.07E-14  7.38E-15  4.97E-15  2.78E-15  1.68E-15
             9.43E-16  3.88E-16  1.93E-16  1.19E-16  1.05E-16  9.91E-17  8.07E-17  4.69E-17  2.58E-17
    31       2.77E-15  1.95E-15  1.22E-15  8.59E-16  6.05E-16  4.09E-16  3.67E-16  4.26E-16  6.38E-16  8.30E-16
             9.61E-16  9.31E-16  7.45E-16  4.98E-16  2.28E-16  1.09E-16  4.75E-17  1.44E-17  5.56E-18
    32       1.22E-13  8.61E-14  5.42E-14  3.80E-14  2.65E-14  1.60E-14  1.06E-14  6.65E-15  3.22E-15  1.67E-15
             7.95E-16  2.63E-16  1.06E-16  4.10E-17  1.12E-17  4.07E-18  1.47E-18  3.75E-19  1.33E-19
    33       1.28E-13  9.02E-14  5.65E-14  3.93E-14  2.70E-14  1.57E-14  9.81E-15  5.69E-15  2.39E-15  1.10E-15
