SEQ='SI'     NUCCHG=14                                                  /LS/

   PARENT TERM INDEXING                 BWNP=  63496277.5   NPRNTI= 5   NPRNTF= 6
   --------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
   276       3.18E-14  2.24E-14  1.40E-14  9.77E-15  6.70E-15  3.90E-15  2.44E-15  1.42E-15  5.96E-16  2.75E-16
             1.16E-16  3.37E-17  1.26E-17  4.57E-18  1.18E-18  4.19E-19  1.49E-19  3.77E-20  1.33E-20
   277       4.34E-14  3.06E-14  1.91E-14  1.33E-14  9.14E-15  5.32E-15  3.33E-15  1.93E-15  8.12E-16  3.75E-16
             1.59E-16  4.60E-17  1.71E-17  6.24E-18  1.61E-18  5.72E-19  2.03E-19  5.14E-20  1.82E-20
   278       2.02E-14  1.43E-14  8.93E-15  6.22E-15  4.27E-15  2.48E-15  1.55E-15  9.02E-16  3.79E-16  1.75E-16
             7.41E-17  2.15E-17  8.00E-18  2.91E-18  7.50E-19  2.67E-19  9.46E-20  2.40E-20  8.48E-21
   279       3.37E-14  2.38E-14  1.49E-14  1.04E-14  7.11E-15  4.13E-15  2.59E-15  1.50E-15  6.32E-16  2.92E-16
             1.23E-16  3.58E-17  1.33E-17  4.85E-18  1.25E-18  4.45E-19  1.58E-19  4.00E-20  1.41E-20
   280       6.02E-14  4.25E-14  2.67E-14  1.87E-14  1.30E-14  7.89E-15  5.21E-15  3.27E-15  1.58E-15  8.22E-16
             3.90E-16  1.29E-16  5.21E-17  2.02E-17  5.49E-18  2.00E-18  7.21E-19  1.85E-19  6.55E-20
   281       3.53E-14  2.48E-14  1.55E-14  1.07E-14  7.18E-15  3.99E-15  2.36E-15  1.27E-15  4.80E-16  2.06E-16
             8.19E-17  2.25E-17  8.20E-18  2.95E-18  7.53E-19  2.67E-19  9.46E-20  2.39E-20  8.47E-21
   282       1.79E-14  1.26E-14  7.85E-15  5.41E-15  3.64E-15  2.02E-15  1.20E-15  6.46E-16  2.44E-16  1.04E-16
             4.16E-17  1.14E-17  4.16E-18  1.50E-18  3.82E-19  1.36E-19  4.80E-20  1.22E-20  4.30E-21
   283       2.99E-14  2.10E-14  1.31E-14  9.02E-15  6.07E-15  3.37E-15  2.00E-15  1.08E-15  4.06E-16  1.74E-16
             6.93E-17  1.90E-17  6.94E-18  2.49E-18  6.37E-19  2.26E-19  8.00E-20  2.03E-20  7.17E-21
   284       1.47E-14  1.03E-14  6.42E-15  4.43E-15  2.98E-15  1.66E-15  9.80E-16  5.29E-16  1.99E-16  8.54E-17
             3.40E-17  9.35E-18  3.41E-18  1.22E-18  3.13E-19  1.11E-19  3.93E-20  9.95E-21  3.52E-21
   285       2.45E-14  1.72E-14  1.07E-14  7.38E-15  4.97E-15  2.76E-15  1.63E-15  8.81E-16  3.32E-16  1.42E-16
             5.67E-17  1.56E-17  5.68E-18  2.04E-18  5.21E-19  1.85E-19  6.55E-20  1.66E-20  5.86E-21
   286       2.12E-14  1.49E-14  9.28E-15  6.39E-15  4.31E-15  2.39E-15  1.42E-15  7.64E-16  2.88E-16  1.23E-16
             4.91E-17  1.35E-17  4.92E-18  1.77E-18  4.52E-19  1.60E-19  5.67E-20  1.44E-20  5.08E-21
   287       3.56E-14  2.51E-14  1.58E-14  1.11E-14  7.73E-15  4.68E-15  3.09E-15  1.94E-15  9.41E-16  4.90E-16
             2.33E-16  7.70E-17  3.11E-17  1.20E-17  3.28E-18  1.20E-18  4.31E-19  1.10E-19  3.92E-20
   288       1.23E-14  8.62E-15  5.32E-15  3.62E-15  2.38E-15  1.25E-15  6.98E-16  3.51E-16  1.21E-16  4.90E-17
             1.88E-17  5.01E-18  1.80E-18  6.44E-19  1.64E-19  5.80E-20  2.05E-20  5.20E-21  1.84E-21
   289       7.37E-15  5.17E-15  3.19E-15  2.17E-15  1.43E-15  7.51E-16  4.19E-16  2.11E-16  7.26E-17  2.94E-17
             1.13E-17  3.00E-18  1.08E-18  3.86E-19  9.83E-20  3.48E-20  1.23E-20  3.12E-21  1.10E-21
   290       6.39E-15  4.48E-15  2.77E-15  1.88E-15  1.24E-15  6.51E-16  3.63E-16  1.83E-16  6.29E-17  2.55E-17
             9.76E-18  2.60E-18  9.38E-19  3.35E-19  8.52E-20  3.02E-20  1.07E-20  2.70E-21  9.56E-22
   291       1.07E-14  7.47E-15  4.61E-15  3.14E-15  2.06E-15  1.09E-15  6.05E-16  3.04E-16  1.05E-16  4.25E-17
             1.63E-17  4.34E-18  1.56E-18  5.58E-19  1.42E-19  5.03E-20  1.78E-20  4.51E-21  1.59E-21
   292       5.41E-15  3.79E-15  2.34E-15  1.59E-15  1.05E-15  5.51E-16  3.07E-16  1.54E-16  5.32E-17  2.16E-17
             8.26E-18  2.20E-18  7.93E-19  2.83E-19  7.21E-20  2.55E-20  9.04E-21  2.29E-21  8.09E-22
   293       9.01E-15  6.32E-15  3.90E-15  2.65E-15  1.75E-15  9.18E-16  5.12E-16  2.57E-16  8.87E-17  3.59E-17
             1.38E-17  3.67E-18  1.32E-18  4.72E-19  1.20E-19  4.26E-20  1.51E-20  3.81E-21  1.35E-21
   294       4.74E-18  3.38E-18  2.18E-18  1.60E-18  1.22E-18  9.65E-19  9.58E-19  1.17E-18  1.85E-18  2.48E-18
             2.76E-18  2.34E-18  2.12E-18  2.71E-18  4.04E-18  4.32E-18  3.70E-18  2.22E-18  1.23E-18
   295       4.43E-14  3.13E-14  1.97E-14  1.38E-14  9.63E-15  5.84E-15  3.87E-15  2.44E-15  1.19E-15  6.21E-16
             2.96E-16  9.82E-17  3.97E-17  1.54E-17  4.19E-18  1.53E-18  5.51E-19  1.41E-19  5.01E-20
   296       2.61E-14  1.84E-14  1.16E-14  8.15E-15  5.68E-15  3.45E-15  2.29E-15  1.45E-15  7.06E-16  3.69E-16
             1.76E-16  5.85E-17  2.37E-17  9.17E-18  2.50E-18  9.13E-19  3.29E-19  8.42E-20  2.99E-20
   297       3.50E-16  2.48E-16  1.60E-16  1.16E-16  8.78E-17  6.98E-17  7.29E-17  9.42E-17  1.50E-16  2.00E-16
             2.36E-16  2.34E-16  1.88E-16  1.27E-16  5.81E-17  2.78E-17  1.21E-17  3.69E-18  1.42E-18
   298       1.23E-15  8.68E-16  5.45E-16  3.81E-16  2.67E-16  1.79E-16  1.57E-16  1.78E-16  2.59E-16  3.31E-16
             3.80E-16  3.65E-16  2.92E-16  1.94E-16  8.90E-17  4.25E-17  1.85E-17  5.62E-18  2.17E-18
   299       8.19E-16  5.77E-16  3.62E-16  2.54E-16  1.78E-16  1.20E-16  1.07E-16  1.22E-16  1.81E-16  2.33E-16
             2.69E-16  2.60E-16  2.08E-16  1.39E-16  6.34E-17  3.03E-17  1.32E-17  4.01E-18  1.55E-18
   300       4.42E-16  3.12E-16  1.96E-16  1.37E-16  9.69E-17  6.58E-17  5.94E-17  6.95E-17  1.05E-16  1.37E-16
             1.59E-16  1.55E-16  1.24E-16  8.28E-17  3.80E-17  1.81E-17  7.92E-18  2.40E-18  9.27E-19
   301       2.54E-16  1.79E-16  1.13E-16  7.92E-17  5.59E-17  3.81E-17  3.46E-17  4.09E-17  6.23E-17  8.17E-17
             9.51E-17  9.26E-17  7.42E-17  4.96E-17  2.28E-17  1.09E-17  4.75E-18  1.44E-18  5.56E-19
   302       5.00E-16  3.53E-16  2.22E-16  1.57E-16  1.11E-16  7.70E-17  7.17E-17  8.76E-17  1.39E-16  1.85E-16
             2.18E-16  2.14E-16  1.72E-16  1.15E-16  5.29E-17  2.53E-17  1.10E-17  3.35E-18  1.29E-18
   303       2.48E-14  1.75E-14  1.10E-14  7.73E-15  5.38E-15  3.25E-15  2.14E-15  1.34E-15  6.47E-16  3.36E-16
             1.59E-16  5.26E-17  2.12E-17  8.21E-18  2.23E-18  8.14E-19  2.93E-19  7.50E-20  2.66E-20
   304       1.49E-14  1.05E-14  6.60E-15  4.63E-15  3.22E-15  1.95E-15  1.28E-15  8.04E-16  3.88E-16  2.01E-16
             9.55E-17  3.16E-17  1.27E-17  4.92E-18  1.34E-18  4.88E-19  1.76E-19  4.50E-20  1.60E-20
   305       4.35E-14  3.06E-14  1.92E-14  1.34E-14  9.16E-15  5.32E-15  3.33E-15  1.93E-15  8.11E-16  3.74E-16
             1.58E-16  4.58E-17  1.71E-17  6.21E-18  1.60E-18  5.69E-19  2.02E-19  5.12E-20  1.81E-20
   306       3.56E-14  2.51E-14  1.57E-14  1.09E-14  7.49E-15  4.35E-15  2.72E-15  1.58E-15  6.64E-16  3.06E-16
             1.29E-16  3.75E-17  1.40E-17  5.08E-18  1.31E-18  4.66E-19  1.65E-19  4.19E-20  1.48E-20
   307       2.61E-14  1.84E-14  1.15E-14  8.01E-15  5.49E-15  3.19E-15  2.00E-15  1.16E-15  4.87E-16  2.25E-16
             9.49E-17  2.75E-17  1.02E-17  3.73E-18  9.60E-19  3.42E-19  1.21E-19  3.07E-20  1.09E-20
   308       2.13E-14  1.50E-14  9.42E-15  6.55E-15  4.50E-15  2.61E-15  1.63E-15  9.48E-16  3.98E-16  1.84E-16
             7.77E-17  2.25E-17  8.38E-18  3.05E-18  7.86E-19  2.79E-19  9.91E-20  2.51E-20  8.89E-21
   309       1.66E-14  1.17E-14  7.32E-15  5.10E-15  3.50E-15  2.03E-15  1.27E-15  7.37E-16  3.10E-16  1.43E-16
             6.04E-17  1.75E-17  6.52E-18  2.37E-18  6.11E-19  2.17E-19  7.71E-20  1.95E-20  6.91E-21
   310       2.77E-14  1.95E-14  1.22E-14  8.50E-15  5.83E-15  3.39E-15  2.12E-15  1.23E-15  5.16E-16  2.38E-16
             1.01E-16  2.92E-17  1.09E-17  3.95E-18  1.02E-18  3.62E-19  1.28E-19  3.26E-20  1.15E-20
   311       4.42E-14  3.12E-14  1.97E-14  1.38E-14  9.59E-15  5.80E-15  3.82E-15  2.40E-15  1.16E-15  6.02E-16
             2.86E-16  9.44E-17  3.81E-17  1.47E-17  4.01E-18  1.46E-18  5.26E-19  1.35E-19  4.78E-20
   312       3.03E-14  2.13E-14  1.33E-14  9.14E-15  6.16E-15  3.42E-15  2.02E-15  1.09E-15  4.11E-16  1.76E-16
             7.01E-17  1.93E-17  7.02E-18  2.52E-18  6.45E-19  2.29E-19  8.10E-20  2.05E-20  7.25E-21
   313       3.58E-14  2.52E-14  1.57E-14  1.08E-14  7.28E-15  4.04E-15  2.39E-15  1.29E-15  4.86E-16  2.08E-16
             8.29E-17  2.28E-17  8.30E-18  2.98E-18  7.62E-19  2.70E-19  9.57E-20  2.42E-20  8.57E-21
   314       2.15E-14  1.51E-14  9.41E-15  6.48E-15  4.37E-15  2.42E-15  1.43E-15  7.73E-16  2.92E-16  1.25E-16
             4.97E-17  1.37E-17  4.98E-18  1.79E-18  4.57E-19  1.62E-19  5.74E-20  1.45E-20  5.14E-21
   315       1.49E-14  1.05E-14  6.51E-15  4.49E-15  3.02E-15  1.68E-15  9.93E-16  5.35E-16  2.02E-16  8.65E-17
             3.44E-17  9.46E-18  3.45E-18  1.24E-18  3.16E-19  1.12E-19  3.98E-20  1.01E-20  3.56E-21
   316       1.82E-14  1.28E-14  7.96E-15  5.49E-15  3.69E-15  2.05E-15  1.21E-15  6.54E-16  2.47E-16  1.06E-16
             4.21E-17  1.16E-17  4.21E-18  1.51E-18  3.87E-19  1.37E-19  4.86E-20  1.23E-20  4.35E-21
   317       2.48E-14  1.74E-14  1.09E-14  7.48E-15  5.04E-15  2.80E-15  1.66E-15  8.92E-16  3.36E-16  1.44E-16
             5.74E-17  1.58E-17  5.75E-18  2.06E-18  5.27E-19  1.87E-19  6.63E-20  1.68E-20  5.93E-21
   319       2.62E-14  1.85E-14  1.17E-14  8.17E-15  5.69E-15  3.44E-15  2.27E-15  1.43E-15  6.90E-16  3.59E-16
             1.71E-16  5.64E-17  2.28E-17  8.80E-18  2.40E-18  8.74E-19  3.15E-19  8.05E-20  2.86E-20
   320       1.23E-14  8.61E-15  5.32E-15  3.62E-15  2.38E-15  1.25E-15  6.98E-16  3.51E-16  1.21E-16  4.90E-17
             1.88E-17  5.00E-18  1.80E-18  6.43E-19  1.64E-19  5.80E-20  2.05E-20  5.19E-21  1.84E-21
   321       1.77E-14  1.24E-14  7.68E-15  5.22E-15  3.44E-15  1.81E-15  1.01E-15  5.07E-16  1.75E-16  7.07E-17
             2.71E-17  7.22E-18  2.60E-18  9.29E-19  2.36E-19  8.37E-20  2.96E-20  7.50E-21  2.65E-21
   322       2.05E-14  1.44E-14  8.86E-15  6.03E-15  3.97E-15  2.09E-15  1.16E-15  5.85E-16  2.01E-16  8.16E-17
             3.13E-17  8.34E-18  3.00E-18  1.07E-18  2.73E-19  9.66E-20  3.42E-20  8.66E-21  3.06E-21
   323       9.01E-15  6.32E-15  3.90E-15  2.65E-15  1.74E-15  9.18E-16  5.12E-16  2.57E-16  8.86E-17  3.59E-17
             1.38E-17  3.67E-18  1.32E-18  4.72E-19  1.20E-19  4.25E-20  1.50E-20  3.81E-21  1.35E-21
   324       1.50E-14  1.05E-14  6.50E-15  4.42E-15  2.91E-15  1.53E-15  8.53E-16  4.29E-16  1.48E-16  5.99E-17
             2.29E-17  6.11E-18  2.20E-18  7.86E-19  2.00E-19  7.09E-20  2.51E-20  6.35E-21  2.24E-21
   325       1.06E-14  7.46E-15  4.61E-15  3.13E-15  2.06E-15  1.08E-15  6.05E-16  3.04E-16  1.05E-16  4.24E-17
             1.63E-17  4.33E-18  1.56E-18  5.57E-19  1.42E-19  5.02E-20  1.78E-20  4.50E-21  1.59E-21
   326       3.65E-15  2.55E-15  1.56E-15  1.04E-15  6.67E-16  3.31E-16  1.74E-16  8.20E-17  2.63E-17  1.03E-17
             3.83E-18  1.00E-18  3.59E-19  1.28E-19  3.25E-20  1.15E-20  4.06E-21  1.03E-21  3.64E-22
   327       6.09E-15  4.25E-15  2.60E-15  1.74E-15  1.11E-15  5.51E-16  2.90E-16  1.37E-16  4.38E-17  1.71E-17
             6.39E-18  1.67E-18  5.99E-19  2.13E-19  5.41E-20  1.91E-20  6.77E-21  1.71E-21  6.06E-22
   328       5.37E-15  3.75E-15  2.29E-15  1.53E-15  9.81E-16  4.86E-16  2.56E-16  1.21E-16  3.87E-17  1.51E-17
             5.63E-18  1.48E-18  5.28E-19  1.88E-19  4.77E-20  1.69E-20  5.98E-21  1.51E-21  5.35E-22
   329       3.22E-15  2.25E-15  1.37E-15  9.20E-16  5.89E-16  2.92E-16  1.53E-16  7.24E-17  2.32E-17  9.05E-18
             3.38E-18  8.86E-19  3.17E-19  1.13E-19  2.86E-20  1.01E-20  3.59E-21  9.08E-22  3.21E-22
   330       2.79E-15  1.95E-15  1.19E-15  7.97E-16  5.10E-16  2.53E-16  1.33E-16  6.27E-17  2.01E-17  7.84E-18
             2.93E-18  7.68E-19  2.75E-19  9.77E-20  2.48E-20  8.79E-21  3.11E-21  7.87E-22  2.78E-22
   331       4.66E-15  3.25E-15  1.99E-15  1.33E-15  8.50E-16  4.22E-16  2.21E-16  1.05E-16  3.35E-17  1.31E-17
             4.88E-18  1.28E-18  4.58E-19  1.63E-19  4.14E-20  1.46E-20  5.18E-21  1.31E-21  4.64E-22
   332       3.28E-14  2.31E-14  1.46E-14  1.02E-14  7.13E-15  4.32E-15  2.86E-15  1.81E-15  8.77E-16  4.58E-16
             2.18E-16  7.22E-17  2.92E-17  1.13E-17  3.07E-18  1.12E-18  4.04E-19  1.03E-19  3.67E-20
   333       1.94E-14  1.37E-14  8.61E-15  6.04E-15  4.21E-15  2.56E-15  1.70E-15  1.07E-15  5.21E-16  2.72E-16
             1.30E-16  4.30E-17  1.74E-17  6.74E-18  1.84E-18  6.70E-19  2.41E-19  6.17E-20  2.19E-20
   334       2.99E-16  2.11E-16  1.33E-16  9.41E-17  6.72E-17  4.74E-17  4.54E-17  5.75E-17  9.45E-17  1.28E-16
             1.53E-16  1.51E-16  1.22E-16  8.18E-17  3.76E-17  1.80E-17  7.87E-18  2.39E-18  9.22E-19


 -----------------------------------------
 PRTF= 2  TRMPRT= (4P)  SPNPRT= 4  NSYS= 2
                                                                                              -----------------
                                                                                              SYS= 1  SPNSYS= 3
   ILREP
   -----
     5       4.19E-12  2.96E-12  1.87E-12  1.32E-12  9.31E-13  5.83E-13  4.06E-13  2.79E-13  1.63E-13  1.05E-13
             6.74E-14  4.22E-14  3.55E-14  3.14E-14  2.42E-14  1.83E-14  1.29E-14  7.31E-15  4.29E-15
     6       1.14E-13  8.04E-14  5.10E-14  3.62E-14  2.58E-14  1.66E-14  1.22E-14  9.30E-15  7.48E-15  7.76E-15
             9.49E-15  1.18E-14  1.11E-14  8.45E-15  4.74E-15  2.88E-15  1.72E-15  8.12E-16  4.20E-16
     7       1.57E-16  1.11E-16  6.89E-17  4.74E-17  3.18E-17  1.71E-17  9.40E-18  4.90E-18  8.99E-18  2.60E-17
             6.07E-17  1.38E-16  2.17E-16  3.00E-16  3.73E-16  3.80E-16  3.50E-16  2.69E-16  1.89E-16
     8       3.03E-13  2.14E-13  1.35E-13  9.55E-14  6.74E-14  4.24E-14  2.97E-14  2.06E-14  1.22E-14  7.87E-15
             4.73E-15  2.13E-15  1.16E-15  8.46E-16  8.78E-16  8.63E-16  7.13E-16  4.18E-16  2.30E-16
     9       4.12E-14  2.92E-14  1.86E-14  1.33E-14  9.63E-15  6.53E-15  5.15E-15  4.41E-15  4.26E-15  4.57E-15
             4.94E-15  4.79E-15  3.91E-15  2.65E-15  1.23E-15  5.92E-16  2.59E-16  7.90E-17  3.05E-17
    10       1.73E-13  1.22E-13  7.70E-14  5.40E-14  3.76E-14  2.27E-14  1.50E-14  9.43E-15  4.57E-15  2.38E-15
             1.13E-15  3.75E-16  1.52E-16  5.87E-17  1.60E-17  5.84E-18  2.10E-18  5.39E-19  1.91E-19
    11       3.94E-16  2.77E-16  1.73E-16  1.20E-16  8.15E-17  4.59E-17  2.70E-17  1.39E-17  7.27E-18  1.30E-17
             2.65E-17  5.06E-17  7.14E-17  9.19E-17  1.10E-16  1.10E-16  1.00E-16  7.64E-17  5.35E-17
    12       1.45E-13  1.03E-13  6.49E-14  4.58E-14  3.23E-14  2.03E-14  1.42E-14  9.83E-15  5.81E-15  3.69E-15
             2.18E-15  9.51E-16  4.99E-16  3.36E-16  3.24E-16  3.14E-16  2.57E-16  1.50E-16  8.26E-17
    13       1.02E-14  7.27E-15  4.66E-15  3.38E-15  2.50E-15  1.80E-15  1.56E-15  1.53E-15  1.77E-15  2.07E-15
             2.30E-15  2.22E-15  1.79E-15  1.20E-15  5.53E-16  2.65E-16  1.16E-16  3.51E-17  1.36E-17
    14       1.52E-13  1.07E-13  6.76E-14  4.74E-14  3.30E-14  2.00E-14  1.32E-14  8.31E-15  4.03E-15  2.10E-15
             1.00E-15  3.32E-16  1.34E-16  5.20E-17  1.42E-17  5.18E-18  1.86E-18  4.77E-19  1.70E-19
    15       7.79E-14  5.49E-14  3.44E-14  2.39E-14  1.64E-14  9.55E-15  5.98E-15  3.47E-15  1.46E-15  6.77E-16
             2.86E-16  8.31E-17  3.10E-17  1.13E-17  2.91E-18  1.03E-18  3.67E-19  9.29E-20  3.29E-20
    16       4.24E-16  2.99E-16  1.86E-16  1.29E-16  8.76E-17  4.91E-17  2.89E-17  1.49E-17  6.44E-18  7.88E-18
             1.38E-17  2.39E-17  3.21E-17  4.01E-17  4.69E-17  4.68E-17  4.25E-17  3.24E-17  2.27E-17
    17       8.28E-14  5.85E-14  3.70E-14  2.61E-14  1.84E-14  1.16E-14  8.08E-15  5.56E-15  3.24E-15  2.03E-15
             1.18E-15  5.02E-16  2.57E-16  1.66E-16  1.54E-16  1.47E-16  1.21E-16  7.05E-17  3.88E-17
    18       2.86E-15  2.04E-15  1.32E-15  9.64E-16  7.33E-16  5.71E-16  5.52E-16  6.26E-16  8.56E-16  1.07E-15
             1.23E-15  1.19E-15  9.59E-16  6.43E-16  2.95E-16  1.41E-16  6.16E-17  1.87E-17  7.21E-18
    19       1.13E-13  7.96E-14  5.01E-14  3.51E-14  2.45E-14  1.48E-14  9.81E-15  6.17E-15  3.00E-15  1.56E-15
             7.44E-16  2.46E-16  9.95E-17  3.85E-17  1.05E-17  3.83E-18  1.38E-18  3.53E-19  1.25E-19
    20       8.88E-14  6.25E-14  3.92E-14  2.73E-14  1.87E-14  1.09E-14  6.81E-15  3.96E-15  1.67E-15  7.71E-16
             3.26E-16  9.45E-17  3.52E-17  1.28E-17  3.30E-18  1.18E-18  4.17E-19  1.06E-19  3.74E-20
    21       3.84E-14  2.70E-14  1.68E-14  1.16E-14  7.79E-15  4.33E-15  2.56E-15  1.38E-15  5.22E-16  2.24E-16
             8.90E-17  2.45E-17  8.92E-18  3.21E-18  8.19E-19  2.91E-19  1.03E-19  2.61E-20  9.21E-21
    22       3.82E-16  2.69E-16  1.68E-16  1.16E-16  7.83E-17  4.36E-17  2.54E-17  1.30E-17  5.24E-18  5.26E-18
             8.17E-18  1.31E-17  1.70E-17  2.09E-17  2.43E-17  2.42E-17  2.19E-17  1.67E-17  1.17E-17
    23       5.23E-14  3.69E-14  2.33E-14  1.65E-14  1.16E-14  7.29E-15  5.07E-15  3.47E-15  2.00E-15  1.23E-15
             7.06E-16  2.96E-16  1.50E-16  9.47E-17  8.56E-17  8.15E-17  6.65E-17  3.87E-17  2.13E-17
    24       1.28E-15  9.09E-16  5.83E-16  4.23E-16  3.18E-16  2.48E-16  2.52E-16  3.13E-16  4.78E-16  6.24E-16
             7.27E-16  7.11E-16  5.71E-16  3.82E-16  1.75E-16  8.38E-17  3.66E-17  1.11E-17  4.29E-18
    25       8.20E-14  5.79E-14  3.64E-14  2.56E-14  1.78E-14  1.08E-14  7.13E-15  4.49E-15  2.18E-15  1.13E-15
             5.40E-16  1.79E-16  7.22E-17  2.79E-17  7.61E-18  2.78E-18  1.00E-18  2.56E-19  9.10E-20
    26       7.81E-14  5.50E-14  3.45E-14  2.40E-14  1.65E-14  9.57E-15  5.99E-15  3.48E-15  1.46E-15  6.76E-16
             2.86E-16  8.28E-17  3.09E-17  1.12E-17  2.89E-18  1.03E-18  3.65E-19  9.25E-20  3.27E-20
    27       5.38E-14  3.78E-14  2.35E-14  1.62E-14  1.09E-14  6.07E-15  3.59E-15  1.94E-15  7.31E-16  3.13E-16
             1.25E-16  3.43E-17  1.25E-17  4.49E-18  1.15E-18  4.07E-19  1.44E-19  3.65E-20  1.29E-20
    28       1.92E-14  1.34E-14  8.30E-15  5.64E-15  3.71E-15  1.95E-15  1.09E-15  5.48E-16  1.89E-16  7.65E-17
             2.93E-17  7.81E-18  2.81E-18  1.00E-18  2.56E-19  9.05E-20  3.20E-20  8.11E-21  2.87E-21
    29       3.28E-16  2.30E-16  1.43E-16  9.89E-17  6.65E-17  3.65E-17  2.10E-17  1.07E-17  4.10E-18  3.59E-18
             5.10E-18  7.88E-18  1.01E-17  1.23E-17  1.41E-17  1.40E-17  1.26E-17  9.67E-18  6.80E-18
    30       3.54E-14  2.50E-14  1.58E-14  1.12E-14  7.87E-15  4.92E-15  3.41E-15  2.32E-15  1.32E-15  8.04E-16
             4.55E-16  1.89E-16  9.42E-17  5.87E-17  5.22E-17  4.94E-17  4.03E-17  2.35E-17  1.29E-17
    31       1.05E-15  7.44E-16  4.68E-16  3.30E-16  2.34E-16  1.62E-16  1.52E-16  1.86E-16  2.95E-16  3.95E-16
             4.65E-16  4.57E-16  3.68E-16  2.47E-16  1.13E-16  5.42E-17  2.37E-17  7.19E-18  2.77E-18
    32       6.04E-14  4.27E-14  2.69E-14  1.88E-14  1.31E-14  7.95E-15  5.25E-15  3.30E-15  1.60E-15  8.33E-16
             3.96E-16  1.31E-16  5.29E-17  2.05E-17  5.57E-18  2.03E-18  7.31E-19  1.87E-19  6.65E-20
    33       6.40E-14  4.51E-14  2.83E-14  1.97E-14  1.35E-14  7.84E-15  4.90E-15  2.84E-15  1.19E-15  5.51E-16
             2.33E-16  6.75E-17  2.51E-17  9.15E-18  2.36E-18  8.38E-19  2.97E-19  7.54E-20  2.67E-20
    34       5.46E-14  3.84E-14  2.39E-14  1.65E-14  1.11E-14  6.15E-15  3.64E-15  1.96E-15  7.40E-16  3.17E-16
             1.26E-16  3.47E-17  1.26E-17  4.54E-18  1.16E-18  4.12E-19  1.46E-19  3.69E-20  1.31E-20
    35       3.19E-14  2.24E-14  1.38E-14  9.40E-15  6.19E-15  3.25E-15  1.81E-15  9.12E-16  3.14E-16  1.27E-16
             4.88E-17  1.30E-17  4.68E-18  1.67E-18  4.26E-19  1.51E-19  5.33E-20  1.35E-20  4.78E-21
    36       9.67E-15  6.75E-15  4.12E-15  2.76E-15  1.77E-15  8.75E-16  4.60E-16  2.17E-16  6.96E-17  2.72E-17
             1.01E-17  2.66E-18  9.51E-19  3.38E-19  8.59E-20  3.04E-20  1.08E-20  2.72E-21  9.63E-22
    37       2.77E-16  1.95E-16  1.21E-16  8.31E-17  5.55E-17  3.01E-17  1.71E-17  8.63E-18  3.21E-18  2.58E-18
             3.42E-18  5.10E-18  6.45E-18  7.78E-18  8.92E-18  8.88E-18  8.08E-18  6.16E-18  4.31E-18
    38       2.53E-14  1.79E-14  1.13E-14  7.97E-15  5.61E-15  3.49E-15  2.41E-15  1.63E-15  9.13E-16  5.52E-16
             3.10E-16  1.27E-16  6.31E-17  3.88E-17  3.42E-17  3.25E-17  2.65E-17  1.54E-17  8.49E-18
    39       1.10E-15  7.72E-16  4.80E-16  3.31E-16  2.26E-16  1.39E-16  1.13E-16  1.26E-16  1.97E-16  2.66E-16
             3.16E-16  3.11E-16  2.51E-16  1.68E-16  7.71E-17  3.69E-17  1.61E-17  4.89E-18  1.89E-18
    40       4.55E-14  3.21E-14  2.02E-14  1.42E-14  9.88E-15  5.98E-15  3.95E-15  2.48E-15  1.20E-15  6.23E-16
             2.96E-16  9.77E-17  3.94E-17  1.52E-17  4.14E-18  1.51E-18  5.44E-19  1.39E-19  4.94E-20
    41       5.15E-14  3.63E-14  2.27E-14  1.58E-14  1.09E-14  6.30E-15  3.94E-15  2.28E-15  9.57E-16  4.41E-16
             1.86E-16  5.39E-17  2.01E-17  7.31E-18  1.88E-18  6.69E-19  2.37E-19  6.02E-20  2.13E-20
    42       4.96E-14  3.48E-14  2.17E-14  1.49E-14  1.01E-14  5.59E-15  3.30E-15  1.78E-15  6.71E-16  2.87E-16
             1.14E-16  3.14E-17  1.14E-17  4.11E-18  1.05E-18  3.73E-19  1.32E-19  3.34E-20  1.18E-20
    43       3.67E-14  2.57E-14  1.59E-14  1.08E-14  7.11E-15  3.74E-15  2.08E-15  1.05E-15  3.61E-16  1.46E-16
             5.60E-17  1.49E-17  5.38E-18  1.92E-18  4.89E-19  1.73E-19  6.12E-20  1.55E-20  5.48E-21
    44       1.87E-14  1.30E-14  7.97E-15  5.33E-15  3.41E-15  1.69E-15  8.89E-16  4.20E-16  1.35E-16  5.25E-17
             1.96E-17  5.14E-18  1.84E-18  6.54E-19  1.66E-19  5.88E-20  2.08E-20  5.26E-21  1.86E-21
    45       4.91E-15  3.41E-15  2.06E-15  1.35E-15  8.37E-16  3.90E-16  1.94E-16  8.68E-17  2.63E-17  1.00E-17
             3.68E-18  9.53E-19  3.40E-19  1.21E-19  3.06E-20  1.08E-20  3.83E-21  9.69E-22  3.43E-22
    46       2.34E-16  1.64E-16  1.02E-16  6.96E-17  4.63E-17  2.48E-17  1.40E-17  6.96E-18  2.54E-18  1.90E-18
             2.41E-18  3.49E-18  4.38E-18  5.27E-18  6.06E-18  5.99E-18  5.42E-18  4.12E-18  2.88E-18
    47       1.88E-14  1.33E-14  8.39E-15  5.92E-15  4.16E-15  2.58E-15  1.77E-15  1.19E-15  6.59E-16  3.95E-16
