SEQ='SI'     NUCCHG=16                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  86978558.0   NPRNTI=10   NPRNTF=12
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
   471       5.55E-14  3.92E-14  2.47E-14  1.73E-14  1.21E-14  7.33E-15  4.87E-15  3.10E-15  1.54E-15  8.26E-16
             4.06E-16  1.40E-16  5.76E-17  2.25E-17  6.10E-18  2.22E-18  7.96E-19  2.03E-19  7.22E-20
   472       1.64E-14  1.16E-14  7.29E-15  5.12E-15  3.57E-15  2.17E-15  1.44E-15  9.16E-16  4.55E-16  2.44E-16
             1.20E-16  4.14E-17  1.70E-17  6.64E-18  1.81E-18  6.57E-19  2.36E-19  6.02E-20  2.14E-20
   473       1.15E-13  8.12E-14  5.11E-14  3.59E-14  2.50E-14  1.52E-14  1.01E-14  6.42E-15  3.19E-15  1.71E-15
             8.42E-16  2.91E-16  1.20E-16  4.67E-17  1.27E-17  4.61E-18  1.66E-18  4.23E-19  1.50E-19
   474       4.76E-14  3.36E-14  2.11E-14  1.48E-14  1.03E-14  6.28E-15  4.18E-15  2.66E-15  1.32E-15  7.09E-16
             3.49E-16  1.20E-16  4.95E-17  1.93E-17  5.25E-18  1.91E-18  6.86E-19  1.75E-19  6.21E-20
   475       6.45E-14  4.56E-14  2.87E-14  2.01E-14  1.40E-14  8.53E-15  5.67E-15  3.61E-15  1.80E-15  9.64E-16
             4.74E-16  1.64E-16  6.74E-17  2.63E-17  7.15E-18  2.60E-18  9.34E-19  2.38E-19  8.46E-20
   476       2.99E-13  2.11E-13  1.33E-13  9.34E-14  6.51E-14  3.95E-14  2.63E-14  1.67E-14  8.33E-15  4.47E-15
             2.20E-15  7.60E-16  3.13E-16  1.22E-16  3.32E-17  1.21E-17  4.34E-18  1.11E-18  3.93E-19
   477       5.69E-14  4.02E-14  2.53E-14  1.78E-14  1.24E-14  7.53E-15  5.01E-15  3.19E-15  1.59E-15  8.52E-16
             4.19E-16  1.45E-16  5.96E-17  2.33E-17  6.33E-18  2.30E-18  8.26E-19  2.11E-19  7.48E-20
   478       4.38E-14  3.09E-14  1.95E-14  1.37E-14  9.53E-15  5.79E-15  3.85E-15  2.45E-15  1.22E-15  6.55E-16
             3.23E-16  1.11E-16  4.59E-17  1.79E-17  4.87E-18  1.77E-18  6.36E-19  1.62E-19  5.76E-20
   479       2.29E-14  1.62E-14  1.02E-14  7.15E-15  4.98E-15  3.03E-15  2.01E-15  1.28E-15  6.38E-16  3.43E-16
             1.69E-16  5.83E-17  2.40E-17  9.37E-18  2.55E-18  9.27E-19  3.33E-19  8.50E-20  3.02E-20
   480       6.78E-14  4.78E-14  3.01E-14  2.11E-14  1.47E-14  8.96E-15  5.96E-15  3.80E-15  1.89E-15  1.02E-15
             5.01E-16  1.73E-16  7.14E-17  2.79E-17  7.58E-18  2.76E-18  9.90E-19  2.53E-19  8.97E-20
   481       5.94E-14  4.20E-14  2.64E-14  1.85E-14  1.29E-14  7.86E-15  5.23E-15  3.33E-15  1.66E-15  8.94E-16
             4.40E-16  1.52E-16  6.28E-17  2.45E-17  6.67E-18  2.43E-18  8.71E-19  2.23E-19  7.89E-20
   482       9.13E-15  6.44E-15  4.06E-15  2.85E-15  1.99E-15  1.21E-15  8.06E-16  5.14E-16  2.57E-16  1.39E-16
             6.85E-17  2.37E-17  9.80E-18  3.83E-18  1.04E-18  3.80E-19  1.36E-19  3.48E-20  1.24E-20
   483       7.78E-15  5.49E-15  3.46E-15  2.44E-15  1.71E-15  1.05E-15  7.23E-16  4.91E-16  3.04E-16  2.37E-16
             2.15E-16  2.14E-16  2.03E-16  1.69E-16  1.07E-16  6.41E-17  3.39E-17  1.24E-17  5.27E-18
   484       5.65E-14  3.99E-14  2.51E-14  1.77E-14  1.23E-14  7.49E-15  4.99E-15  3.19E-15  1.60E-15  8.61E-16
             4.26E-16  1.48E-16  6.10E-17  2.39E-17  6.50E-18  2.36E-18  8.49E-19  2.17E-19  7.70E-20
   485       1.90E-13  1.34E-13  8.46E-14  5.94E-14  4.14E-14  2.52E-14  1.68E-14  1.07E-14  5.39E-15  2.91E-15
             1.44E-15  5.00E-16  2.07E-16  8.08E-17  2.20E-17  8.01E-18  2.88E-18  7.35E-19  2.61E-19
   486       6.12E-35  4.30E-35  2.66E-35  1.81E-35  1.19E-35  6.06E-36  3.15E-36  1.72E-36  3.27E-36  6.76E-36
             1.13E-35  1.64E-35  1.75E-35  1.55E-35  1.01E-35  6.11E-36  3.25E-36  1.19E-36  5.04E-37
   487       1.23E-16  8.69E-17  5.48E-17  3.86E-17  2.70E-17  1.67E-17  1.15E-17  7.79E-18  4.84E-18  3.78E-18
             3.44E-18  3.44E-18  3.27E-18  2.73E-18  1.73E-18  1.04E-18  5.48E-19  2.01E-19  8.51E-20
   488       1.85E-14  1.30E-14  8.21E-15  5.76E-15  4.02E-15  2.45E-15  1.63E-15  1.04E-15  5.24E-16  2.83E-16
             1.40E-16  4.87E-17  2.02E-17  7.88E-18  2.15E-18  7.82E-19  2.81E-19  7.17E-20  2.55E-20
   489       4.83E-14  3.41E-14  2.15E-14  1.51E-14  1.05E-14  6.41E-15  4.28E-15  2.73E-15  1.37E-15  7.42E-16
             3.67E-16  1.28E-16  5.28E-17  2.07E-17  5.63E-18  2.05E-18  7.36E-19  1.88E-19  6.67E-20
   490       2.23E-15  1.58E-15  9.94E-16  7.00E-16  4.91E-16  3.03E-16  2.08E-16  1.41E-16  8.80E-17  6.88E-17
             6.27E-17  6.28E-17  5.96E-17  4.99E-17  3.15E-17  1.89E-17  1.00E-17  3.67E-18  1.55E-18
   491       9.35E-14  6.60E-14  4.16E-14  2.92E-14  2.04E-14  1.24E-14  8.28E-15  5.29E-15  2.66E-15  1.44E-15
             7.11E-16  2.47E-16  1.02E-16  4.00E-17  1.09E-17  3.97E-18  1.43E-18  3.64E-19  1.29E-19
   492       1.38E-13  9.73E-14  6.13E-14  4.30E-14  3.00E-14  1.83E-14  1.22E-14  7.80E-15  3.92E-15  2.12E-15
             1.05E-15  3.65E-16  1.51E-16  5.90E-17  1.61E-17  5.86E-18  2.10E-18  5.37E-19  1.91E-19
   493       1.68E-13  1.19E-13  7.47E-14  5.25E-14  3.66E-14  2.23E-14  1.49E-14  9.51E-15  4.77E-15  2.58E-15
             1.28E-15  4.45E-16  1.84E-16  7.21E-17  1.96E-17  7.15E-18  2.57E-18  6.56E-19  2.33E-19
   494       1.14E-14  8.07E-15  5.09E-15  3.58E-15  2.51E-15  1.55E-15  1.06E-15  7.25E-16  4.52E-16  3.54E-16
             3.23E-16  3.24E-16  3.08E-16  2.58E-16  1.63E-16  9.77E-17  5.17E-17  1.90E-17  8.04E-18
   495       5.27E-14  3.72E-14  2.35E-14  1.65E-14  1.16E-14  7.16E-15  4.92E-15  3.35E-15  2.09E-15  1.64E-15
             1.50E-15  1.51E-15  1.44E-15  1.21E-15  7.62E-16  4.57E-16  2.42E-16  8.87E-17  3.76E-17
   496       4.88E-15  3.44E-15  2.17E-15  1.53E-15  1.07E-15  6.63E-16  4.55E-16  3.10E-16  1.94E-16  1.52E-16
             1.40E-16  1.41E-16  1.34E-16  1.12E-16  7.10E-17  4.26E-17  2.26E-17  8.27E-18  3.51E-18
   497       1.91E-15  1.35E-15  8.51E-16  5.99E-16  4.20E-16  2.60E-16  1.79E-16  1.22E-16  7.65E-17  6.03E-17
             5.55E-17  5.62E-17  5.35E-17  4.49E-17  2.84E-17  1.70E-17  9.03E-18  3.31E-18  1.40E-18
   498       2.36E-14  1.67E-14  1.05E-14  7.40E-15  5.19E-15  3.21E-15  2.21E-15  1.51E-15  9.47E-16  7.49E-16
             6.91E-16  7.00E-16  6.68E-16  5.60E-16  3.55E-16  2.13E-16  1.13E-16  4.14E-17  1.75E-17
   499       3.10E-14  2.19E-14  1.38E-14  9.71E-15  6.81E-15  4.21E-15  2.90E-15  1.98E-15  1.25E-15  9.85E-16
             9.09E-16  9.23E-16  8.80E-16  7.39E-16  4.68E-16  2.81E-16  1.49E-16  5.46E-17  2.31E-17
   500       3.30E-14  2.33E-14  1.47E-14  1.03E-14  7.20E-15  4.40E-15  2.94E-15  1.89E-15  9.59E-16  5.23E-16
             2.61E-16  9.16E-17  3.81E-17  1.49E-17  4.08E-18  1.49E-18  5.34E-19  1.37E-19  4.85E-20
   501       1.70E-16  1.20E-16  7.57E-17  5.33E-17  3.74E-17  2.32E-17  1.60E-17  1.09E-17  6.92E-18  5.52E-18
             5.14E-18  5.25E-18  5.03E-18  4.23E-18  2.68E-18  1.61E-18  8.53E-19  3.13E-19  1.33E-19
   502       8.37E-14  5.91E-14  3.72E-14  2.62E-14  1.83E-14  1.12E-14  7.47E-15  4.80E-15  2.44E-15  1.33E-15
             6.64E-16  2.33E-16  9.68E-17  3.80E-17  1.04E-17  3.78E-18  1.36E-18  3.47E-19  1.23E-19
   503       1.05E-13  7.45E-14  4.69E-14  3.30E-14  2.30E-14  1.41E-14  9.42E-15  6.06E-15  3.07E-15  1.68E-15
             8.38E-16  2.94E-16  1.22E-16  4.80E-17  1.31E-17  4.78E-18  1.72E-18  4.39E-19  1.56E-19
   504       4.06E-15  2.86E-15  1.81E-15  1.27E-15  8.93E-16  5.54E-16  3.82E-16  2.62E-16  1.66E-16  1.32E-16
             1.23E-16  1.26E-16  1.21E-16  1.02E-16  6.46E-17  3.88E-17  2.06E-17  7.55E-18  3.20E-18
   505       5.20E-35  3.45E-35  1.80E-35  9.55E-36  6.48E-36  2.98E-35  1.05E-34  3.38E-34  1.37E-33  3.31E-33
             6.53E-33  1.14E-32  1.32E-32  1.24E-32  8.50E-33  5.26E-33  2.84E-33  1.05E-33  4.47E-34
   506       2.10E-18  1.48E-18  9.42E-19  6.70E-19  4.79E-19  3.14E-19  2.36E-19  1.89E-19  1.73E-19  2.05E-19
             2.76E-19  3.86E-19  4.20E-19  3.81E-19  2.56E-19  1.57E-19  8.46E-20  3.14E-20  1.34E-20
   507       3.39E-14  2.39E-14  1.51E-14  1.06E-14  7.46E-15  4.63E-15  3.19E-15  2.19E-15  1.39E-15  1.11E-15
             1.04E-15  1.07E-15  1.03E-15  8.65E-16  5.48E-16  3.30E-16  1.75E-16  6.41E-17  2.72E-17
   508       7.05E-18  4.99E-18  3.17E-18  2.25E-18  1.61E-18  1.06E-18  7.94E-19  6.36E-19  5.84E-19  6.91E-19
             9.32E-19  1.31E-18  1.42E-18  1.29E-18  8.66E-19  5.33E-19  2.87E-19  1.06E-19  4.54E-20
   509       1.90E-31  1.33E-31  8.26E-32  5.63E-32  3.70E-32  1.89E-32  9.88E-33  5.50E-33  1.14E-32  2.43E-32
             4.15E-32  6.16E-32  6.63E-32  5.90E-32  3.87E-32  2.35E-32  1.25E-32  4.59E-33  1.94E-33
   510       6.51E-15  4.60E-15  2.90E-15  2.04E-15  1.44E-15  8.92E-16  6.17E-16  4.25E-16  2.73E-16  2.21E-16
             2.10E-16  2.18E-16  2.10E-16  1.78E-16  1.13E-16  6.79E-17  3.60E-17  1.32E-17  5.61E-18
   511       1.82E-14  1.29E-14  8.13E-15  5.73E-15  4.02E-15  2.50E-15  1.73E-15  1.19E-15  7.67E-16  6.22E-16
             5.91E-16  6.16E-16  5.94E-16  5.02E-16  3.19E-16  1.92E-16  1.02E-16  3.74E-17  1.59E-17
   512       1.57E-21  1.11E-21  7.07E-22  5.04E-22  3.61E-22  2.38E-22  1.80E-22  1.46E-22  1.38E-22  1.68E-22
             2.31E-22  3.30E-22  3.62E-22  3.30E-22  2.22E-22  1.37E-22  7.37E-23  2.74E-23  1.17E-23
   513       8.76E-37  5.82E-37  3.04E-37  1.61E-37  1.10E-37  5.15E-37  1.84E-36  6.07E-36  2.55E-35  6.28E-35
             1.26E-34  2.23E-34  2.61E-34  2.46E-34  1.69E-34  1.05E-34  5.65E-35  2.10E-35  8.92E-36
   514       1.84E-17  1.30E-17  8.28E-18  5.89E-18  4.22E-18  2.77E-18  2.06E-18  1.59E-18  1.18E-18  9.29E-19
             6.90E-19  3.97E-19  2.27E-19  1.15E-19  4.07E-20  1.70E-20  6.74E-21  1.86E-21  6.82E-22
   515       7.12E-17  5.04E-17  3.20E-17  2.28E-17  1.63E-17  1.07E-17  7.98E-18  6.15E-18  4.55E-18  3.59E-18
             2.67E-18  1.54E-18  8.77E-19  4.46E-19  1.58E-19  6.59E-20  2.61E-20  7.20E-21  2.64E-21
   516       1.09E-16  7.74E-17  4.92E-17  3.50E-17  2.51E-17  1.64E-17  1.22E-17  9.44E-18  6.98E-18  5.52E-18
             4.10E-18  2.36E-18  1.35E-18  6.85E-19  2.42E-19  1.01E-19  4.01E-20  1.11E-20  4.05E-21
   517       1.56E-15  1.10E-15  7.00E-16  4.98E-16  3.57E-16  2.34E-16  1.74E-16  1.35E-16  9.96E-17  7.88E-17
             5.86E-17  3.37E-17  1.93E-17  9.81E-18  3.47E-18  1.45E-18  5.73E-19  1.58E-19  5.80E-20
   518       4.65E-16  3.29E-16  2.09E-16  1.49E-16  1.06E-16  6.98E-17  5.21E-17  4.02E-17  2.97E-17  2.35E-17
             1.75E-17  1.01E-17  5.75E-18  2.93E-18  1.04E-18  4.33E-19  1.71E-19  4.73E-20  1.73E-20
   519       7.28E-17  5.16E-17  3.27E-17  2.33E-17  1.67E-17  1.09E-17  8.16E-18  6.29E-18  4.66E-18  3.69E-18
             2.74E-18  1.58E-18  9.02E-19  4.59E-19  1.62E-19  6.78E-20  2.68E-20  7.41E-21  2.72E-21
   520       3.70E-18  2.62E-18  1.67E-18  1.19E-18  8.49E-19  5.57E-19  4.16E-19  3.21E-19  2.39E-19  1.90E-19
             1.41E-19  8.16E-20  4.67E-20  2.38E-20  8.42E-21  3.52E-21  1.39E-21  3.85E-22  1.41E-22
   521       1.76E-18  1.24E-18  7.90E-19  5.62E-19  4.03E-19  2.64E-19  1.98E-19  1.53E-19  1.14E-19  9.01E-20
             6.73E-20  3.89E-20  2.22E-20  1.13E-20  4.01E-21  1.68E-21  6.64E-22  1.83E-22  6.72E-23
   522       2.34E-18  1.66E-18  1.05E-18  7.49E-19  5.37E-19  3.52E-19  2.63E-19  2.03E-19  1.51E-19  1.20E-19
             8.97E-20  5.18E-20  2.96E-20  1.51E-20  5.34E-21  2.23E-21  8.84E-22  2.44E-22  8.95E-23
   523       2.19E-19  1.55E-19  9.83E-20  7.00E-20  5.01E-20  3.29E-20  2.46E-20  1.90E-20  1.41E-20  1.12E-20
             8.38E-21  4.84E-21  2.77E-21  1.41E-21  4.99E-22  2.09E-22  8.26E-23  2.28E-23  8.36E-24
   524       7.18E-21  5.09E-21  3.23E-21  2.31E-21  1.66E-21  1.10E-21  8.46E-22  7.04E-22  7.10E-22  9.16E-22
             1.32E-21  1.95E-21  2.17E-21  2.00E-21  1.35E-21  8.35E-22  4.50E-22  1.68E-22  7.15E-23
   525       9.29E-20  6.58E-20  4.18E-20  2.98E-20  2.15E-20  1.43E-20  1.10E-20  9.14E-21  9.23E-21  1.19E-20
             1.73E-20  2.55E-20  2.84E-20  2.61E-20  1.77E-20  1.09E-20  5.90E-21  2.19E-21  9.37E-22
   526       5.10E-19  3.62E-19  2.30E-19  1.64E-19  1.18E-19  7.84E-20  6.03E-20  5.04E-20  5.12E-20  6.64E-20
             9.63E-20  1.43E-19  1.59E-19  1.46E-19  9.92E-20  6.13E-20  3.31E-20  1.23E-20  5.25E-21
   527       3.71E-20  2.63E-20  1.67E-20  1.19E-20  8.55E-21  5.65E-21  4.26E-21  3.34E-21  2.56E-21  2.08E-21
             1.59E-21  9.39E-22  5.43E-22  2.79E-22  9.93E-23  4.17E-23  1.65E-23  4.57E-24  1.68E-24
   528       4.05E-17  2.87E-17  1.82E-17  1.30E-17  9.33E-18  6.16E-18  4.66E-18  3.66E-18  2.82E-18  2.31E-18
             1.77E-18  1.05E-18  6.07E-19  3.12E-19  1.11E-19  4.67E-20  1.85E-20  5.13E-21  1.88E-21
   529       8.97E-17  6.35E-17  4.04E-17  2.88E-17  2.07E-17  1.37E-17  1.03E-17  8.12E-18  6.26E-18  5.12E-18
             3.92E-18  2.32E-18  1.35E-18  6.92E-19  2.47E-19  1.04E-19  4.11E-20  1.14E-20  4.17E-21
   530       6.89E-17  4.88E-17  3.10E-17  2.21E-17  1.59E-17  1.05E-17  7.93E-18  6.24E-18  4.81E-18  3.93E-18
             3.01E-18  1.79E-18  1.04E-18  5.32E-19  1.90E-19  7.96E-20  3.16E-20  8.74E-21  3.21E-21
   531       6.67E-19  4.73E-19  3.00E-19  2.14E-19  1.54E-19  1.02E-19  7.68E-20  6.05E-20  4.67E-20  3.82E-20
             2.93E-20  1.74E-20  1.01E-20  5.18E-21  1.85E-21  7.75E-22  3.07E-22  8.51E-23  3.12E-23
   532       5.38E-21  3.81E-21  2.42E-21  1.72E-21  1.24E-21  8.19E-22  6.19E-22  4.87E-22  3.76E-22  3.08E-22
             2.36E-22  1.40E-22  8.12E-23  4.18E-23  1.49E-23  6.25E-24  2.48E-24  6.86E-25  2.52E-25
   533       2.06E-20  1.46E-20  9.26E-21  6.60E-21  4.74E-21  3.13E-21  2.37E-21  1.87E-21  1.44E-21  1.18E-21
             9.05E-22  5.37E-22  3.11E-22  1.60E-22  5.71E-23  2.40E-23  9.50E-24  2.63E-24  9.65E-25
   534       4.73E-18  3.35E-18  2.13E-18  1.52E-18  1.10E-18  7.32E-19  5.66E-19  4.79E-19  4.98E-19  6.61E-19
             9.75E-19  1.46E-18  1.64E-18  1.51E-18  1.03E-18  6.35E-19  3.43E-19  1.28E-19  5.45E-20
   535       7.11E-34  4.72E-34  2.47E-34  1.31E-34  9.07E-35  4.49E-34  1.67E-33  5.87E-33  2.68E-32  6.98E-32
             1.46E-31  2.67E-31  3.18E-31  3.03E-31  2.09E-31  1.30E-31  7.04E-32  2.62E-32  1.12E-32
   536       1.14E-19  8.08E-20  5.14E-20  3.67E-20  2.64E-20  1.77E-20  1.37E-20  1.16E-20  1.21E-20  1.61E-20
             2.38E-20  3.58E-20  4.01E-20  3.71E-20  2.52E-20  1.56E-20  8.40E-21  3.13E-21  1.34E-21
   537       1.52E-18  1.08E-18  6.84E-19  4.88E-19  3.52E-19  2.35E-19  1.82E-19  1.54E-19  1.62E-19  2.16E-19
             3.19E-19  4.80E-19  5.38E-19  4.97E-19  3.37E-19  2.09E-19  1.13E-19  4.19E-20  1.79E-20
   538       7.60E-16  5.37E-16  3.40E-16  2.41E-16  1.72E-16  1.10E-16  7.97E-17  5.80E-17  3.81E-17  2.69E-17
             1.79E-17  9.11E-18  4.87E-18  2.36E-18  8.03E-19  3.29E-19  1.29E-19  3.52E-20  1.29E-20
   539       4.87E-15  3.45E-15  2.18E-15  1.55E-15  1.10E-15  7.07E-16  5.11E-16  3.72E-16  2.45E-16  1.73E-16
             1.15E-16  5.86E-17  3.13E-17  1.52E-17  5.17E-18  2.12E-18  8.28E-19  2.27E-19  8.27E-20
   540       1.91E-14  1.35E-14  8.55E-15  6.06E-15  4.31E-15  2.77E-15  2.00E-15  1.46E-15  9.60E-16  6.78E-16
             4.52E-16  2.30E-16  1.23E-16  5.99E-17  2.04E-17  8.36E-18  3.26E-18  8.93E-19  3.26E-19
   541       1.39E-14  9.84E-15  6.23E-15  4.42E-15  3.15E-15  2.02E-15  1.46E-15  1.07E-15  7.03E-16  4.97E-16
             3.31E-16  1.69E-16  9.07E-17  4.41E-17  1.50E-17  6.15E-18  2.40E-18  6.58E-19  2.40E-19
   542       5.92E-14  4.18E-14  2.65E-14  1.88E-14  1.34E-14  8.60E-15  6.22E-15  4.54E-15  2.99E-15  2.11E-15
             1.41E-15  7.21E-16  3.86E-16  1.88E-16  6.38E-17  2.62E-17  1.02E-17  2.80E-18  1.02E-18
   543       2.64E-14  1.86E-14  1.18E-14  8.37E-15  5.96E-15  3.83E-15  2.77E-15  2.02E-15  1.34E-15  9.46E-16
             6.31E-16  3.23E-16  1.73E-16  8.42E-17  2.86E-17  1.18E-17  4.59E-18  1.26E-18  4.59E-19
   544       1.51E-32  1.07E-32  6.80E-33  4.86E-33  3.51E-33  2.36E-33  1.83E-33  1.52E-33  1.36E-33  1.35E-33
             1.37E-33  1.38E-33  1.32E-33  1.19E-33  9.42E-34  7.21E-34  5.04E-34  2.68E-34  1.47E-34
   545       5.96E-21  4.22E-21  2.69E-21  1.92E-21  1.39E-21  9.32E-22  7.24E-22  6.02E-22  5.37E-22  5.32E-22
             5.42E-22  5.44E-22  5.21E-22  4.72E-22  3.73E-22  2.85E-22  1.99E-22  1.06E-22  5.81E-23
   546       2.25E-13  1.59E-13  1.01E-13  7.16E-14  5.09E-14  3.28E-14  2.37E-14  1.73E-14  1.14E-14  8.11E-15
             5.42E-15  2.77E-15  1.49E-15  7.24E-16  2.46E-16  1.01E-16  3.95E-17  1.08E-17  3.95E-18
   547       2.03E-21  1.44E-21  9.16E-22  6.55E-22  4.73E-22  3.18E-22  2.47E-22  2.05E-22  1.83E-22  1.82E-22
             1.85E-22  1.86E-22  1.78E-22  1.61E-22  1.27E-22  9.73E-23  6.81E-23  3.62E-23  1.98E-23
   548       3.42E-14  2.42E-14  1.53E-14  1.09E-14  7.74E-15  4.98E-15  3.60E-15  2.63E-15  1.74E-15  1.23E-15
             8.25E-16  4.23E-16  2.27E-16  1.10E-16  3.75E-17  1.54E-17  6.02E-18  1.65E-18  6.01E-19
   549       3.06E-14  2.16E-14  1.37E-14  9.72E-15  6.92E-15  4.45E-15  3.23E-15  2.36E-15  1.56E-15  1.11E-15
             7.42E-16  3.81E-16  2.04E-16  9.95E-17  3.39E-17  1.39E-17  5.44E-18  1.49E-18  5.43E-19
   550       3.38E-14  2.39E-14  1.51E-14  1.07E-14  7.65E-15  4.93E-15  3.57E-15  2.61E-15  1.73E-15  1.23E-15
             8.27E-16  4.25E-16  2.28E-16  1.11E-16  3.79E-17  1.55E-17  6.08E-18  1.66E-18  6.07E-19
   551       3.95E-15  2.79E-15  1.77E-15  1.26E-15  8.94E-16  5.76E-16  4.17E-16  3.06E-16  2.03E-16  1.44E-16
             9.67E-17  4.97E-17  2.67E-17  1.30E-17  4.43E-18  1.82E-18  7.11E-19  1.95E-19  7.11E-20
   552       3.28E-14  2.32E-14  1.47E-14  1.04E-14  7.42E-15  4.78E-15  3.47E-15  2.54E-15  1.69E-15  1.21E-15
             8.10E-16  4.17E-16  2.24E-16  1.09E-16  3.73E-17  1.53E-17  5.99E-18  1.64E-18  5.98E-19
   553       1.56E-14  1.10E-14  7.00E-15  4.97E-15  3.54E-15  2.28E-15  1.65E-15  1.21E-15  8.06E-16  5.75E-16
             3.86E-16  1.99E-16  1.07E-16  5.22E-17  1.78E-17  7.30E-18  2.86E-18  7.82E-19  2.85E-19
   554       6.99E-14  4.94E-14  3.13E-14  2.22E-14  1.58E-14  1.02E-14  7.40E-15  5.43E-15  3.61E-15  2.58E-15
             1.73E-15  8.91E-16  4.79E-16  2.34E-16  7.96E-17  3.27E-17  1.28E-17  3.50E-18  1.28E-18
   555       1.15E-13  8.13E-14  5.15E-14  3.65E-14  2.60E-14  1.68E-14  1.22E-14  8.93E-15  5.94E-15  4.24E-15
             2.85E-15  1.47E-15  7.91E-16  3.85E-16  1.31E-16  5.40E-17  2.11E-17  5.78E-18  2.11E-18
   556       1.28E-13  9.02E-14  5.72E-14  4.06E-14  2.89E-14  1.86E-14  1.35E-14  9.92E-15  6.60E-15  4.71E-15
             3.17E-15  1.63E-15  8.79E-16  4.29E-16  1.46E-16  6.00E-17  2.35E-17  6.43E-18  2.35E-18
   557       5.32E-21  3.77E-21  2.40E-21  1.71E-21  1.24E-21  8.31E-22  6.49E-22  5.58E-22  6.03E-22  8.25E-22
             1.24E-21  1.90E-21  2.14E-21  1.98E-21  1.35E-21  8.36E-22  4.52E-22  1.68E-22  7.18E-23
   558       2.36E-15  1.67E-15  1.06E-15  7.52E-16  5.35E-16  3.45E-16  2.51E-16  1.84E-16  1.23E-16  8.80E-17
             5.92E-17  3.06E-17  1.65E-17  8.04E-18  2.74E-18  1.13E-18  4.41E-19  1.21E-19  4.41E-20
   559       2.79E-14  1.97E-14  1.25E-14  8.88E-15  6.33E-15  4.08E-15  2.97E-15  2.18E-15  1.46E-15  1.05E-15
             7.06E-16  3.65E-16  1.97E-16  9.61E-17  3.28E-17  1.35E-17  5.28E-18  1.44E-18  5.28E-19
   560       1.57E-13  1.11E-13  7.05E-14  5.00E-14  3.56E-14  2.30E-14  1.67E-14  1.23E-14  8.28E-15  5.95E-15
             4.03E-15  2.09E-15  1.13E-15  5.51E-16  1.88E-16  7.74E-17  3.03E-17  8.29E-18  3.03E-18
   561       8.47E-23  6.00E-23  3.82E-23  2.73E-23  1.98E-23  1.34E-23  1.05E-23  8.82E-24  8.07E-24  8.19E-24
             8.49E-24  8.68E-24  8.38E-24  7.62E-24  6.04E-24  4.63E-24  3.24E-24  1.73E-24  9.46E-25
   562       1.45E-33  1.02E-33  6.50E-34  4.62E-34  3.30E-34  2.16E-34  1.60E-34  1.21E-34  8.90E-35  7.28E-35
             6.10E-35  4.97E-35  4.28E-35  3.62E-35  2.72E-35  2.04E-35  1.41E-35  7.45E-36  4.07E-36
   563       7.20E-16  5.10E-16  3.24E-16  2.30E-16  1.65E-16  1.08E-16  7.96E-17  6.07E-17  4.46E-17  3.66E-17
             3.08E-17  2.51E-17  2.17E-17  1.83E-17  1.38E-17  1.03E-17  7.15E-18  3.78E-18  2.06E-18
   564       9.33E-20  6.61E-20  4.21E-20  3.00E-20  2.17E-20  1.45E-20  1.11E-20  8.97E-21  7.27E-21  6.19E-21
             4.91E-21  3.00E-21  1.77E-21  9.19E-22  3.31E-22  1.39E-22  5.54E-23  1.54E-23  5.64E-24
   565       1.54E-14  1.09E-14  6.92E-15  4.92E-15  3.51E-15  2.27E-15  1.66E-15  1.23E-15  8.35E-16  6.06E-16
             4.14E-16  2.17E-16  1.17E-16  5.76E-17  1.97E-17  8.12E-18  3.18E-18  8.71E-19  3.18E-19
   566       1.62E-14  1.14E-14  7.27E-15  5.17E-15  3.70E-15  2.42E-15  1.79E-15  1.37E-15  1.01E-15  8.34E-16
             7.04E-16  5.77E-16  4.99E-16  4.23E-16  3.18E-16  2.39E-16  1.65E-16  8.72E-17  4.77E-17
   567       5.51E-14  3.89E-14  2.47E-14  1.75E-14  1.25E-14  8.10E-15  5.92E-15  4.39E-15  2.99E-15  2.17E-15
             1.48E-15  7.76E-16  4.21E-16  2.07E-16  7.07E-17  2.91E-17  1.14E-17  3.13E-18  1.14E-18
   568       8.41E-14  5.95E-14  3.77E-14  2.68E-14  1.91E-14  1.24E-14  9.05E-15  6.72E-15  4.57E-15  3.33E-15
             2.27E-15  1.19E-15  6.46E-16  3.17E-16  1.09E-16  4.47E-17  1.75E-17  4.80E-18  1.76E-18
   569       2.39E-33  1.69E-33  1.07E-33  7.64E-34  5.47E-34  3.58E-34  2.67E-34  2.05E-34  1.53E-34  1.27E-34
             1.08E-34  8.89E-35  7.72E-35  6.55E-35  4.94E-35  3.71E-35  2.57E-35  1.36E-35  7.41E-36
   570       3.38E-34  2.39E-34  1.52E-34  1.08E-34  7.74E-35  5.07E-35  3.78E-35  2.90E-35  2.17E-35  1.80E-35
             1.54E-35  1.27E-35  1.11E-35  9.40E-36  7.09E-36  5.32E-36  3.68E-36  1.95E-36  1.06E-36
   571       9.83E-15  6.96E-15  4.42E-15  3.15E-15  2.25E-15  1.48E-15  1.10E-15  8.51E-16  6.39E-16  5.34E-16
             4.57E-16  3.80E-16  3.31E-16  2.82E-16  2.13E-16  1.60E-16  1.11E-16  5.85E-17  3.20E-17
