SEQ='SI'     NUCCHG=16                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  86978558.0   NPRNTI=10   NPRNTF=12
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
             3.25E-16  1.13E-16  4.68E-17  1.83E-17  4.99E-18  1.82E-18  6.52E-19  1.67E-19  5.91E-20
  1350       1.73E-14  1.22E-14  7.66E-15  5.33E-15  3.66E-15  2.13E-15  1.33E-15  7.73E-16  3.25E-16  1.50E-16
             6.35E-17  1.84E-17  6.86E-18  2.49E-18  6.43E-19  2.29E-19  8.11E-20  2.06E-20  7.27E-21
  1351       2.89E-14  2.04E-14  1.28E-14  8.88E-15  6.09E-15  3.54E-15  2.22E-15  1.29E-15  5.42E-16  2.50E-16
             1.06E-16  3.07E-17  1.14E-17  4.16E-18  1.07E-18  3.81E-19  1.35E-19  3.43E-20  1.21E-20
  1352       4.05E-14  2.85E-14  1.79E-14  1.24E-14  8.53E-15  4.96E-15  3.11E-15  1.80E-15  7.58E-16  3.50E-16
             1.48E-16  4.29E-17  1.60E-17  5.82E-18  1.50E-18  5.34E-19  1.89E-19  4.80E-20  1.70E-20
  1353       5.20E-14  3.67E-14  2.30E-14  1.60E-14  1.10E-14  6.38E-15  3.99E-15  2.32E-15  9.75E-16  4.50E-16
             1.90E-16  5.52E-17  2.06E-17  7.48E-18  1.93E-18  6.86E-19  2.43E-19  6.17E-20  2.18E-20
  1354       6.36E-14  4.48E-14  2.81E-14  1.95E-14  1.34E-14  7.80E-15  4.88E-15  2.83E-15  1.19E-15  5.51E-16
             2.33E-16  6.74E-17  2.51E-17  9.15E-18  2.36E-18  8.38E-19  2.97E-19  7.54E-20  2.67E-20
  1355       7.52E-14  5.30E-14  3.32E-14  2.31E-14  1.58E-14  9.22E-15  5.77E-15  3.35E-15  1.41E-15  6.51E-16
             2.75E-16  7.97E-17  2.97E-17  1.08E-17  2.79E-18  9.91E-19  3.51E-19  8.91E-20  3.15E-20
  1356       2.89E-14  2.04E-14  1.28E-14  8.88E-15  6.09E-15  3.54E-15  2.22E-15  1.29E-15  5.42E-16  2.50E-16
             1.06E-16  3.07E-17  1.14E-17  4.16E-18  1.07E-18  3.81E-19  1.35E-19  3.43E-20  1.21E-20
  1357       4.05E-14  2.85E-14  1.79E-14  1.24E-14  8.53E-15  4.96E-15  3.11E-15  1.80E-15  7.58E-16  3.50E-16
             1.48E-16  4.29E-17  1.60E-17  5.82E-18  1.50E-18  5.34E-19  1.89E-19  4.80E-20  1.70E-20
  1358       5.20E-14  3.67E-14  2.30E-14  1.60E-14  1.10E-14  6.38E-15  3.99E-15  2.32E-15  9.75E-16  4.50E-16
             1.90E-16  5.52E-17  2.06E-17  7.48E-18  1.93E-18  6.86E-19  2.43E-19  6.17E-20  2.18E-20
  1359       6.36E-14  4.48E-14  2.81E-14  1.95E-14  1.34E-14  7.80E-15  4.88E-15  2.83E-15  1.19E-15  5.51E-16
             2.33E-16  6.74E-17  2.51E-17  9.15E-18  2.36E-18  8.38E-19  2.97E-19  7.54E-20  2.67E-20
  1360       7.52E-14  5.30E-14  3.32E-14  2.31E-14  1.58E-14  9.22E-15  5.77E-15  3.35E-15  1.41E-15  6.51E-16
             2.75E-16  7.97E-17  2.97E-17  1.08E-17  2.79E-18  9.91E-19  3.51E-19  8.91E-20  3.15E-20
  1361       8.67E-14  6.11E-14  3.83E-14  2.66E-14  1.83E-14  1.06E-14  6.66E-15  3.86E-15  1.62E-15  7.51E-16
             3.17E-16  9.20E-17  3.43E-17  1.25E-17  3.21E-18  1.14E-18  4.05E-19  1.03E-19  3.64E-20
  1362       2.63E-14  1.85E-14  1.17E-14  8.22E-15  5.75E-15  3.52E-15  2.37E-15  1.53E-15  7.74E-16  4.21E-16
             2.09E-16  7.29E-17  3.02E-17  1.18E-17  3.22E-18  1.17E-18  4.21E-19  1.08E-19  3.82E-20
  1371       6.17E-14  4.35E-14  2.75E-14  1.93E-14  1.35E-14  8.28E-15  5.56E-15  3.59E-15  1.82E-15  9.89E-16
             4.92E-16  1.71E-16  7.10E-17  2.78E-17  7.58E-18  2.76E-18  9.91E-19  2.53E-19  8.99E-20
  1372       1.63E-14  1.15E-14  7.14E-15  4.92E-15  3.31E-15  1.84E-15  1.09E-15  5.87E-16  2.22E-16  9.49E-17
             3.78E-17  1.04E-17  3.79E-18  1.36E-18  3.47E-19  1.23E-19  4.36E-20  1.11E-20  3.91E-21
  1373       2.28E-14  1.60E-14  9.99E-15  6.88E-15  4.64E-15  2.58E-15  1.52E-15  8.22E-16  3.10E-16  1.33E-16
             5.29E-17  1.45E-17  5.30E-18  1.90E-18  4.86E-19  1.73E-19  6.11E-20  1.55E-20  5.47E-21
  1374       2.93E-14  2.06E-14  1.28E-14  8.85E-15  5.96E-15  3.31E-15  1.96E-15  1.06E-15  3.99E-16  1.71E-16
             6.80E-17  1.87E-17  6.81E-18  2.45E-18  6.25E-19  2.22E-19  7.86E-20  1.99E-20  7.04E-21
  1375       3.59E-14  2.52E-14  1.57E-14  1.08E-14  7.29E-15  4.05E-15  2.40E-15  1.29E-15  4.87E-16  2.09E-16
             8.31E-17  2.28E-17  8.33E-18  2.99E-18  7.64E-19  2.71E-19  9.60E-20  2.43E-20  8.60E-21
  1376       4.24E-14  2.98E-14  1.86E-14  1.28E-14  8.61E-15  4.78E-15  2.83E-15  1.53E-15  5.76E-16  2.47E-16
             9.82E-17  2.70E-17  9.84E-18  3.54E-18  9.03E-19  3.20E-19  1.13E-19  2.87E-20  1.02E-20
  1377       4.89E-14  3.44E-14  2.14E-14  1.48E-14  9.93E-15  5.52E-15  3.27E-15  1.76E-15  6.65E-16  2.85E-16
             1.13E-16  3.12E-17  1.14E-17  4.08E-18  1.04E-18  3.70E-19  1.31E-19  3.32E-20  1.17E-20
  1378       2.28E-14  1.60E-14  9.99E-15  6.88E-15  4.64E-15  2.58E-15  1.52E-15  8.22E-16  3.10E-16  1.33E-16
             5.29E-17  1.45E-17  5.30E-18  1.90E-18  4.86E-19  1.73E-19  6.11E-20  1.55E-20  5.47E-21
  1379       2.93E-14  2.06E-14  1.28E-14  8.85E-15  5.96E-15  3.31E-15  1.96E-15  1.06E-15  3.99E-16  1.71E-16
             6.80E-17  1.87E-17  6.81E-18  2.45E-18  6.25E-19  2.22E-19  7.86E-20  1.99E-20  7.04E-21
  1380       3.59E-14  2.52E-14  1.57E-14  1.08E-14  7.29E-15  4.05E-15  2.40E-15  1.29E-15  4.87E-16  2.09E-16
             8.31E-17  2.28E-17  8.33E-18  2.99E-18  7.64E-19  2.71E-19  9.60E-20  2.43E-20  8.60E-21
  1381       4.24E-14  2.98E-14  1.86E-14  1.28E-14  8.61E-15  4.78E-15  2.83E-15  1.53E-15  5.76E-16  2.47E-16
             9.82E-17  2.70E-17  9.84E-18  3.54E-18  9.03E-19  3.20E-19  1.13E-19  2.87E-20  1.02E-20
  1382       4.89E-14  3.44E-14  2.14E-14  1.48E-14  9.93E-15  5.52E-15  3.27E-15  1.76E-15  6.65E-16  2.85E-16
             1.13E-16  3.12E-17  1.14E-17  4.08E-18  1.04E-18  3.70E-19  1.31E-19  3.32E-20  1.17E-20
  1383       5.54E-14  3.90E-14  2.43E-14  1.67E-14  1.13E-14  6.25E-15  3.70E-15  2.00E-15  7.53E-16  3.23E-16
             1.28E-16  3.53E-17  1.29E-17  4.62E-18  1.18E-18  4.19E-19  1.48E-19  3.76E-20  1.33E-20
  1392       6.88E-15  4.82E-15  2.98E-15  2.03E-15  1.33E-15  7.01E-16  3.91E-16  1.97E-16  6.77E-17  2.75E-17
             1.05E-17  2.80E-18  1.01E-18  3.61E-19  9.17E-20  3.25E-20  1.15E-20  2.91E-21  1.03E-21
  1393       8.85E-15  6.20E-15  3.83E-15  2.60E-15  1.71E-15  9.02E-16  5.03E-16  2.53E-16  8.71E-17  3.53E-17
             1.35E-17  3.60E-18  1.30E-18  4.64E-19  1.18E-19  4.18E-20  1.48E-20  3.74E-21  1.32E-21
  1394       1.08E-14  7.58E-15  4.68E-15  3.18E-15  2.09E-15  1.10E-15  6.15E-16  3.09E-16  1.06E-16  4.31E-17
             1.65E-17  4.41E-18  1.59E-18  5.67E-19  1.44E-19  5.11E-20  1.81E-20  4.57E-21  1.62E-21
  1395       1.28E-14  8.96E-15  5.53E-15  3.76E-15  2.47E-15  1.30E-15  7.26E-16  3.65E-16  1.26E-16  5.10E-17
             1.95E-17  5.21E-18  1.88E-18  6.70E-19  1.70E-19  6.04E-20  2.14E-20  5.41E-21  1.91E-21
  1396       1.47E-14  1.03E-14  6.38E-15  4.34E-15  2.86E-15  1.50E-15  8.38E-16  4.21E-16  1.45E-16  5.88E-17
             2.25E-17  6.01E-18  2.16E-18  7.73E-19  1.97E-19  6.96E-20  2.46E-20  6.24E-21  2.21E-21
  1397       1.67E-14  1.17E-14  7.23E-15  4.92E-15  3.24E-15  1.70E-15  9.50E-16  4.77E-16  1.64E-16  6.67E-17
             2.55E-17  6.81E-18  2.45E-18  8.76E-19  2.23E-19  7.89E-20  2.79E-20  7.07E-21  2.50E-21
  1398       8.85E-15  6.20E-15  3.83E-15  2.60E-15  1.71E-15  9.02E-16  5.03E-16  2.53E-16  8.71E-17  3.53E-17
             1.35E-17  3.60E-18  1.30E-18  4.64E-19  1.18E-19  4.18E-20  1.48E-20  3.74E-21  1.32E-21
  1399       1.08E-14  7.58E-15  4.68E-15  3.18E-15  2.09E-15  1.10E-15  6.15E-16  3.09E-16  1.06E-16  4.31E-17
             1.65E-17  4.41E-18  1.59E-18  5.67E-19  1.44E-19  5.11E-20  1.81E-20  4.57E-21  1.62E-21
  1400       1.28E-14  8.96E-15  5.53E-15  3.76E-15  2.47E-15  1.30E-15  7.26E-16  3.65E-16  1.26E-16  5.10E-17
             1.95E-17  5.21E-18  1.88E-18  6.70E-19  1.70E-19  6.04E-20  2.14E-20  5.41E-21  1.91E-21
  1401       1.47E-14  1.03E-14  6.38E-15  4.34E-15  2.86E-15  1.50E-15  8.38E-16  4.21E-16  1.45E-16  5.88E-17
             2.25E-17  6.01E-18  2.16E-18  7.73E-19  1.97E-19  6.96E-20  2.46E-20  6.24E-21  2.21E-21
  1402       1.67E-14  1.17E-14  7.23E-15  4.92E-15  3.24E-15  1.70E-15  9.50E-16  4.77E-16  1.64E-16  6.67E-17
             2.55E-17  6.81E-18  2.45E-18  8.76E-19  2.23E-19  7.89E-20  2.79E-20  7.07E-21  2.50E-21
  1403       1.87E-14  1.31E-14  8.08E-15  5.50E-15  3.62E-15  1.90E-15  1.06E-15  5.34E-16  1.84E-16  7.45E-17
             2.85E-17  7.61E-18  2.74E-18  9.79E-19  2.49E-19  8.82E-20  3.12E-20  7.90E-21  2.79E-21
  1404       1.93E-14  1.36E-14  8.60E-15  6.05E-15  4.23E-15  2.60E-15  1.75E-15  1.13E-15  5.76E-16  3.14E-16
             1.56E-16  5.46E-17  2.26E-17  8.86E-18  2.42E-18  8.80E-19  3.16E-19  8.08E-20  2.87E-20
  1405       2.06E-14  1.46E-14  9.19E-15  6.47E-15  4.53E-15  2.78E-15  1.87E-15  1.21E-15  6.15E-16  3.36E-16
             1.67E-16  5.84E-17  2.42E-17  9.48E-18  2.59E-18  9.42E-19  3.38E-19  8.65E-20  3.07E-20
  1406       8.66E-15  6.11E-15  3.85E-15  2.71E-15  1.90E-15  1.17E-15  7.85E-16  5.07E-16  2.58E-16  1.41E-16
             7.02E-17  2.45E-17  1.02E-17  3.98E-18  1.09E-18  3.95E-19  1.42E-19  3.63E-20  1.29E-20
  1407       6.07E-16  4.28E-16  2.69E-16  1.88E-16  1.30E-16  7.76E-17  5.09E-17  3.23E-17  1.75E-17  1.20E-17
             9.73E-18  9.04E-18  8.45E-18  7.05E-18  4.45E-18  2.67E-18  1.41E-18  5.18E-19  2.20E-19
  1408       4.32E-15  3.05E-15  1.91E-15  1.34E-15  9.25E-16  5.53E-16  3.62E-16  2.30E-16  1.25E-16  8.54E-17
             6.93E-17  6.44E-17  6.02E-17  5.02E-17  3.17E-17  1.90E-17  1.01E-17  3.69E-18  1.56E-18
  1409       1.40E-14  9.88E-15  6.20E-15  4.33E-15  3.00E-15  1.79E-15  1.17E-15  7.46E-16  4.05E-16  2.77E-16
             2.25E-16  2.09E-16  1.95E-16  1.63E-16  1.03E-16  6.17E-17  3.27E-17  1.20E-17  5.08E-18
  1410       2.65E-17  1.87E-17  1.17E-17  8.20E-18  5.67E-18  3.39E-18  2.23E-18  1.42E-18  7.71E-19  5.29E-19
             4.31E-19  4.01E-19  3.75E-19  3.13E-19  1.98E-19  1.19E-19  6.28E-20  2.30E-20  9.77E-21
  1411       1.59E-14  1.12E-14  7.08E-15  4.98E-15  3.49E-15  2.15E-15  1.45E-15  9.38E-16  4.79E-16  2.62E-16
             1.31E-16  4.58E-17  1.90E-17  7.44E-18  2.03E-18  7.40E-19  2.66E-19  6.79E-20  2.41E-20
  1412       6.66E-15  4.70E-15  2.95E-15  2.06E-15  1.43E-15  8.54E-16  5.60E-16  3.57E-16  1.94E-16  1.33E-16
             1.09E-16  1.01E-16  9.47E-17  7.90E-17  4.99E-17  2.99E-17  1.58E-17  5.81E-18  2.46E-18
  1413       1.90E-14  1.34E-14  8.41E-15  5.88E-15  4.07E-15  2.43E-15  1.60E-15  1.02E-15  5.54E-16  3.81E-16
             3.10E-16  2.89E-16  2.70E-16  2.26E-16  1.43E-16  8.55E-17  4.53E-17  1.66E-17  7.04E-18
  1414       7.21E-15  5.09E-15  3.19E-15  2.23E-15  1.55E-15  9.25E-16  6.07E-16  3.87E-16  2.11E-16  1.45E-16
             1.18E-16  1.10E-16  1.03E-16  8.58E-17  5.42E-17  3.25E-17  1.72E-17  6.31E-18  2.68E-18
  1415       8.95E-15  6.31E-15  3.96E-15  2.77E-15  1.92E-15  1.15E-15  7.57E-16  4.83E-16  2.64E-16  1.82E-16
             1.49E-16  1.40E-16  1.31E-16  1.09E-16  6.90E-17  4.14E-17  2.19E-17  8.04E-18  3.41E-18
  1416       8.08E-30  5.67E-30  3.52E-30  2.42E-30  1.61E-30  8.69E-31  4.89E-31  2.41E-31  1.07E-31  1.37E-31
             2.31E-31  3.52E-31  3.82E-31  3.41E-31  2.24E-31  1.36E-31  7.22E-32  2.65E-32  1.12E-32
  1417       1.51E-15  1.07E-15  6.71E-16  4.69E-16  3.25E-16  1.95E-16  1.28E-16  8.19E-17  4.49E-17  3.10E-17
             2.54E-17  2.38E-17  2.23E-17  1.86E-17  1.18E-17  7.07E-18  3.74E-18  1.37E-18  5.82E-19
  1418       9.27E-15  6.54E-15  4.11E-15  2.87E-15  1.99E-15  1.19E-15  7.86E-16  5.02E-16  2.75E-16  1.90E-16
             1.56E-16  1.46E-16  1.37E-16  1.14E-16  7.23E-17  4.34E-17  2.30E-17  8.42E-18  3.57E-18
  1419       6.03E-18  4.28E-18  2.76E-18  2.01E-18  1.51E-18  1.12E-18  1.00E-18  9.98E-19  1.07E-18  1.07E-18
             9.36E-19  6.11E-19  3.68E-19  1.94E-19  7.03E-20  2.97E-20  1.19E-20  3.29E-21  1.21E-21
  1420       3.90E-15  2.75E-15  1.73E-15  1.21E-15  8.40E-16  5.04E-16  3.33E-16  2.13E-16  1.17E-16  8.14E-17
             6.70E-17  6.30E-17  5.91E-17  4.95E-17  3.13E-17  1.88E-17  9.93E-18  3.64E-18  1.54E-18
  1421       3.60E-46  2.56E-46  1.65E-46  1.21E-46  9.19E-47  7.07E-47  6.64E-47  7.20E-47  9.22E-47  1.12E-46
             1.28E-46  1.38E-46  1.35E-46  1.23E-46  9.79E-47  7.51E-47  5.26E-47  2.80E-47  1.53E-47
  1422       2.42E-15  1.72E-15  1.09E-15  7.79E-16  5.61E-16  3.72E-16  2.80E-16  2.15E-16  1.52E-16  1.13E-16
             7.81E-17  4.12E-17  2.24E-17  1.10E-17  3.78E-18  1.56E-18  6.11E-19  1.67E-19  6.12E-20
  1423       8.07E-15  5.72E-15  3.64E-15  2.60E-15  1.87E-15  1.24E-15  9.32E-16  7.16E-16  5.08E-16  3.77E-16
             2.60E-16  1.37E-16  7.48E-17  3.68E-17  1.26E-17  5.20E-18  2.04E-18  5.58E-19  2.04E-19
  1424       2.54E-14  1.80E-14  1.14E-14  8.17E-15  5.88E-15  3.90E-15  2.93E-15  2.25E-15  1.60E-15  1.19E-15
             8.21E-16  4.33E-16  2.36E-16  1.16E-16  3.98E-17  1.64E-17  6.42E-18  1.76E-18  6.43E-19
  1425       2.66E-46  1.90E-46  1.23E-46  9.02E-47  6.87E-47  5.38E-47  5.17E-47  5.77E-47  7.67E-47  9.47E-47
             1.10E-46  1.20E-46  1.18E-46  1.08E-46  8.59E-47  6.59E-47  4.62E-47  2.46E-47  1.35E-47
  1426       2.65E-15  1.88E-15  1.20E-15  8.54E-16  6.15E-16  4.08E-16  3.07E-16  2.36E-16  1.68E-16  1.25E-16
             8.62E-17  4.55E-17  2.48E-17  1.22E-17  4.18E-18  1.72E-18  6.75E-19  1.85E-19  6.77E-20
  1427       8.14E-15  5.77E-15  3.67E-15  2.62E-15  1.89E-15  1.25E-15  9.41E-16  7.24E-16  5.14E-16  3.82E-16
             2.64E-16  1.40E-16  7.60E-17  3.74E-17  1.28E-17  5.29E-18  2.07E-18  5.68E-19  2.08E-19
  1428       1.62E-14  1.15E-14  7.31E-15  5.22E-15  3.76E-15  2.49E-15  1.88E-15  1.44E-15  1.03E-15  7.63E-16
             5.28E-16  2.79E-16  1.52E-16  7.46E-17  2.56E-17  1.05E-17  4.13E-18  1.13E-18  4.14E-19
  1429       1.65E-14  1.17E-14  7.42E-15  5.30E-15  3.81E-15  2.53E-15  1.90E-15  1.47E-15  1.04E-15  7.75E-16
             5.36E-16  2.83E-16  1.54E-16  7.59E-17  2.60E-17  1.07E-17  4.21E-18  1.15E-18  4.21E-19
  1430       3.82E-15  2.71E-15  1.72E-15  1.23E-15  8.87E-16  5.89E-16  4.44E-16  3.42E-16  2.43E-16  1.81E-16
             1.26E-16  6.64E-17  3.62E-17  1.78E-17  6.10E-18  2.52E-18  9.86E-19  2.70E-19  9.88E-20
  1431       1.38E-14  9.77E-15  6.22E-15  4.44E-15  3.20E-15  2.12E-15  1.60E-15  1.23E-15  8.79E-16  6.55E-16
             4.53E-16  2.40E-16  1.31E-16  6.42E-17  2.21E-17  9.09E-18  3.56E-18  9.77E-19  3.57E-19
  1432       3.45E-14  2.44E-14  1.55E-14  1.11E-14  8.00E-15  5.31E-15  4.00E-15  3.09E-15  2.20E-15  1.64E-15
             1.14E-15  6.00E-16  3.27E-16  1.61E-16  5.52E-17  2.28E-17  8.92E-18  2.45E-18  8.94E-19
  1433       8.72E-15  6.18E-15  3.93E-15  2.81E-15  2.03E-15  1.35E-15  1.02E-15  7.88E-16  5.65E-16  4.22E-16
             2.93E-16  1.55E-16  8.47E-17  4.17E-17  1.43E-17  5.90E-18  2.31E-18  6.34E-19  2.32E-19
  1434       1.13E-15  8.02E-16  5.11E-16  3.65E-16  2.63E-16  1.75E-16  1.33E-16  1.03E-16  7.38E-17  5.52E-17
             3.84E-17  2.04E-17  1.11E-17  5.47E-18  1.88E-18  7.75E-19  3.04E-19  8.33E-20  3.04E-20
  1435       3.53E-15  2.50E-15  1.59E-15  1.14E-15  8.20E-16  5.47E-16  4.13E-16  3.20E-16  2.30E-16  1.72E-16
             1.20E-16  6.34E-17  3.46E-17  1.70E-17  5.85E-18  2.41E-18  9.46E-19  2.59E-19  9.48E-20
  1436       1.16E-14  8.19E-15  5.22E-15  3.73E-15  2.69E-15  1.79E-15  1.36E-15  1.05E-15  7.54E-16  5.65E-16
             3.92E-16  2.08E-16  1.14E-16  5.59E-17  1.92E-17  7.92E-18  3.10E-18  8.51E-19  3.11E-19
  1437       1.71E-14  1.21E-14  7.72E-15  5.52E-15  3.98E-15  2.65E-15  2.01E-15  1.56E-15  1.12E-15  8.38E-16
             5.83E-16  3.09E-16  1.69E-16  8.30E-17  2.85E-17  1.18E-17  4.61E-18  1.26E-18  4.62E-19
  1438       4.71E-15  3.34E-15  2.13E-15  1.52E-15  1.10E-15  7.31E-16  5.54E-16  4.29E-16  3.09E-16  2.31E-16
             1.61E-16  8.54E-17  4.66E-17  2.29E-17  7.88E-18  3.25E-18  1.27E-18  3.49E-19  1.28E-19
  1439       7.21E-15  5.11E-15  3.25E-15  2.33E-15  1.68E-15  1.12E-15  8.48E-16  6.58E-16  4.74E-16  3.55E-16
             2.47E-16  1.31E-16  7.16E-17  3.53E-17  1.21E-17  5.00E-18  1.96E-18  5.37E-19  1.96E-19
  1440       1.76E-15  1.25E-15  7.97E-16  5.70E-16  4.12E-16  2.76E-16  2.10E-16  1.64E-16  1.19E-16  9.00E-17
             6.29E-17  3.36E-17  1.83E-17  9.05E-18  3.11E-18  1.28E-18  5.03E-19  1.38E-19  5.05E-20
  1441       8.02E-15  5.66E-15  3.57E-15  2.51E-15  1.75E-15  1.07E-15  7.13E-16  4.56E-16  2.29E-16  1.24E-16
             6.12E-17  2.12E-17  8.76E-18  3.42E-18  9.32E-19  3.39E-19  1.22E-19  3.11E-20  1.10E-20
  1442       2.11E-14  1.49E-14  9.38E-15  6.59E-15  4.60E-15  2.81E-15  1.88E-15  1.20E-15  6.03E-16  3.26E-16
             1.61E-16  5.58E-17  2.31E-17  9.01E-18  2.45E-18  8.93E-19  3.21E-19  8.19E-20  2.91E-20
  1443       6.53E-14  4.61E-14  2.91E-14  2.04E-14  1.43E-14  8.70E-15  5.81E-15  3.72E-15  1.87E-15  1.01E-15
             5.00E-16  1.73E-16  7.15E-17  2.79E-17  7.61E-18  2.77E-18  9.95E-19  2.54E-19  9.02E-20
  1444       1.26E-14  8.89E-15  5.60E-15  3.94E-15  2.75E-15  1.68E-15  1.12E-15  7.18E-16  3.61E-16  1.95E-16
             9.66E-17  3.35E-17  1.38E-17  5.40E-18  1.47E-18  5.36E-19  1.92E-19  4.92E-20  1.74E-20
  1445       2.77E-14  1.95E-14  1.23E-14  8.64E-15  6.04E-15  3.68E-15  2.46E-15  1.58E-15  7.94E-16  4.29E-16
             2.12E-16  7.36E-17  3.04E-17  1.19E-17  3.24E-18  1.18E-18  4.23E-19  1.08E-19  3.83E-20
  1446       4.33E-14  3.06E-14  1.93E-14  1.35E-14  9.45E-15  5.77E-15  3.86E-15  2.47E-15  1.24E-15  6.72E-16
             3.32E-16  1.15E-16  4.76E-17  1.86E-17  5.07E-18  1.84E-18  6.62E-19  1.69E-19  6.00E-20
  1447       4.89E-14  3.45E-14  2.18E-14  1.53E-14  1.07E-14  6.52E-15  4.36E-15  2.79E-15  1.41E-15  7.60E-16
             3.76E-16  1.30E-16  5.39E-17  2.11E-17  5.74E-18  2.09E-18  7.50E-19  1.92E-19  6.80E-20
  1448       1.02E-14  7.21E-15  4.55E-15  3.20E-15  2.23E-15  1.37E-15  9.15E-16  5.87E-16  2.96E-16  1.60E-16
             7.95E-17  2.76E-17  1.14E-17  4.46E-18  1.22E-18  4.43E-19  1.59E-19  4.06E-20  1.44E-20
  1449       3.67E-14  2.59E-14  1.63E-14  1.15E-14  8.02E-15  4.90E-15  3.28E-15  2.11E-15  1.06E-15  5.76E-16
             2.86E-16  9.92E-17  4.10E-17  1.60E-17  4.37E-18  1.59E-18  5.71E-19  1.46E-19  5.18E-20
  1450       8.70E-14  6.15E-14  3.87E-14  2.72E-14  1.90E-14  1.16E-14  7.80E-15  5.01E-15  2.53E-15  1.37E-15
             6.79E-16  2.36E-16  9.75E-17  3.81E-17  1.04E-17  3.78E-18  1.36E-18  3.47E-19  1.23E-19
  1451       2.75E-14  1.94E-14  1.22E-14  8.61E-15  6.02E-15  3.68E-15  2.47E-15  1.58E-15  8.00E-16  4.33E-16
             2.15E-16  7.46E-17  3.08E-17  1.21E-17  3.29E-18  1.20E-18  4.29E-19  1.10E-19  3.89E-20
  1452       1.11E-14  7.87E-15  4.96E-15  3.49E-15  2.44E-15  1.49E-15  1.00E-15  6.45E-16  3.26E-16  1.77E-16
             8.78E-17  3.06E-17  1.26E-17  4.94E-18  1.35E-18  4.90E-19  1.76E-19  4.50E-20  1.60E-20
  1453       1.92E-14  1.35E-14  8.54E-15  6.00E-15  4.20E-15  2.57E-15  1.73E-15  1.11E-15  5.62E-16  3.05E-16
             1.51E-16  5.26E-17  2.18E-17  8.51E-18  2.32E-18  8.44E-19  3.03E-19  7.75E-20  2.75E-20
  1454       3.10E-14  2.19E-14  1.38E-14  9.70E-15  6.78E-15  4.15E-15  2.79E-15  1.79E-15  9.07E-16  4.92E-16
             2.44E-16  8.50E-17  3.51E-17  1.37E-17  3.75E-18  1.36E-18  4.90E-19  1.25E-19  4.44E-20
  1463       1.42E-14  1.00E-14  6.28E-15  4.37E-15  3.00E-15  1.74E-15  1.09E-15  6.32E-16  2.65E-16  1.23E-16
             5.18E-17  1.50E-17  5.59E-18  2.03E-18  5.24E-19  1.86E-19  6.61E-20  1.67E-20  5.93E-21
  1464       2.37E-14  1.67E-14  1.05E-14  7.28E-15  5.00E-15  2.90E-15  1.82E-15  1.05E-15  4.42E-16  2.04E-16
             8.63E-17  2.50E-17  9.31E-18  3.39E-18  8.73E-19  3.11E-19  1.10E-19  2.79E-20  9.88E-21
  1465       3.32E-14  2.34E-14  1.46E-14  1.02E-14  6.99E-15  4.06E-15  2.54E-15  1.47E-15  6.19E-16  2.86E-16
             1.21E-16  3.50E-17  1.30E-17  4.74E-18  1.22E-18  4.35E-19  1.54E-19  3.91E-20  1.38E-20
  1466       4.27E-14  3.01E-14  1.88E-14  1.31E-14  8.99E-15  5.23E-15  3.27E-15  1.90E-15  7.96E-16  3.68E-16
             1.55E-16  4.50E-17  1.68E-17  6.10E-18  1.57E-18  5.59E-19  1.98E-19  5.02E-20  1.78E-20
  1467       5.22E-14  3.68E-14  2.30E-14  1.60E-14  1.10E-14  6.39E-15  4.00E-15  2.32E-15  9.73E-16  4.49E-16
             1.90E-16  5.50E-17  2.05E-17  7.46E-18  1.92E-18  6.83E-19  2.42E-19  6.14E-20  2.17E-20
  1468       6.16E-14  4.34E-14  2.72E-14  1.89E-14  1.30E-14  7.55E-15  4.72E-15  2.74E-15  1.15E-15  5.31E-16
             2.24E-16  6.50E-17  2.42E-17  8.81E-18  2.27E-18  8.07E-19  2.86E-19  7.26E-20  2.57E-20
  1469       2.37E-14  1.67E-14  1.05E-14  7.28E-15  5.00E-15  2.90E-15  1.82E-15  1.05E-15  4.42E-16  2.04E-16
             8.63E-17  2.50E-17  9.31E-18  3.39E-18  8.73E-19  3.11E-19  1.10E-19  2.79E-20  9.88E-21
  1470       3.32E-14  2.34E-14  1.46E-14  1.02E-14  6.99E-15  4.06E-15  2.54E-15  1.47E-15  6.19E-16  2.86E-16
             1.21E-16  3.50E-17  1.30E-17  4.74E-18  1.22E-18  4.35E-19  1.54E-19  3.91E-20  1.38E-20
  1471       4.27E-14  3.01E-14  1.88E-14  1.31E-14  8.99E-15  5.23E-15  3.27E-15  1.90E-15  7.96E-16  3.68E-16
             1.55E-16  4.50E-17  1.68E-17  6.10E-18  1.57E-18  5.59E-19  1.98E-19  5.02E-20  1.78E-20
  1472       5.22E-14  3.68E-14  2.30E-14  1.60E-14  1.10E-14  6.39E-15  4.00E-15  2.32E-15  9.73E-16  4.49E-16
             1.90E-16  5.50E-17  2.05E-17  7.46E-18  1.92E-18  6.83E-19  2.42E-19  6.14E-20  2.17E-20
  1473       6.16E-14  4.34E-14  2.72E-14  1.89E-14  1.30E-14  7.55E-15  4.72E-15  2.74E-15  1.15E-15  5.31E-16
             2.24E-16  6.50E-17  2.42E-17  8.81E-18  2.27E-18  8.07E-19  2.86E-19  7.26E-20  2.57E-20
