SEQ='SI'     NUCCHG=18                                                  /LS/

   PARENT TERM INDEXING                 BWNP= 114331065.6   NPRNTI= 5   NPRNTF=21
   --------------------
   INDP         CODE                 S L   WI        WNP
   886     5    3S1 3P2 8P1         (1)2( 2.0)   751434.7*
   887     6    3S2 3D1 6P1         (1)2( 2.0)   751463.9*
   888     6    3S2 3D1 6P1         (3)2( 7.0)   751716.5*
   889     5    3S1 3P2 8P1         (1)1( 1.0)   751881.1*
   890     6    3S2 3D1 6P1         (3)3(10.0)   752122.7*
   891     6    3S2 3D1 6P1         (3)1( 4.0)   752868.8*
   892     6    3S2 3D1 6P1         (1)3( 3.0)   753218.3*
   893     6    3S2 3D1 6P1         (1)1( 1.0)   753884.3*
   894     5    3S1 3P2 8D1         (1)1( 1.0)   756339.3*
   895     5    3S1 3P2 8D1         (3)1( 4.0)   756407.0*
   896     5    3S1 3P2 8D1         (3)3(10.0)   756460.5*
   897     5    3S1 3P2 8D1         (1)3( 3.0)   756650.6*
   898     5    3S1 3P2 8D1         (3)2( 7.0)   756767.1*
   899     5    3S1 3P2 8D1         (1)2( 2.0)   757094.9*
   900     5    3S1 3P2 8F1         (3)4(13.0)   759068.5*
   901     5    3S1 3P2 8F1         (1)2( 2.0)   759161.7*
   902     5    3S1 3P2 8F1         (3)2( 7.0)   759223.2*
   903     5    3S1 3P2 8F1         (3)3(10.0)   759430.4*
   904     5    3S1 3P2 8F1         (1)4( 4.0)   759539.5*
   905     5    3S1 3P2 8G1         (1)5( 5.0)   760007.9*
   906     5    3S1 3P2 8G1         (3)5(16.0)   760007.9*
   907     5    3S1 3P2 8G1         (1)4( 4.0)   760007.9*
   908     5    3S1 3P2 8G1         (3)4(13.0)   760007.9*
   909     5    3S1 3P2 8G1         (1)3( 3.0)   760007.9*
   910     5    3S1 3P2 8G1         (3)3(10.0)   760007.9*
   911     5    3S1 3P2 8H1         (1)6( 6.0)   760107.8*
   912     5    3S1 3P2 8H1         (1)5( 5.0)   760107.8*
   913     5    3S1 3P2 8H1         (3)5(16.0)   760107.8*
   914     5    3S1 3P2 8H1         (1)4( 4.0)   760107.8*
   915     5    3S1 3P2 8H1         (3)4(13.0)   760107.8*
   916     5    3S1 3P2 8H1         (3)6(19.0)   760107.8*
   917     5    3S1 3P2 8F1         (1)3( 3.0)   760140.2*
   918     5    3S1 3P2 8I1         (1)7( 7.0)   760152.4*
   919     5    3S1 3P2 8I1         (3)7(22.0)   760152.4*
   920     5    3S1 3P2 8I1         (1)6( 6.0)   760152.4*
   921     5    3S1 3P2 8I1         (3)6(19.0)   760152.4*
   922     5    3S1 3P2 8I1         (1)5( 5.0)   760152.4*
   923     5    3S1 3P2 8I1         (3)5(16.0)   760152.4*
   924     5    3S1 3P2 8J1         (1)8( 8.0)   760175.1*
   925     5    3S1 3P2 8J1         (3)8(25.0)   760175.1*
   926     5    3S1 3P2 8J1         (1)7( 7.0)   760175.1*
   927     5    3S1 3P2 8J1         (3)7(22.0)   760175.1*
   928     5    3S1 3P2 8J1         (1)6( 6.0)   760175.1*
   929     5    3S1 3P2 8J1         (3)6(19.0)   760175.1*
   930     6    3S2 3D1 6D1         (1)3( 3.0)   764389.4*
   931     6    3S2 3D1 6D1         (3)2( 7.0)   764716.4*
   932     6    3S2 3D1 6D1         (1)1( 1.0)   765148.7*
   933     6    3S2 3D1 6D1         (3)3(10.0)   766837.0*
   934     6    3S2 3D1 6D1         (1)2( 2.0)   767832.7*
   935     6    3S2 3D1 6D1         (3)1( 4.0)   768074.1*
   936     6    3S2 3D1 6F1         (1)4( 4.0)   771518.2*
   937     6    3S2 3D1 6F1         (3)3(10.0)   771938.1*
   938     6    3S2 3D1 6F1         (1)2( 2.0)   772621.2*
   939     6    3S2 3D1 6F1         (3)4(13.0)   773110.7*
   940     6    3S2 3D1 6F1         (3)2( 7.0)   773425.7*
   941     6    3S2 3D1 6F1         (1)3( 3.0)   773683.6*
   942    21    3P2 3D1 4S1         (3)1( 4.0)   776442.5*
   943     6    3S2 3D1 7P1         (1)2( 2.0)   780750.3*
   944     6    3S2 3D1 7P1         (3)2( 7.0)   780891.1*
   945     6    3S2 3D1 7P1         (3)1( 4.0)   781554.2*
   946    21    3P2 3D1 4S1         (1)1( 1.0)   781892.1*
   947     6    3S2 3D1 7P1         (1)1( 1.0)   782129.0*
   948     6    3S2 3D1 7D1         (1)3( 3.0)   788525.4*
   949     6    3S2 3D1 7D1         (3)2( 7.0)   788721.6*
   950     6    3S2 3D1 7D1         (1)1( 1.0)   788976.8*
   951     6    3S2 3D1 7D1         (3)3(10.0)   789898.9*
   952     6    3S2 3D1 7D1         (1)2( 2.0)   790487.0*
   953     6    3S2 3D1 7D1         (3)1( 4.0)   790628.8*
   954     6    3S2 3D1 7F1         (1)4( 4.0)   792815.2*
   955     6    3S2 3D1 7F1         (3)3(10.0)   793068.8*
   956     6    3S2 3D1 7F1         (1)2( 2.0)   793485.1*
   957     6    3S2 3D1 7F1         (3)4(13.0)   793789.4*
   958     6    3S2 3D1 7F1         (3)2( 7.0)   793978.1*
   959     6    3S2 3D1 7F1         (1)3( 3.0)   794142.5*
   960     6    3S2 3D1 8P1         (1)2( 2.0)   798722.9*
   961     6    3S2 3D1 8P1         (3)2( 7.0)   798809.9*
   962     6    3S2 3D1 8P1         (3)1( 4.0)   799226.3*
   963     6    3S2 3D1 8P1         (1)1( 1.0)   799585.1*

   NL-SHELL INDEXING                     NLREP= 55
   -----------------
   ILREP   N   L
   -----   -   -
     1     1   0
     2     2   0
     3     2   1
     4     3   0
     5     3   1
     6     3   2
     7     4   0
     8     4   1
     9     4   2
    10     4   3
    11     5   0
    12     5   1
    13     5   2
    14     5   3
    15     5   4
    16     6   0
    17     6   1
    18     6   2
    19     6   3
    20     6   4
    21     6   5
    22     7   0
    23     7   1
    24     7   2
    25     7   3
    26     7   4
    27     7   5
    28     7   6
    29     8   0
    30     8   1
    31     8   2
    32     8   3
    33     8   4
    34     8   5
    35     8   6
    36     8   7
    37     9   0
    38     9   1
    39     9   2
    40     9   3
    41     9   4
    42     9   5
    43     9   6
    44     9   7
    45     9   8
    46    10   0
    47    10   1
    48    10   2
    49    10   3
    50    10   4
    51    10   5
    52    10   6
    53    10   7
    54    10   8
    55    10   9

   N-SHELL INDEXING                                     NREP= 74
   ----------------
   INREP   N
   -----   -
     1     1
     2     2
     3     3
     4     4
     5     5
     6     6
     7     7
     8     8
     9     9
    10    10
    11    11
    12    12
    13    13
    14    14
    15    15
    16    16
    17    17
    18    18
    19    19
    20    20
    21    21
    22    22
    23    23
    24    24
    25    25
    26    26
    27    27
    28    28
    29    29
    30    30
    31    31
    32    32
    33    33
    34    34
    35    35
    36    36
    37    37
    38    38
    39    39
    40    40
    41    41
    42    42
    43    43
    44    44
    45    45
    46    46
    47    47
    48    48
    49    49
    50    50
    51    51
    52    52
    53    53
    54    54
    55    55
    56    56
    57    60
    58    66
    59    72
    60    80
    61    88
    62   100
    63   115
    64   140
    65   162
    66   200
    67   235
    68   300
    69   353
    70   450
    71   535
    72   700
    73   811
    74   999



 --------------------------------
 PRTI= 1  TRMPRT= (2P)  SPNPRT= 2

   INDX TE=  2.50E+02  5.00E+02  1.25E+03  2.50E+03  5.00E+03  1.25E+04  2.50E+04  5.00E+04  1.25E+05  2.50E+05
   ---- ---  5.00E+05  1.25E+06  2.50E+06  5.00E+06  1.25E+07  2.50E+07  5.00E+07  1.25E+08  2.50E+08
     1       5.97E-12  4.23E-12  2.67E-12  1.89E-12  1.34E-12  8.54E-13  6.10E-13  4.40E-13  2.89E-13  2.11E-13
             1.50E-13  8.91E-14  5.50E-14  3.14E-14  1.34E-14  6.55E-15  2.98E-15  9.50E-16  3.76E-16
     2       3.07E-12  2.17E-12  1.37E-12  9.73E-13  6.90E-13  4.39E-13  3.14E-13  2.27E-13  1.50E-13  1.10E-13
             7.92E-14  4.74E-14  2.95E-14  1.70E-14  7.32E-15  3.58E-15  1.63E-15  5.22E-16  2.07E-16
     3       5.62E-13  3.98E-13  2.52E-13  1.78E-13  1.26E-13  8.05E-14  5.77E-14  4.17E-14  2.77E-14  2.05E-14
             1.50E-14  9.10E-15  5.73E-15  3.32E-15  1.45E-15  7.11E-16  3.25E-16  1.04E-16  4.14E-17
     5       9.90E-13  7.00E-13  4.42E-13  3.12E-13  2.20E-13  1.39E-13  9.69E-14  6.70E-14  3.97E-14  2.52E-14
             1.49E-14  6.48E-15  3.10E-15  1.37E-15  4.21E-16  1.63E-16  6.10E-17  1.61E-17  5.78E-18
     6       4.81E-13  3.40E-13  2.15E-13  1.52E-13  1.07E-13  6.74E-14  4.73E-14  3.28E-14  1.96E-14  1.27E-14
             7.67E-15  3.50E-15  1.79E-15  8.75E-16  3.39E-16  1.70E-16  8.59E-17  3.40E-17  1.60E-17
     7       9.62E-13  6.80E-13  4.30E-13  3.04E-13  2.15E-13  1.35E-13  9.49E-14  6.61E-14  3.97E-14  2.57E-14
             1.55E-14  6.92E-15  3.36E-15  1.51E-15  4.69E-16  1.83E-16  6.88E-17  1.82E-17  6.54E-18
     9       8.81E-14  6.23E-14  3.94E-14  2.79E-14  1.97E-14  1.25E-14  8.80E-15  6.19E-15  3.83E-15  2.57E-15
             1.65E-15  8.40E-16  4.83E-16  2.78E-16  1.38E-16  8.16E-17  4.72E-17  2.09E-17  1.03E-17
    10       8.48E-12  6.00E-12  3.79E-12  2.68E-12  1.90E-12  1.20E-12  8.47E-13  5.96E-13  3.66E-13  2.43E-13
             1.51E-13  6.98E-14  3.48E-14  1.58E-14  5.03E-15  1.98E-15  7.47E-16  1.98E-16  7.15E-17
    11       1.12E-12  7.93E-13  5.01E-13  3.55E-13  2.51E-13  1.59E-13  1.13E-13  7.98E-14  4.97E-14  3.35E-14
             2.12E-14  9.99E-15  5.04E-15  2.32E-15  7.44E-16  2.94E-16  1.11E-16  2.96E-17  1.07E-17
    12       2.72E-12  1.92E-12  1.22E-12  8.61E-13  6.09E-13  3.86E-13  2.74E-13  1.94E-13  1.21E-13  8.20E-14
             5.20E-14  2.47E-14  1.25E-14  5.81E-15  1.90E-15  7.67E-16  3.01E-16  8.54E-17  3.26E-17
    13       4.29E-12  3.03E-12  1.92E-12  1.36E-12  9.60E-13  6.09E-13  4.32E-13  3.07E-13  1.93E-13  1.31E-13
             8.32E-14  3.96E-14  2.01E-14  9.31E-15  3.00E-15  1.19E-15  4.50E-16  1.20E-16  4.32E-17
    14       2.90E-16  2.05E-16  1.30E-16  9.25E-17  6.59E-17  4.27E-17  3.14E-17  2.39E-17  1.80E-17  1.55E-17
             1.36E-17  1.05E-17  7.67E-18  5.00E-18  2.44E-18  1.27E-18  6.06E-19  2.01E-19  8.07E-20
    15       1.77E-12  1.25E-12  7.90E-13  5.59E-13  3.96E-13  2.52E-13  1.80E-13  1.29E-13  8.23E-14  5.70E-14
             3.70E-14  1.81E-14  9.35E-15  4.38E-15  1.43E-15  5.67E-16  2.16E-16  5.77E-17  2.08E-17
    16       1.09E-16  7.74E-17  4.91E-17  3.48E-17  2.48E-17  1.61E-17  1.19E-17  9.03E-18  6.85E-18  5.95E-18
             5.25E-18  4.09E-18  3.00E-18  1.97E-18  9.63E-19  5.03E-19  2.40E-19  7.95E-20  3.20E-20
    17       6.83E-13  4.83E-13  3.05E-13  2.16E-13  1.53E-13  9.75E-14  6.96E-14  4.99E-14  3.20E-14  2.23E-14
             1.46E-14  7.20E-15  3.75E-15  1.79E-15  6.09E-16  2.56E-16  1.06E-16  3.25E-17  1.32E-17
    21       1.06E-16  7.53E-17  4.78E-17  3.39E-17  2.43E-17  1.58E-17  1.17E-17  9.10E-18  7.22E-18  6.59E-18
             6.13E-18  5.07E-18  3.85E-18  2.58E-18  1.29E-18  6.83E-19  3.28E-19  1.09E-19  4.40E-20
    23       3.26E-13  2.31E-13  1.46E-13  1.03E-13  7.34E-14  4.69E-14  3.36E-14  2.44E-14  1.65E-14  1.26E-14
             9.84E-15  7.29E-15  5.79E-15  4.47E-15  2.94E-15  1.98E-15  1.22E-15  5.59E-16  2.79E-16
    24       1.02E-13  7.24E-14  4.58E-14  3.25E-14  2.30E-14  1.47E-14  1.06E-14  7.71E-15  5.23E-15  4.02E-15
             3.18E-15  2.38E-15  1.90E-15  1.48E-15  9.76E-16  6.57E-16  4.05E-16  1.86E-16  9.30E-17
    25       1.46E-16  1.03E-16  6.53E-17  4.65E-17  3.32E-17  2.17E-17  1.62E-17  1.26E-17  1.02E-17  9.51E-18
             9.04E-18  7.66E-18  5.88E-18  3.98E-18  2.01E-18  1.07E-18  5.12E-19  1.71E-19  6.90E-20
    27       9.30E-17  6.58E-17  4.18E-17  2.97E-17  2.13E-17  1.40E-17  1.05E-17  8.28E-18  6.89E-18  6.63E-18
             6.52E-18  5.72E-18  4.48E-18  3.07E-18  1.57E-18  8.35E-19  4.03E-19  1.35E-19  5.45E-20
    30       9.43E-14  6.67E-14  4.23E-14  3.00E-14  2.13E-14  1.37E-14  1.00E-14  7.45E-15  5.36E-15  4.40E-15
             3.69E-15  2.82E-15  2.11E-15  1.42E-15  7.00E-16  3.61E-16  1.68E-16  5.45E-17  2.17E-17
    31       4.49E-13  3.18E-13  2.01E-13  1.43E-13  1.02E-13  6.55E-14  4.78E-14  3.57E-14  2.58E-14  2.13E-14
             1.80E-14  1.39E-14  1.04E-14  7.03E-15  3.48E-15  1.79E-15  8.39E-16  2.72E-16  1.08E-16
    32       2.58E-13  1.83E-13  1.16E-13  8.22E-14  5.85E-14  3.77E-14  2.75E-14  2.06E-14  1.50E-14  1.25E-14
             1.06E-14  8.24E-15  6.21E-15  4.19E-15  2.08E-15  1.07E-15  5.02E-16  1.63E-16  6.47E-17
    33       2.37E-15  1.68E-15  1.07E-15  7.59E-16  5.44E-16  3.58E-16  2.70E-16  2.16E-16  1.86E-16  1.84E-16
             1.87E-16  1.69E-16  1.35E-16  9.34E-17  4.82E-17  2.58E-17  1.25E-17  4.19E-18  1.69E-18
    34       8.44E-14  5.97E-14  3.78E-14  2.68E-14  1.91E-14  1.23E-14  9.01E-15  6.75E-15  4.93E-15  4.10E-15
             3.50E-15  2.73E-15  2.06E-15  1.39E-15  6.92E-16  3.57E-16  1.67E-16  5.42E-17  2.15E-17
    36       2.47E-16  1.75E-16  1.11E-16  7.92E-17  5.68E-17  3.74E-17  2.83E-17  2.26E-17  1.95E-17  1.94E-17
             1.98E-17  1.80E-17  1.43E-17  9.93E-18  5.12E-18  2.75E-18  1.33E-18  4.47E-19  1.81E-19
    37       1.32E-13  9.31E-14  5.90E-14  4.19E-14  2.98E-14  1.93E-14  1.41E-14  1.06E-14  7.80E-15  6.56E-15
             5.65E-15  4.46E-15  3.39E-15  2.30E-15  1.14E-15  5.92E-16  2.77E-16  9.00E-17  3.58E-17
    38       1.09E-15  7.69E-16  4.88E-16  3.48E-16  2.49E-16  1.64E-16  1.24E-16  1.00E-16  8.67E-17  8.70E-17
             8.92E-17  8.16E-17  6.53E-17  4.55E-17  2.35E-17  1.26E-17  6.11E-18  2.05E-18  8.30E-19
    39       6.93E-16  4.90E-16  3.11E-16  2.22E-16  1.59E-16  1.05E-16  7.96E-17  6.41E-17  5.59E-17  5.65E-17
             5.83E-17  5.37E-17  4.31E-17  3.00E-17  1.56E-17  8.35E-18  4.05E-18  1.36E-18  5.51E-19
    40       1.30E-15  9.22E-16  5.85E-16  4.17E-16  2.99E-16  1.98E-16  1.50E-16  1.22E-16  1.07E-16  1.10E-16
             1.15E-16  1.07E-16  8.61E-17  6.03E-17  3.13E-17  1.68E-17  8.18E-18  2.75E-18  1.11E-18
    41       2.26E-14  1.60E-14  1.02E-14  7.21E-15  5.14E-15  3.33E-15  2.45E-15  1.86E-15  1.39E-15  1.20E-15
             1.06E-15  8.53E-16  6.57E-16  4.50E-16  2.26E-16  1.17E-16  5.49E-17  1.79E-17  7.10E-18
    43       2.00E-16  1.41E-16  8.98E-17  6.40E-17  4.60E-17  3.04E-17  2.32E-17  1.89E-17  1.70E-17  1.76E-17
             1.86E-17  1.76E-17  1.43E-17  1.01E-17  5.25E-18  2.83E-18  1.38E-18  4.63E-19  1.87E-19
    44       1.02E-15  7.22E-16  4.59E-16  3.27E-16  2.35E-16  1.56E-16  1.20E-16  9.89E-17  9.13E-17  9.75E-17
             1.06E-16  1.02E-16  8.43E-17  5.98E-17  3.14E-17  1.70E-17  8.28E-18  2.79E-18  1.13E-18
    45       1.30E-17  9.23E-18  5.86E-18  4.18E-18  3.01E-18  2.00E-18  1.54E-18  1.27E-18  1.18E-18  1.27E-18
             1.39E-18  1.35E-18  1.11E-18  7.91E-19  4.17E-19  2.25E-19  1.10E-19  3.70E-20  1.50E-20
    46       8.95E-17  6.34E-17  4.03E-17  2.88E-17  2.07E-17  1.38E-17  1.06E-17  8.80E-18  8.24E-18  8.92E-18
             9.80E-18  9.60E-18  7.94E-18  5.65E-18  2.98E-18  1.61E-18  7.87E-19  2.66E-19  1.08E-19
    48       4.73E-13  3.34E-13  2.11E-13  1.49E-13  1.05E-13  6.64E-14  4.66E-14  3.24E-14  1.94E-14  1.25E-14
             7.56E-15  3.42E-15  1.69E-15  7.73E-16  2.46E-16  9.70E-17  3.68E-17  9.79E-18  3.53E-18
    49       1.38E-12  9.76E-13  6.17E-13  4.36E-13  3.08E-13  1.94E-13  1.36E-13  9.50E-14  5.69E-14  3.68E-14
             2.23E-14  1.01E-14  5.03E-15  2.30E-15  7.32E-16  2.89E-16  1.10E-16  2.92E-17  1.05E-17
    50       1.69E-16  1.20E-16  7.61E-17  5.43E-17  3.91E-17  2.62E-17  2.03E-17  1.71E-17  1.65E-17  1.84E-17
             2.07E-17  2.08E-17  1.74E-17  1.25E-17  6.63E-18  3.60E-18  1.76E-18  5.95E-19  2.41E-19
    51       1.89E-12  1.34E-12  8.45E-13  5.97E-13  4.22E-13  2.66E-13  1.87E-13  1.30E-13  7.84E-14  5.08E-14
             3.09E-14  1.41E-14  6.99E-15  3.19E-15  1.02E-15  4.02E-16  1.53E-16  4.06E-17  1.47E-17
    52       1.14E-16  8.10E-17  5.15E-17  3.67E-17  2.65E-17  1.77E-17  1.37E-17  1.15E-17  1.12E-17  1.24E-17
             1.40E-17  1.41E-17  1.18E-17  8.45E-18  4.49E-18  2.44E-18  1.19E-18  4.02E-19  1.63E-19
    53       7.72E-13  5.46E-13  3.45E-13  2.44E-13  1.72E-13  1.09E-13  7.66E-14  5.36E-14  3.24E-14  2.11E-14
             1.29E-14  5.90E-15  2.94E-15  1.35E-15  4.31E-16  1.70E-16  6.46E-17  1.72E-17  6.21E-18
    54       5.83E-13  4.12E-13  2.61E-13  1.84E-13  1.30E-13  8.24E-14  5.80E-14  4.06E-14  2.46E-14  1.61E-14
             9.86E-15  4.53E-15  2.26E-15  1.04E-15  3.32E-16  1.32E-16  4.99E-17  1.33E-17  4.80E-18
    56       2.41E-13  1.70E-13  1.08E-13  7.62E-14  5.39E-14  3.41E-14  2.41E-14  1.69E-14  1.03E-14  6.74E-15
             4.14E-15  1.91E-15  9.58E-16  4.40E-16  1.41E-16  5.59E-17  2.12E-17  5.66E-18  2.04E-18
    59       2.79E-13  1.97E-13  1.24E-13  8.71E-14  6.07E-14  3.69E-14  2.45E-14  1.56E-14  7.73E-15  4.13E-15
             2.01E-15  6.81E-16  2.77E-16  1.07E-16  2.87E-17  1.04E-17  3.72E-18  9.49E-19  3.37E-19
    60       8.15E-13  5.75E-13  3.62E-13  2.54E-13  1.77E-13  1.08E-13  7.17E-14  4.56E-14  2.27E-14  1.21E-14
             5.92E-15  2.01E-15  8.18E-16  3.15E-16  8.50E-17  3.08E-17  1.10E-17  2.81E-18  9.96E-19
    61       1.02E-12  7.20E-13  4.54E-13  3.18E-13  2.22E-13  1.35E-13  8.99E-14  5.73E-14  2.86E-14  1.53E-14
             7.48E-15  2.55E-15  1.04E-15  4.00E-16  1.08E-16  3.90E-17  1.40E-17  3.56E-18  1.26E-18
    63       5.35E-13  3.78E-13  2.38E-13  1.67E-13  1.17E-13  7.10E-14  4.74E-14  3.03E-14  1.52E-14  8.15E-15
             4.00E-15  1.37E-15  5.57E-16  2.16E-16  5.81E-17  2.11E-17  7.54E-18  1.92E-18  6.82E-19
    64       4.69E-16  3.32E-16  2.11E-16  1.50E-16  1.08E-16  7.18E-17  5.48E-17  4.43E-17  3.70E-17  3.31E-17
             2.77E-17  1.78E-17  1.06E-17  5.54E-18  1.98E-18  8.21E-19  3.21E-19  8.73E-20  3.18E-20
    65       3.35E-16  2.38E-16  1.51E-16  1.08E-16  7.84E-17  5.31E-17  4.21E-17  3.69E-17  3.92E-17  4.75E-17
             5.75E-17  6.14E-17  5.29E-17  3.87E-17  2.09E-17  1.14E-17  5.61E-18  1.90E-18  7.73E-19
    67       1.81E-16  1.28E-16  8.16E-17  5.82E-17  4.19E-17  2.78E-17  2.13E-17  1.72E-17  1.45E-17  1.30E-17
             1.09E-17  7.02E-18  4.20E-18  2.19E-18  7.83E-19  3.26E-19  1.27E-19  3.46E-20  1.26E-20
    68       3.03E-13  2.14E-13  1.35E-13  9.48E-14  6.62E-14  4.03E-14  2.70E-14  1.73E-14  8.69E-15  4.70E-15
             2.31E-15  7.94E-16  3.24E-16  1.26E-16  3.39E-17  1.23E-17  4.40E-18  1.12E-18  3.98E-19
    69       1.33E-13  9.43E-14  5.98E-14  4.24E-14  3.01E-14  1.93E-14  1.39E-14  1.02E-14  6.96E-15  5.35E-15
             4.19E-15  3.09E-15  2.44E-15  1.88E-15  1.24E-15  8.31E-16  5.12E-16  2.35E-16  1.17E-16
    71       1.67E-13  1.18E-13  7.41E-14  5.21E-14  3.63E-14  2.22E-14  1.48E-14  9.50E-15  4.79E-15  2.59E-15
             1.28E-15  4.38E-16  1.79E-16  6.94E-17  1.87E-17  6.79E-18  2.43E-18  6.21E-19  2.20E-19
    73       4.30E-14  3.04E-14  1.93E-14  1.37E-14  9.70E-15  6.23E-15  4.50E-15  3.30E-15  2.27E-15  1.75E-15
             1.38E-15  1.02E-15  8.10E-16  6.25E-16  4.12E-16  2.77E-16  1.71E-16  7.82E-17  3.91E-17
    79       3.74E-14  2.65E-14  1.68E-14  1.19E-14  8.46E-15  5.46E-15  3.98E-15  2.99E-15  2.18E-15  1.82E-15
             1.55E-15  1.21E-15  9.10E-16  6.15E-16  3.05E-16  1.58E-16  7.38E-17  2.39E-17  9.52E-18
    81       1.81E-13  1.28E-13  8.09E-14  5.74E-14  4.09E-14  2.64E-14  1.93E-14  1.45E-14  1.07E-14  8.92E-15
             7.65E-15  5.98E-15  4.53E-15  3.06E-15  1.52E-15  7.87E-16  3.69E-16  1.20E-16  4.75E-17
    82       1.07E-13  7.54E-14  4.78E-14  3.39E-14  2.41E-14  1.56E-14  1.14E-14  8.59E-15  6.33E-15  5.31E-15
             4.57E-15  3.58E-15  2.71E-15  1.83E-15  9.12E-16  4.72E-16  2.21E-16  7.17E-17  2.85E-17
    83       3.45E-14  2.44E-14  1.55E-14  1.10E-14  7.82E-15  5.05E-15  3.70E-15  2.79E-15  2.07E-15  1.74E-15
             1.51E-15  1.18E-15  8.99E-16  6.10E-16  3.03E-16  1.57E-16  7.36E-17  2.39E-17  9.49E-18
    84       3.91E-16  2.77E-16  1.77E-16  1.27E-16  9.21E-17  6.34E-17  5.14E-17  4.71E-17  5.51E-17  7.23E-17
             9.30E-17  1.04E-16  9.20E-17  6.84E-17  3.74E-17  2.06E-17  1.01E-17  3.45E-18  1.40E-18
    85       5.59E-14  3.95E-14  2.50E-14  1.78E-14  1.27E-14  8.19E-15  6.01E-15  4.55E-15  3.38E-15  2.86E-15
             2.48E-15  1.96E-15  1.49E-15  1.01E-15  5.05E-16  2.61E-16  1.22E-16  3.97E-17  1.58E-17
    87       3.44E-20  2.44E-20  1.55E-20  1.11E-20  8.02E-21  5.41E-21  4.24E-21  3.58E-21  3.28E-21  3.17E-21
             2.83E-21  1.92E-21  1.18E-21  6.27E-22  2.27E-22  9.50E-23  3.73E-23  1.02E-23  3.71E-24
    88       1.27E-16  9.04E-17  5.76E-17  4.14E-17  3.01E-17  2.07E-17  1.69E-17  1.56E-17  1.84E-17  2.43E-17
             3.15E-17  3.56E-17  3.14E-17  2.34E-17  1.28E-17  7.05E-18  3.48E-18  1.18E-18  4.81E-19
    89       1.01E-14  7.16E-15  4.54E-15  3.22E-15  2.30E-15  1.49E-15  1.10E-15  8.39E-16  6.34E-16  5.45E-16
             4.80E-16  3.84E-16  2.94E-16  2.01E-16  1.00E-16  5.20E-17  2.44E-17  7.92E-18  3.15E-18
    95       2.09E-17  1.49E-17  9.47E-18  6.78E-18  4.92E-18  3.36E-18  2.69E-18  2.35E-18  2.31E-18  2.36E-18
             2.22E-18  1.61E-18  1.06E-18  6.16E-19  2.71E-19  1.41E-19  7.21E-20  2.86E-20  1.33E-20
    96       2.82E-17  2.00E-17  1.28E-17  9.15E-18  6.65E-18  4.56E-18  3.66E-18  3.24E-18  3.32E-18  3.63E-18
             3.84E-18  3.64E-18  3.18E-18  2.61E-18  1.83E-18  1.28E-18  8.20E-19  3.90E-19  1.96E-19
    97       3.24E-17  2.29E-17  1.46E-17  1.05E-17  7.61E-18  5.21E-18  4.17E-18  3.66E-18  3.61E-18  3.69E-18
             3.44E-18  2.43E-18  1.52E-18  8.19E-19  3.00E-19  1.26E-19  4.96E-20  1.36E-20  4.94E-21
   100       2.12E-13  1.50E-13  9.49E-14  6.72E-14  4.75E-14  3.01E-14  2.13E-14  1.50E-14  9.13E-15  5.98E-15
             3.67E-15  1.69E-15  8.43E-16  3.87E-16  1.24E-16  4.89E-17  1.86E-17  4.95E-18  1.79E-18
   102       6.28E-13  4.44E-13  2.81E-13  1.99E-13  1.41E-13  8.91E-14  6.30E-14  4.44E-14  2.71E-14  1.78E-14
             1.09E-14  5.04E-15  2.52E-15  1.16E-15  3.70E-16  1.46E-16  5.56E-17  1.48E-17  5.35E-18
   103       8.59E-13  6.07E-13  3.84E-13  2.72E-13  1.93E-13  1.22E-13  8.65E-14  6.10E-14  3.74E-14  2.46E-14
             1.51E-14  7.00E-15  3.50E-15  1.61E-15  5.16E-16  2.04E-16  7.75E-17  2.07E-17  7.46E-18
   105       3.57E-13  2.52E-13  1.60E-13  1.13E-13  8.00E-14  5.08E-14  3.60E-14  2.55E-14  1.57E-14  1.04E-14
             6.40E-15  2.97E-15  1.49E-15  6.85E-16  2.20E-16  8.69E-17  3.30E-17  8.81E-18  3.18E-18
   106       2.74E-13  1.94E-13  1.23E-13  8.67E-14  6.14E-14  3.90E-14  2.77E-14  1.96E-14  1.21E-14  8.00E-15
             4.95E-15  2.30E-15  1.15E-15  5.31E-16  1.70E-16  6.75E-17  2.56E-17  6.84E-18  2.47E-18
   109       1.14E-13  8.08E-14  5.11E-14  3.62E-14  2.56E-14  1.63E-14  1.16E-14  8.22E-15  5.09E-15  3.38E-15
             2.09E-15  9.75E-16  4.91E-16  2.26E-16  7.26E-17  2.88E-17  1.09E-17  2.92E-18  1.05E-18
   110       7.08E-19  5.02E-19  3.20E-19  2.30E-19  1.67E-19  1.15E-19  9.31E-20  8.32E-20  8.47E-20  8.87E-20
             8.41E-20  6.03E-20  3.80E-20  2.06E-20  7.56E-21  3.18E-21  1.25E-21  3.43E-22  1.25E-22
   111       1.28E-16  9.06E-17  5.78E-17  4.15E-17  3.02E-17  2.08E-17  1.68E-17  1.50E-17  1.53E-17  1.61E-17
             1.53E-17  1.10E-17  6.95E-18  3.78E-18  1.41E-18  6.03E-19  2.44E-19  7.03E-20  2.68E-20
   112       2.27E-13  1.60E-13  1.01E-13  7.09E-14  4.95E-14  3.01E-14  2.01E-14  1.28E-14  6.37E-15  3.41E-15
