Total line luminosity    1.376E+36
    S  II        4076.38   2.342E+32   8.317E-04
    S  II       10320.67   1.991E+32   7.072E-04
    Fe V         2835.77   1.918E+32   6.812E-04
    Fe II      512869.89   1.850E+32   6.570E-04
    Ne II      128140.00   1.830E+32   6.499E-04
    S  II       10286.87   1.695E+32   6.019E-04
    Ar IV        2868.99   1.642E+32   5.832E-04
    S  II       10336.48   1.555E+32   5.523E-04
    Fe V        33911.24   1.544E+32   5.482E-04
    Fe VII       3095.80   1.398E+32   4.964E-04
    S  IV        1406.03   1.309E+32   4.649E-04
    S  III       8828.62   1.103E+32   3.918E-04
    Si I       684547.46   1.095E+32   3.888E-04
    Fe I       240360.17   1.065E+32   3.782E-04
    S  IV        1416.90   1.031E+32   3.661E-04
    Si III       1892.00   9.948E+31   3.533E-04
    O  III       3266.00   9.066E+31   3.220E-04
    Fe V         3094.99   8.348E+31   2.965E-04
    Ca V       114823.66   7.489E+31   2.659E-04
    Fe VII       3094.99   7.094E+31   2.519E-04
    Ar IV        2854.48   6.798E+31   2.414E-04
    Ca V         5310.59   6.544E+31   2.324E-04
    S  II       10370.60   6.422E+31   2.280E-04
    Fe II      245121.96   6.240E+31   2.216E-04
    Ar III       3110.07   5.987E+31   2.126E-04
    C  I         8730.99   5.339E+31   1.896E-04
    O  III       4364.45   5.338E+31   1.896E-04
    Fe III     516660.09   5.249E+31   1.864E-04
    O  IV        3027.00   4.962E+31   1.762E-04
    Fe VI        2567.63   4.831E+31   1.716E-04
    Fe VI        2570.17   4.684E+31   1.664E-04
    Si I      1296410.30   4.598E+31   1.633E-04
    Fe VI       29010.68   4.516E+31   1.604E-04
    Fe II       48879.57   4.286E+31   1.522E-04
    O  III       3762.00   4.174E+31   1.482E-04
    Si II        2335.00   4.112E+31   1.460E-04
    Ne V       143210.36   3.949E+31   1.402E-04
    O  II        3734.34   3.806E+31   1.352E-04
    Mg I         4572.00   3.753E+31   1.333E-04
    Fe VI       15432.32   3.074E+31   1.092E-04
    Fe VII       2835.77   3.018E+31   1.072E-04
    Fe VI        2835.77   2.930E+31   1.040E-04
    Fe VI       32971.77   2.587E+31   9.188E-05
    O  III       1664.00   2.583E+31   9.173E-05
    Si IV        1400.00   2.474E+31   8.787E-05
    Fe VI        2829.39   2.468E+31   8.765E-05
    Ar IV        7333.42   2.403E+31   8.532E-05
    Ar III       5193.26   2.375E+31   8.435E-05
    S  IV        1423.85   2.163E+31   7.680E-05
    Fe I       347046.64   2.071E+31   7.355E-05
    Fe VI       28644.94   2.055E+31   7.297E-05
    Ar IV        7239.39   1.875E+31   6.660E-05
    Ar IV        7264.74   1.838E+31   6.528E-05
    S  I       252402.29   1.762E+31   6.258E-05
    Fe VI       33859.55   1.632E+31   5.795E-05
    Fe VII       3094.56   1.626E+31   5.776E-05
    Ne III     360360.10   1.507E+31   5.353E-05
    Fe V         2577.94   1.504E+31   5.342E-05
    S  IV        1404.82   1.472E+31   5.229E-05
    O  IV        1400.00   1.470E+31   5.221E-05
    Si I        16454.52   1.457E+31   5.174E-05
    Fe VI       15412.34   1.437E+31   5.102E-05
    Ca V         6088.05   1.272E+31   4.517E-05
    C  I         4622.67   1.257E+31   4.465E-05
    O  III       2321.67   1.257E+31   4.465E-05
    Fe V         1997.97   1.225E+31   4.351E-05
    Fe II      873590.76   1.160E+31   4.120E-05
    Fe VI       33911.24   1.151E+31   4.089E-05
    O  II        7336.09   9.566E+30   3.397E-05
    Ar III      63684.93   9.163E+30   3.254E-05
    S  IV        1398.05   8.888E+30   3.156E-05
    Fe II       46065.17   8.555E+30   3.038E-05
    S  III     119998.32   8.441E+30   2.998E-05
    Al II        2670.00   7.818E+30   2.776E-05
    Fe V         5795.99   7.696E+30   2.733E-05
    Fe V        15443.05   7.603E+30   2.700E-05
    O  II        2474.65   7.426E+30   2.637E-05
    Ne V       243174.52   7.182E+30   2.550E-05
    Fe II       56725.45   6.884E+30   2.445E-05
    Fe II      357673.68   6.653E+30   2.363E-05
    Ar V         2692.02   5.979E+30   2.123E-05
    Fe V        27157.17   5.732E+30   2.036E-05
    Fe VII      33911.24   5.588E+30   1.984E-05
    Si I        16068.29   5.292E+30   1.879E-05
    Fe V        27134.32   5.193E+30   1.844E-05
    Fe VII       2823.53   5.031E+30   1.787E-05
    Fe V         3095.80   4.843E+30   1.720E-05
    Fe VII      28055.71   4.581E+30   1.627E-05
    Fe VII      15412.34   4.468E+30   1.587E-05
    Fe VII      15432.32   4.368E+30   1.551E-05
    Fe VI        2577.94   4.216E+30   1.497E-05
    S  I       563033.63   4.012E+30   1.425E-05
    Fe VII      32971.77   3.994E+30   1.418E-05
    Fe V         2829.39   3.847E+30   1.366E-05
    Ar IV        7172.46   3.735E+30   1.327E-05
    O  III       4932.59   3.285E+30   1.166E-05
    Fe II       40753.04   3.284E+30   1.166E-05
    Fe VII      27443.44   3.247E+30   1.153E-05
    Fe II       12566.92   3.178E+30   1.129E-05
    Fe II       16435.65   3.065E+30   1.089E-05
    Fe V         2017.88   2.983E+30   1.059E-05
    Fe V        32193.51   2.941E+30   1.044E-05
    Fe I       542954.81   2.739E+30   9.728E-06
    Fe V        15063.08   2.715E+30   9.641E-06
    Fe V         9428.53   2.615E+30   9.288E-06
    Fe VI       27443.44   2.582E+30   9.171E-06
    Ne V         3426.86   2.389E+30   8.484E-06
    O  V         1216.00   2.229E+30   7.917E-06
    Fe IV        2835.77   2.179E+30   7.739E-06
    Ar V         4626.82   1.944E+30   6.904E-06
    Fe V         7925.09   1.918E+30   6.810E-06
    Fe II       50610.97   1.897E+30   6.736E-06
    Fe III    1053463.93   1.690E+30   6.002E-06
    Fe II       44337.23   1.523E+30   5.407E-06
    O  I       631679.02   1.487E+30   5.281E-06
    Fe V        27732.73   1.337E+30   4.747E-06
    Fe VII      15443.05   1.245E+30   4.420E-06
    Fe IV        2829.39   1.236E+30   4.389E-06
    Fe V         5798.81   1.043E+30   3.704E-06
    Fe VII      28356.51   1.034E+30   3.673E-06
    Fe II       40809.30   1.017E+30   3.613E-06
    Fe V        15412.34   8.889E+29   3.157E-06
    Ne V         3346.78   8.779E+29   3.118E-06
    Fe V         8869.19   8.604E+29   3.055E-06
    Fe II       13205.67   8.358E+29   2.968E-06
    Fe V         7266.99   8.139E+29   2.890E-06
    Al III       1858.00   7.770E+29   2.759E-06
    Fe VII      32193.51   7.648E+29   2.716E-06
    O  VI        1034.00   7.452E+29   2.646E-06
    Ar III       3006.10   6.606E+29   2.346E-06
    Fe II       15334.86   6.520E+29   2.315E-06
    Fe II       18094.12   6.146E+29   2.183E-06
    Fe VI       32193.51   6.029E+29   2.141E-06
    Fe II       13718.29   5.976E+29   2.122E-06
    Fe V         6224.64   5.577E+29   1.980E-06
    C  II     1580000.00   5.526E+29   1.963E-06
    Ne IV        2421.48   5.430E+29   1.928E-06
    N  III     573300.00   5.232E+29   1.858E-06
    Fe II       12942.82   4.902E+29   1.741E-06
    Fe II       16768.93   4.758E+29   1.690E-06
    S  III       3797.00   4.719E+29   1.676E-06
    Si I        10991.41   4.689E+29   1.665E-06
    O  V         6488.00   4.673E+29   1.659E-06
    Fe V         8024.13   4.471E+29   1.588E-06
    S  IV        1072.98   4.367E+29   1.551E-06
    Fe V         7557.43   4.342E+29   1.542E-06
    Fe V         7191.30   4.147E+29   1.473E-06
    Fe V        38082.32   4.089E+29   1.452E-06
    Ar V        49290.19   3.903E+29   1.386E-06
    Fe II       15994.87   3.804E+29   1.351E-06
    Fe V         6826.55   3.686E+29   1.309E-06
    Fe II       46707.79   3.577E+29   1.270E-06
    Fe V         8993.42   3.563E+29   1.265E-06
    Fe V         7192.90   3.368E+29   1.196E-06
    Fe II       18000.34   3.240E+29   1.151E-06
    Ca V        30528.74   3.030E+29   1.076E-06
    C  III       1909.00   2.981E+29   1.059E-06
    Fe V        15070.12   2.943E+29   1.045E-06
    Fe II       13277.90   2.824E+29   1.003E-06
    Fe II       12787.88   2.788E+29   9.903E-07
    Fe V         4144.24   2.731E+29   9.697E-07
    Fe III       5270.45   2.682E+29   9.523E-07
    Fe II       12485.55   2.497E+29   8.868E-07
    Fe V         7192.44   2.468E+29   8.764E-07
    Fe IV        2567.63   2.466E+29   8.757E-07
    Fe V         1900.41   2.451E+29   8.703E-07
    Fe III       4881.04   2.425E+29   8.613E-07
    Fe III       4658.10   2.409E+29   8.555E-07
    Ar III       8038.72   2.320E+29   8.238E-07
    Fe V         5911.07   2.287E+29   8.122E-07
    S  II        1259.53   2.280E+29   8.097E-07
    Fe V        30327.23   2.193E+29   7.787E-07
    Fe V        30335.51   2.181E+29   7.747E-07
    Al II        1671.00   2.181E+29   7.744E-07
    Fe V        29728.42   2.136E+29   7.587E-07
    Fe V         7184.06   2.134E+29   7.580E-07
    S  IV        1073.53   2.131E+29   7.568E-07
    Fe V         5236.12   2.045E+29   7.262E-07
    Fe V         7265.35   1.992E+29   7.076E-07
    Ca V         2413.60   1.797E+29   6.380E-07
    Fe II       16637.83   1.759E+29   6.248E-07
    Fe II       17971.20   1.717E+29   6.097E-07
    Fe V         5233.81   1.693E+29   6.013E-07
    Fe II       12476.79   1.633E+29   5.800E-07
    Fe II       12703.59   1.610E+29   5.719E-07
    Fe VII      33859.55   1.580E+29   5.611E-07
    C  IV        1550.00   1.478E+29   5.250E-07
    S  II        1253.82   1.478E+29   5.249E-07
    S  V         1199.15   1.284E+29   4.561E-07
    Fe II       12977.86   1.211E+29   4.301E-07
    Fe V         8962.46   1.210E+29   4.298E-07
    S  IV        1062.67   1.159E+29   4.115E-07
    Fe III       4701.58   1.066E+29   3.786E-07
    S  V         1188.29   1.055E+29   3.748E-07
    Fe VI       15443.05   1.039E+29   3.690E-07
    Fe II       17111.44   1.004E+29   3.564E-07
    Ar V         6135.38   9.672E+28   3.435E-07
    Fe II       17449.52   8.723E+28   3.098E-07
    Fe V        28644.94   8.451E+28   3.001E-07
    Fe III       5011.31   7.537E+28   2.677E-07
    Fe IV       28356.51   7.413E+28   2.633E-07
    Fe V        27443.44   7.335E+28   2.605E-07
    S  II        1250.60   7.113E+28   2.526E-07
    Ar V         2786.82   6.880E+28   2.443E-07
    Fe II       12521.50   6.398E+28   2.272E-07
    Fe V         4900.02   6.267E+28   2.226E-07
    O  I      1454952.27   5.879E+28   2.088E-07
    Fe V         7222.84   5.827E+28   2.069E-07
    N  II        6559.79   5.785E+28   2.054E-07
    Fe III       4733.95   5.045E+28   1.792E-07
    Ne III       3869.85   4.726E+28   1.679E-07
    Fe V        28055.71   4.704E+28   1.671E-07
    Fe IV        2567.43   4.493E+28   1.595E-07
    Fe III       4987.26   4.476E+28   1.589E-07
    Fe V         7533.79   4.454E+28   1.582E-07
    O  III       2332.12   4.406E+28   1.565E-07
    Fe III       4754.73   4.394E+28   1.560E-07
    Fe V         4206.64   4.163E+28   1.478E-07
    Fe V         5756.54   4.103E+28   1.457E-07
    Fe IV        6739.88   3.977E+28   1.412E-07
    C  II        2326.00   3.955E+28   1.405E-07
    Fe V         2567.63   3.865E+28   1.373E-07
    Fe III       4769.48   3.653E+28   1.297E-07
    Fe II      228961.97   3.583E+28   1.272E-07
    Fe IV       28644.94   3.499E+28   1.243E-07
    Fe V         1892.63   3.374E+28   1.198E-07
    Fe V         4869.06   3.202E+28   1.137E-07
    Fe II        8617.04   3.028E+28   1.075E-07
    Fe V         4888.68   2.838E+28   1.008E-07
    Fe IV        2577.94   2.467E+28   8.760E-08
    Fe III       4777.73   2.433E+28   8.639E-08
    Fe III       5412.03   2.385E+28   8.470E-08
    Fe III       4930.59   2.317E+28   8.227E-08
    Fe IV       28055.71   2.189E+28   7.775E-08
    Ca II        7305.00   2.179E+28   7.738E-08
    Si I         6526.78   2.164E+28   7.684E-08
    Fe V        28333.20   2.132E+28   7.570E-08
    Fe I        14429.79   2.129E+28   7.561E-08
    Fe V         4198.28   1.898E+28   6.741E-08
    Fe IV       27157.17   1.886E+28   6.699E-08
    Fe III       4607.07   1.869E+28   6.638E-08
    Fe IV        4906.61   1.808E+28   6.421E-08
    Ca V         3999.01   1.710E+28   6.071E-08
    Fe IV        3094.99   1.570E+28   5.575E-08
    Ne III       3968.58   1.461E+28   5.188E-08
    Fe III      22178.42   1.445E+28   5.133E-08
    Fe III      22420.65   1.438E+28   5.105E-08
    Ar IV      775794.63   1.413E+28   5.019E-08
    Fe III       4667.06   1.399E+28   4.970E-08
    Fe V         2570.17   1.276E+28   4.530E-08
    Fe IV        6761.45   1.255E+28   4.456E-08
    Fe III       5084.82   1.247E+28   4.428E-08
    Fe IV       27732.73   1.203E+28   4.272E-08
    Fe III       3239.77   1.175E+28   4.174E-08
    Fe IV        5233.81   1.105E+28   3.925E-08
    Fe VII      29010.68   1.055E+28   3.745E-08
    Fe II        8892.00   9.938E+27   3.529E-08
    Fe V         4208.92   9.894E+27   3.513E-08
    Fe III      23479.03   9.582E+27   3.403E-08
    Fe V         7555.66   9.142E+27   3.246E-08
    Fe IV        4903.12   8.966E+27   3.184E-08
    Fe V         5685.40   8.914E+27   3.166E-08
    Fe V        21871.77   8.752E+27   3.108E-08
    Fe IV        4900.02   8.566E+27   3.042E-08
    Si I         3020.00   7.826E+27   2.779E-08
    Fe IV        6997.17   7.609E+27   2.702E-08
    Fe V         5632.23   7.435E+27   2.641E-08
    Fe II        9052.04   7.149E+27   2.539E-08
    S  II        1550.15   7.086E+27   2.517E-08
    Fe III       4008.38   7.086E+27   2.516E-08
    Fe V         8026.13   7.020E+27   2.493E-08
    Fe V         5033.64   6.764E+27   2.402E-08
    Fe III       3322.57   6.677E+27   2.371E-08
    Fe V         6193.98   6.635E+27   2.356E-08
    Fe IV        4868.21   6.602E+27   2.345E-08
    Fe II        7637.61   6.371E+27   2.263E-08
    Ne IV        1599.74   6.093E+27   2.164E-08
    Fe IV        7222.84   5.950E+27   2.113E-08
    Fe IV        4868.00   5.731E+27   2.035E-08
    Fe IV       27134.32   5.715E+27   2.030E-08
    Fe II      346510.17   5.712E+27   2.029E-08
    Fe IV        4144.24   5.705E+27   2.026E-08
    Fe IV        4206.64   5.627E+27   1.998E-08
    Fe IV        4918.02   5.607E+27   1.991E-08
    Fe II        9226.71   5.591E+27   1.985E-08
    Fe V         4902.03   5.561E+27   1.975E-08
    Fe IV        5033.64   5.495E+27   1.951E-08
    Fe III       9701.37   5.450E+27   1.936E-08
    Fe II        7155.05   5.432E+27   1.929E-08
    Fe V         4869.28   5.359E+27   1.903E-08
    Fe IV        6792.55   5.229E+27   1.857E-08
    Fe IV        4208.92   5.220E+27   1.854E-08
    Fe V         3973.08   5.137E+27   1.824E-08
    Fe I        15351.40   5.003E+27   1.777E-08
    S  II        1541.51   5.002E+27   1.776E-08
    Fe V         7467.78   4.977E+27   1.767E-08
    Fe III       3371.45   4.918E+27   1.747E-08
    Fe III       3334.93   4.888E+27   1.736E-08
    Mg I         4572.00   4.776E+27   1.696E-08
    Fe V         5785.86   4.669E+27   1.658E-08
    Fe V        25991.50   4.637E+27   1.647E-08
    Fe V         3871.43   4.590E+27   1.630E-08
    Fe V        21214.13   4.467E+27   1.586E-08
    S  II        1805.36   4.438E+27   1.576E-08
    Si I         2524.11   4.408E+27   1.565E-08
    Fe I        13552.49   4.378E+27   1.555E-08
    Fe VI       28356.51   4.313E+27   1.532E-08
    Fe III      21451.28   4.216E+27   1.497E-08
    Fe III       3356.60   4.170E+27   1.481E-08
    O  III     326583.70   4.169E+27   1.480E-08
    Fe III       2438.32   4.085E+27   1.451E-08
    Fe IV        7184.06   4.016E+27   1.426E-08
    Fe V        20883.11   3.997E+27   1.419E-08
    Fe V         4868.21   3.966E+27   1.408E-08
    Fe IV       15443.05   3.910E+27   1.389E-08
    N  III       1750.00   3.909E+27   1.388E-08
    Fe VII      28644.94   3.880E+27   1.378E-08
    Fe IV        7191.30   3.730E+27   1.325E-08
    Si I         2516.11   3.720E+27   1.321E-08
    Fe V         4647.23   3.716E+27   1.320E-08
    Fe II        9267.65   3.674E+27   1.305E-08
    Fe V        29010.68   3.664E+27   1.301E-08
    S  II        1540.75   3.618E+27   1.285E-08
    Fe II        7687.01   3.543E+27   1.258E-08
    Si I         2881.58   3.488E+27   1.239E-08
    Fe III       9942.28   3.482E+27   1.236E-08
    Fe V         3859.54   3.403E+27   1.209E-08
    Fe III       3286.22   3.322E+27   1.180E-08
    Fe IV       15412.34   3.197E+27   1.135E-08
    Fe VII       2570.17   3.182E+27   1.130E-08
    Fe V         4498.95   3.176E+27   1.128E-08
    Fe V         4921.15   3.118E+27   1.107E-08
    N  IV        1486.00   3.110E+27   1.104E-08
    Fe V         5731.89   3.091E+27   1.098E-08
    Fe IV        6734.48   2.984E+27   1.060E-08
    Si I        15871.57   2.979E+27   1.058E-08
    Fe IV        4869.28   2.977E+27   1.057E-08
    Fe III       2464.54   2.938E+27   1.043E-08
    Fe V         6792.55   2.913E+27   1.035E-08
    Fe V        35876.59   2.885E+27   1.024E-08
    S  I       174276.08   2.880E+27   1.023E-08
    Fe IV        4152.38   2.850E+27   1.012E-08
    Fe II        9033.58   2.849E+27   1.012E-08
    Fe V         4071.36   2.831E+27   1.005E-08
    Fe III      24521.98   2.826E+27   1.004E-08
    Fe III       3355.52   2.819E+27   1.001E-08
    Si I         3006.74   2.620E+27   9.306E-09
    Fe IV        5798.81   2.542E+27   9.028E-09
    Fe I        13672.29   2.539E+27   9.018E-09
    Fe IV        5800.33   2.506E+27   8.899E-09
    Fe III       3366.24   2.498E+27   8.869E-09
    Fe III       3319.25   2.356E+27   8.367E-09
    Fe IV        5032.50   2.349E+27   8.341E-09
    Si I         2506.90   2.336E+27   8.295E-09
    Fe IV        7192.44   2.253E+27   8.000E-09
    Ca V         6428.92   2.208E+27   7.841E-09
    Si I         2528.51   2.193E+27   7.789E-09
    Si I         2514.31   2.164E+27   7.687E-09
    Fe III       3406.22   2.137E+27   7.588E-09
    Fe I        14982.33   2.112E+27   7.502E-09
    Fe V        15432.32   2.071E+27   7.354E-09
    Fe III      29041.02   2.058E+27   7.307E-09
    Fe III       4079.74   2.017E+27   7.163E-09
    Fe III       2483.07   1.992E+27   7.073E-09
    Fe V         5711.22   1.960E+27   6.959E-09
    Fe II        7172.06   1.946E+27   6.912E-09
    Fe IV        4888.68   1.942E+27   6.898E-09
    Fe I        14362.29   1.928E+27   6.847E-09
    S  II        1363.39   1.910E+27   6.782E-09
    Fe V         5800.33   1.877E+27   6.667E-09
    Fe III      32284.97   1.876E+27   6.663E-09
    Fe V         3598.47   1.766E+27   6.271E-09
    S  II        1204.34   1.752E+27   6.222E-09
    Fe IV       27756.60   1.720E+27   6.108E-09
    Fe II        7452.42   1.704E+27   6.051E-09
    Fe III       4046.46   1.700E+27   6.038E-09
    Fe IV        5237.35   1.686E+27   5.988E-09
    Fe IV        6826.55   1.674E+27   5.945E-09
    Fe V        29101.89   1.596E+27   5.666E-09
    Fe IV        4866.22   1.584E+27   5.624E-09
    Si I         2519.20   1.575E+27   5.593E-09
    Fe V         3192.62   1.551E+27   5.509E-09
    Fe V        19074.22   1.542E+27   5.477E-09
    Fe II        9471.03   1.541E+27   5.473E-09
    Si I       447992.58   1.525E+27   5.417E-09
    S  II        1204.28   1.462E+27   5.193E-09
    Fe IV        7925.09   1.450E+27   5.151E-09
    Fe IV        6756.05   1.450E+27   5.148E-09
    Fe II        7388.23   1.444E+27   5.127E-09
    Fe III       9608.68   1.431E+27   5.084E-09
    Fe VI        2823.53   1.430E+27   5.080E-09
    Fe IV        7036.32   1.428E+27   5.072E-09
    Fe V         4499.58   1.418E+27   5.034E-09
    Fe I        13729.26   1.380E+27   4.901E-09
    Fe IV        4869.06   1.352E+27   4.800E-09
    Fe IV        7171.03   1.351E+27   4.796E-09
    S  IV         815.95   1.350E+27   4.795E-09
    Fe II        5158.84   1.345E+27   4.776E-09
    Fe III       3301.59   1.319E+27   4.683E-09
    Fe II        9399.14   1.310E+27   4.652E-09
    Fe V        32971.77   1.300E+27   4.615E-09
    Fe II        7665.38   1.299E+27   4.614E-09
    Fe IV       15070.12   1.292E+27   4.587E-09
    Fe V        12016.93   1.277E+27   4.536E-09
    Si I         2216.67   1.276E+27   4.531E-09
    Fe I        14616.16   1.258E+27   4.466E-09
    Ne V         1574.70   1.244E+27   4.418E-09
    Fe III      30431.54   1.242E+27   4.410E-09
    Fe III       9444.30   1.208E+27   4.291E-09
    Fe III       2495.06   1.151E+27   4.088E-09
    Fe V         3446.26   1.135E+27   4.030E-09
    S  II        1203.87   1.086E+27   3.855E-09
    Fe IV       11133.29   1.052E+27   3.734E-09
    Fe V         3933.53   1.047E+27   3.717E-09
    Fe V         3725.23   1.019E+27   3.617E-09
    S  II        1803.84   1.003E+27   3.563E-09
    Fe V         4702.71   9.998E+26   3.551E-09
    Ca V         2281.20   9.922E+26   3.524E-09
    Fe V         5633.66   9.892E+26   3.513E-09
    Fe I        13206.80   9.864E+26   3.503E-09
    Fe IV        2570.17   9.839E+26   3.494E-09
    Fe V         5237.35   9.829E+26   3.491E-09
    Fe V         2567.43   9.631E+26   3.420E-09
    S  II        1549.38   9.515E+26   3.379E-09
    Ne III     108648.34   9.478E+26   3.366E-09
    Fe V         4558.75   9.428E+26   3.348E-09
    Si I         2210.89   9.419E+26   3.345E-09
    Fe I        13757.98   9.289E+26   3.299E-09
    Fe IV       10761.19   9.205E+26   3.269E-09
    Fe II       18114.09   9.022E+26   3.204E-09
    Fe V         5277.91   9.019E+26   3.203E-09
    Fe V         6091.51   8.966E+26   3.184E-09
    Fe III      28738.80   8.909E+26   3.164E-09
    Fe V         5531.08   8.817E+26   3.131E-09
    S  II        1102.37   8.700E+26   3.090E-09
    Fe IV        3933.53   8.645E+26   3.070E-09
    Fe IV        4902.03   8.644E+26   3.070E-09
    Fe III       8729.02   8.609E+26   3.057E-09
    Fe IV        5911.07   8.523E+26   3.027E-09
    Fe V         4694.65   8.410E+26   2.987E-09
    Fe III      27165.28   8.382E+26   2.977E-09
    Fe IV        2823.53   8.375E+26   2.974E-09
    S  II        1824.04   8.311E+26   2.952E-09
    Fe V         4671.37   8.282E+26   2.941E-09
    Fe V         4396.56   8.158E+26   2.897E-09
    Fe V         3253.43   8.139E+26   2.891E-09
    S  II     3141473.36   8.124E+26   2.885E-09
    Fe III       8838.30   8.122E+26   2.884E-09
    Fe III       4070.75   8.078E+26   2.869E-09
    Fe V         4479.21   8.023E+26   2.849E-09
    S  II        1812.09   7.982E+26   2.834E-09
    S  II        1363.04   7.954E+26   2.825E-09
    Fe I        12936.43   7.894E+26   2.803E-09
    Fe V         5938.98   7.796E+26   2.768E-09
    Si I         2435.15   7.741E+26   2.749E-09
    S  II        1535.88   7.730E+26   2.745E-09
    Fe V        19609.60   7.636E+26   2.712E-09
    Fe I        13417.98   7.519E+26   2.670E-09
    Fe VII       2577.94   7.484E+26   2.658E-09
