Total line luminosity    2.651E+36
    Ne V       143210.36   7.808E+31   1.482E-04
    Fe II       48879.57   7.655E+31   1.453E-04
    O  II        3734.34   7.354E+31   1.396E-04
    Fe VI       15432.32   5.994E+31   1.138E-04
    Fe VII       2835.77   5.874E+31   1.115E-04
    Fe VI        2835.77   5.712E+31   1.084E-04
    Fe VI       32971.77   5.047E+31   9.582E-05
    Mg I         4572.00   4.930E+31   9.360E-05
    O  III       1664.00   4.844E+31   9.197E-05
    Fe VI        2829.39   4.815E+31   9.141E-05
    Si IV        1400.00   4.617E+31   8.765E-05
    Ar IV        7333.42   4.617E+31   8.765E-05
    Ar III       5193.26   4.570E+31   8.675E-05
    S  IV        1423.85   4.055E+31   7.699E-05
    Fe VI       28644.94   3.993E+31   7.582E-05
    Ar IV        7239.39   3.603E+31   6.840E-05
    Ar IV        7264.74   3.532E+31   6.706E-05
    Fe I       347046.64   3.434E+31   6.520E-05
    Fe VI       33859.55   3.182E+31   6.040E-05
    Fe VII       3094.56   3.165E+31   6.010E-05
    S  I       252402.29   2.957E+31   5.613E-05
    Fe V         2577.94   2.921E+31   5.545E-05
    Ne III     360360.10   2.876E+31   5.461E-05
    Fe VI       15412.34   2.801E+31   5.318E-05
    S  IV        1404.82   2.760E+31   5.241E-05
    O  IV        1400.00   2.740E+31   5.202E-05
    Si I        16454.52   2.577E+31   4.893E-05
    Ca V         6088.05   2.469E+31   4.687E-05
    O  III       2321.67   2.393E+31   4.544E-05
    C  I         4622.67   2.393E+31   4.543E-05
    Fe V         1997.97   2.377E+31   4.512E-05
    Fe VI       33911.24   2.246E+31   4.264E-05
    Fe II      873590.76   2.170E+31   4.119E-05
    O  II        7336.09   1.830E+31   3.473E-05
    Ar III      63684.93   1.743E+31   3.308E-05
    S  IV        1398.05   1.666E+31   3.164E-05
    S  III     119998.32   1.639E+31   3.112E-05
    Fe II       46065.17   1.510E+31   2.867E-05
    Al II        2670.00   1.497E+31   2.842E-05
    Fe V         5795.99   1.493E+31   2.835E-05
    Fe V        15443.05   1.480E+31   2.809E-05
    O  II        2474.65   1.420E+31   2.696E-05
    Ne V       243174.52   1.420E+31   2.695E-05
    Fe II       56725.45   1.230E+31   2.335E-05
    Fe II      357673.68   1.165E+31   2.211E-05
    Ar V         2692.02   1.143E+31   2.170E-05
    Fe V        27157.17   1.113E+31   2.114E-05
    Fe VII      33911.24   1.084E+31   2.058E-05
    Fe V        27134.32   1.007E+31   1.913E-05
    Fe VII       2823.53   9.762E+30   1.853E-05
    Fe V         3095.80   9.393E+30   1.783E-05
    Si I        16068.29   9.361E+30   1.777E-05
    Fe VII      28055.71   8.809E+30   1.672E-05
    Fe VII      15412.34   8.666E+30   1.645E-05
    Fe VII      15432.32   8.471E+30   1.608E-05
    Fe VI        2577.94   8.220E+30   1.561E-05
    Fe VII      32971.77   7.749E+30   1.471E-05
    Fe V         2829.39   7.492E+30   1.422E-05
    Ar IV        7172.46   7.176E+30   1.362E-05
    S  I       563033.63   6.725E+30   1.277E-05
    O  III       4932.59   6.385E+30   1.212E-05
    Fe VII      27443.44   6.244E+30   1.186E-05
    Fe II       40753.04   5.797E+30   1.101E-05
    Fe V         2017.88   5.788E+30   1.099E-05
    Fe V        32193.51   5.711E+30   1.084E-05
    Fe V        15063.08   5.267E+30   9.999E-06
    Fe V         9428.53   5.073E+30   9.632E-06
    Fe VI       27443.44   5.027E+30   9.544E-06
    Fe II       12566.92   4.991E+30   9.476E-06
    Fe II       16435.65   4.815E+30   9.140E-06
    Ne V         3426.86   4.598E+30   8.729E-06
    Fe I       542954.81   4.554E+30   8.646E-06
    Fe IV        2835.77   4.193E+30   7.961E-06
    O  V         1216.00   4.123E+30   7.828E-06
    Ar V         4626.82   3.716E+30   7.054E-06
    Fe V         7925.09   3.710E+30   7.043E-06
    Fe II       50610.97   3.348E+30   6.356E-06
    Fe III    1053463.93   3.243E+30   6.157E-06
    Fe II       44337.23   2.666E+30   5.061E-06
    Fe V        27732.73   2.593E+30   4.923E-06
    Fe VII      15443.05   2.414E+30   4.583E-06
    Fe IV        2829.39   2.379E+30   4.517E-06
    Fe V         5798.81   2.024E+30   3.842E-06
    Fe VII      28356.51   2.006E+30   3.808E-06
    Fe II       40809.30   1.781E+30   3.381E-06
    Fe V        15412.34   1.730E+30   3.284E-06
    Ne V         3346.78   1.690E+30   3.208E-06
    Fe V         8869.19   1.665E+30   3.161E-06
    Fe V         7266.99   1.563E+30   2.968E-06
    Fe VII      32193.51   1.484E+30   2.817E-06
    Al III       1858.00   1.469E+30   2.790E-06
    O  I       631679.02   1.384E+30   2.627E-06
    O  VI        1034.00   1.363E+30   2.587E-06
    Fe II       13205.67   1.313E+30   2.492E-06
    Ar III       3006.10   1.271E+30   2.413E-06
    Fe VI       32193.51   1.176E+30   2.232E-06
    Fe V         6224.64   1.079E+30   2.048E-06
    C  II     1580000.00   1.067E+30   2.027E-06
    Ne IV        2421.48   1.036E+30   1.967E-06
    N  III     573300.00   1.018E+30   1.933E-06
    Fe II       15334.86   1.017E+30   1.931E-06
    Fe II       18094.12   9.653E+29   1.833E-06
    Fe II       13718.29   9.385E+29   1.782E-06
    S  III       3797.00   9.118E+29   1.731E-06
    O  V         6488.00   9.111E+29   1.730E-06
    Si I        10991.41   9.056E+29   1.719E-06
    Fe V         8024.13   8.650E+29   1.642E-06
    Fe V         7557.43   8.400E+29   1.595E-06
    S  IV        1072.98   8.011E+29   1.521E-06
    Fe V         7191.30   7.964E+29   1.512E-06
    Fe V        38082.32   7.910E+29   1.502E-06
    Ar V        49290.19   7.698E+29   1.461E-06
    Fe II       12942.82   7.649E+29   1.452E-06
    Fe II       16768.93   7.424E+29   1.409E-06
    Fe V         6826.55   7.132E+29   1.354E-06
    Fe V         8993.42   6.894E+29   1.309E-06
    Fe V         7192.90   6.468E+29   1.228E-06
    Fe II       46707.79   6.263E+29   1.189E-06
    Fe II       15994.87   5.907E+29   1.121E-06
    Ca V        30528.74   5.825E+29   1.106E-06
    Fe V        15070.12   5.717E+29   1.085E-06
    C  III       1909.00   5.641E+29   1.071E-06
    Fe V         4144.24   5.246E+29   9.959E-07
    Fe III       5270.45   5.105E+29   9.692E-07
    Fe II       18000.34   5.055E+29   9.598E-07
    Fe V         1900.41   4.741E+29   9.000E-07
    Fe V         7192.44   4.738E+29   8.995E-07
    Fe IV        2567.63   4.736E+29   8.992E-07
    Fe III       4881.04   4.659E+29   8.846E-07
    Fe III       4658.10   4.625E+29   8.781E-07
    Ar III       8038.72   4.531E+29   8.602E-07
    Fe V         5911.07   4.424E+29   8.400E-07
    Fe II       13277.90   4.406E+29   8.364E-07
    Fe II       12787.88   4.330E+29   8.221E-07
    S  II        1259.53   4.241E+29   8.051E-07
    Fe V        30327.23   4.210E+29   7.992E-07
    Fe V        30335.51   4.189E+29   7.953E-07
    Al II        1671.00   4.107E+29   7.798E-07
    Fe V        29728.42   4.104E+29   7.792E-07
    Fe V         7184.06   4.099E+29   7.782E-07
    Fe V         5236.12   3.957E+29   7.512E-07
    S  IV        1073.53   3.909E+29   7.421E-07
    Fe II       12485.55   3.896E+29   7.397E-07
    Fe V         7265.35   3.827E+29   7.265E-07
    Ca V         2413.60   3.397E+29   6.449E-07
    Fe V         5233.81   3.276E+29   6.219E-07
    Fe VII      33859.55   3.075E+29   5.838E-07
    C  IV        1550.00   2.767E+29   5.253E-07
    S  II        1253.82   2.749E+29   5.219E-07
    Fe II       16637.83   2.723E+29   5.171E-07
    Fe II       17971.20   2.666E+29   5.062E-07
    Fe II       12476.79   2.536E+29   4.815E-07
    Fe II       12703.59   2.493E+29   4.733E-07
    S  V         1199.15   2.370E+29   4.500E-07
    Fe V         8962.46   2.342E+29   4.446E-07
    S  IV        1062.67   2.125E+29   4.035E-07
    Fe III       4701.58   2.051E+29   3.893E-07
    Fe VI       15443.05   2.026E+29   3.847E-07
    S  V         1188.29   1.945E+29   3.692E-07
    Ar V         6135.38   1.887E+29   3.582E-07
    Fe II       12977.86   1.881E+29   3.571E-07
    Fe V        28644.94   1.640E+29   3.114E-07
    Fe II       17111.44   1.559E+29   2.959E-07
    Fe III       5011.31   1.442E+29   2.738E-07
    Fe IV       28356.51   1.424E+29   2.703E-07
    Fe V        27443.44   1.423E+29   2.702E-07
    Fe II       17449.52   1.350E+29   2.564E-07
    S  II        1250.60   1.323E+29   2.511E-07
    Ar V         2786.82   1.315E+29   2.497E-07
    Fe V         4900.02   1.205E+29   2.288E-07
    Fe V         7222.84   1.121E+29   2.128E-07
    N  II        6559.79   1.119E+29   2.124E-07
    Fe II       12521.50   9.904E+28   1.880E-07
    Fe III       4733.95   9.713E+28   1.844E-07
    Ne III       3869.85   9.175E+28   1.742E-07
    Fe V        28055.71   9.129E+28   1.733E-07
    Fe IV        2567.43   8.629E+28   1.638E-07
    Fe V         7533.79   8.616E+28   1.636E-07
    Fe III       4987.26   8.598E+28   1.632E-07
    Fe III       4754.73   8.436E+28   1.602E-07
    O  III       2332.12   8.388E+28   1.592E-07
    Fe V         4206.64   7.991E+28   1.517E-07
    Fe V         5756.54   7.891E+28   1.498E-07
    Fe IV        6739.88   7.585E+28   1.440E-07
    C  II        2326.00   7.563E+28   1.436E-07
    Fe V         2567.63   7.502E+28   1.424E-07
    Fe III       4769.48   7.026E+28   1.334E-07
    Fe IV       28644.94   6.723E+28   1.276E-07
    Fe V         1892.63   6.480E+28   1.230E-07
    Fe V         4869.06   6.150E+28   1.168E-07
    Fe II      228961.97   5.590E+28   1.061E-07
    Fe V         4888.68   5.458E+28   1.036E-07
    O  I      1454952.27   4.985E+28   9.465E-08
    Fe IV        2577.94   4.738E+28   8.996E-08
    Fe III       4777.73   4.683E+28   8.891E-08
    Fe II        8617.04   4.626E+28   8.783E-08
    Fe III       5412.03   4.541E+28   8.620E-08
    Fe III       4930.59   4.442E+28   8.433E-08
    Fe IV       28055.71   4.206E+28   7.986E-08
    Si I         6526.78   4.178E+28   7.933E-08
    Ca II        7305.00   4.176E+28   7.928E-08
    Fe V        28333.20   4.140E+28   7.860E-08
    Fe V         4198.28   3.644E+28   6.918E-08
    Fe IV       27157.17   3.623E+28   6.878E-08
    Fe III       4607.07   3.595E+28   6.826E-08
    Fe IV        4906.61   3.428E+28   6.509E-08
    Ca V         3999.01   3.232E+28   6.137E-08
    Fe I        14429.79   3.229E+28   6.131E-08
    Fe IV        3094.99   3.032E+28   5.756E-08
    Ne III       3968.58   2.836E+28   5.384E-08
    Fe III      22178.42   2.792E+28   5.301E-08
    Fe III      22420.65   2.778E+28   5.274E-08
    Ar IV      775794.63   2.751E+28   5.223E-08
    Fe III       4667.06   2.694E+28   5.114E-08
    Fe V         2570.17   2.476E+28   4.700E-08
    Fe IV        6761.45   2.393E+28   4.543E-08
    Fe III       5084.82   2.386E+28   4.530E-08
    Fe IV       27732.73   2.311E+28   4.387E-08
    Fe III       3239.77   2.270E+28   4.310E-08
    Fe IV        5233.81   2.097E+28   3.982E-08
    Fe VII      29010.68   2.045E+28   3.883E-08
    Fe V         4208.92   1.899E+28   3.606E-08
    Fe III      23479.03   1.851E+28   3.514E-08
    Fe V         7555.66   1.768E+28   3.357E-08
    Fe V         5685.40   1.712E+28   3.250E-08
    Fe IV        4903.12   1.700E+28   3.227E-08
    Fe V        21871.77   1.668E+28   3.166E-08
    Fe IV        4900.02   1.624E+28   3.083E-08
    Fe II        8892.00   1.527E+28   2.900E-08
    Si I         3020.00   1.515E+28   2.876E-08
    Fe IV        6997.17   1.448E+28   2.749E-08
    Fe V         5632.23   1.442E+28   2.738E-08
    Fe III       4008.38   1.369E+28   2.600E-08
    Fe V         8026.13   1.358E+28   2.578E-08
    S  II        1550.15   1.322E+28   2.509E-08
    Fe V         5033.64   1.309E+28   2.485E-08
    Fe III       3322.57   1.289E+28   2.448E-08
    Fe V         6193.98   1.284E+28   2.437E-08
    Fe IV        4868.21   1.252E+28   2.377E-08
    Ne IV        1599.74   1.143E+28   2.169E-08
    Fe IV        7222.84   1.128E+28   2.142E-08
    Fe IV       27134.32   1.098E+28   2.084E-08
    Fe II        9052.04   1.092E+28   2.074E-08
    Fe IV        4868.00   1.087E+28   2.063E-08
    Fe IV        4144.24   1.079E+28   2.049E-08
    Fe V         4902.03   1.070E+28   2.031E-08
    Fe IV        4206.64   1.064E+28   2.021E-08
    Fe IV        4918.02   1.063E+28   2.019E-08
    Fe III       9701.37   1.054E+28   2.000E-08
    Fe IV        5033.64   1.042E+28   1.979E-08
    Fe V         4869.28   1.029E+28   1.954E-08
    Fe IV        6792.55   9.945E+27   1.888E-08
    Fe IV        4208.92   9.876E+27   1.875E-08
    Fe V         3973.08   9.841E+27   1.868E-08
    Fe II        7637.61   9.736E+27   1.848E-08
    Fe V         7467.78   9.627E+27   1.828E-08
    Fe III       3371.45   9.498E+27   1.803E-08
    Fe III       3334.93   9.442E+27   1.793E-08
    S  II        1541.51   9.329E+27   1.771E-08
    Fe II        7155.05   9.210E+27   1.748E-08
    Mg I         4572.00   9.105E+27   1.729E-08
    Fe V         5785.86   8.964E+27   1.702E-08
    Fe II      346510.17   8.871E+27   1.684E-08
    Fe V        25991.50   8.715E+27   1.655E-08
    Fe V         3871.43   8.698E+27   1.651E-08
    Fe II        9226.71   8.592E+27   1.631E-08
    Fe V        21214.13   8.511E+27   1.616E-08
    Si I         2524.11   8.463E+27   1.607E-08
    Fe VI       28356.51   8.396E+27   1.594E-08
    S  II        1805.36   8.277E+27   1.571E-08
    O  III     326583.70   8.192E+27   1.555E-08
    Fe III      21451.28   8.149E+27   1.547E-08
    Fe III       3356.60   8.056E+27   1.529E-08
    Fe III       2438.32   7.827E+27   1.486E-08
    Fe V         4868.21   7.617E+27   1.446E-08
    Fe V        20883.11   7.616E+27   1.446E-08
    Fe IV        7184.06   7.614E+27   1.446E-08
    Fe I        15351.40   7.589E+27   1.441E-08
    Fe IV       15443.05   7.511E+27   1.426E-08
    Fe VII      28644.94   7.462E+27   1.417E-08
    N  III       1750.00   7.360E+27   1.397E-08
    Fe V        29010.68   7.130E+27   1.354E-08
    Si I         2516.11   7.116E+27   1.351E-08
    Fe IV        7191.30   7.072E+27   1.343E-08
    Fe V         4647.23   6.981E+27   1.325E-08
    S  II        1540.75   6.748E+27   1.281E-08
    Fe III       9942.28   6.731E+27   1.278E-08
    Si I         2881.58   6.679E+27   1.268E-08
    Fe I        13552.49   6.608E+27   1.255E-08
    Fe V         3859.54   6.449E+27   1.224E-08
    Fe III       3286.22   6.416E+27   1.218E-08
    Fe IV       15412.34   6.142E+27   1.166E-08
    Fe VII       2570.17   6.120E+27   1.162E-08
    Fe V         4498.95   6.019E+27   1.143E-08
    Fe V         4921.15   5.997E+27   1.139E-08
    Fe V         5731.89   5.944E+27   1.129E-08
    N  IV        1486.00   5.812E+27   1.103E-08
    Fe II        9267.65   5.711E+27   1.084E-08
    Fe IV        6734.48   5.687E+27   1.080E-08
    Fe IV        4869.28   5.645E+27   1.072E-08
    Fe V         6792.55   5.637E+27   1.070E-08
    Fe III       2464.54   5.629E+27   1.069E-08
    Fe V        35876.59   5.538E+27   1.051E-08
    Fe III      24521.98   5.460E+27   1.037E-08
    Fe III       3355.52   5.446E+27   1.034E-08
    Fe II        7687.01   5.444E+27   1.034E-08
    Fe IV        4152.38   5.391E+27   1.023E-08
    Fe V         4071.36   5.318E+27   1.010E-08
    Si I        15871.57   5.269E+27   1.000E-08
    Si I         3006.74   5.073E+27   9.631E-09
    Fe IV        5798.81   4.837E+27   9.183E-09
    S  I       174276.08   4.827E+27   9.164E-09
    Fe III       3366.24   4.825E+27   9.161E-09
    Fe IV        5800.33   4.768E+27   9.052E-09
    Fe III       3319.25   4.551E+27   8.639E-09
    Si I         2506.90   4.477E+27   8.500E-09
    Fe IV        5032.50   4.455E+27   8.458E-09
    Fe II        9033.58   4.428E+27   8.407E-09
    Ca V         6428.92   4.286E+27   8.138E-09
    Fe IV        7192.44   4.271E+27   8.109E-09
    Si I         2528.51   4.199E+27   7.972E-09
    Si I         2514.31   4.147E+27   7.873E-09
    Fe III       3406.22   4.126E+27   7.833E-09
    Fe V        15432.32   4.030E+27   7.651E-09
    Fe III      29041.02   3.977E+27   7.551E-09
    Fe III       4079.74   3.898E+27   7.400E-09
    Fe III       2483.07   3.816E+27   7.244E-09
    Fe I        13672.29   3.812E+27   7.237E-09
    Fe V         5711.22   3.763E+27   7.145E-09
    Fe IV        4888.68   3.683E+27   6.992E-09
    Fe V         5800.33   3.642E+27   6.915E-09
    Fe III      32284.97   3.624E+27   6.881E-09
    S  II        1363.39   3.484E+27   6.614E-09
    Fe V         3598.47   3.319E+27   6.302E-09
    Fe II        7172.06   3.308E+27   6.281E-09
    Fe IV       27756.60   3.304E+27   6.272E-09
    Fe III       4046.46   3.286E+27   6.239E-09
    S  II        1204.34   3.224E+27   6.121E-09
    Fe IV        5237.35   3.200E+27   6.075E-09
    Fe I        14982.33   3.188E+27   6.052E-09
    Fe IV        6826.55   3.184E+27   6.044E-09
    Si I         2519.20   3.017E+27   5.728E-09
    Fe IV        4866.22   3.003E+27   5.701E-09
    Fe V        29101.89   2.998E+27   5.693E-09
    Fe V        19074.22   2.939E+27   5.579E-09
    Fe V         3192.62   2.916E+27   5.536E-09
    Fe I        14362.29   2.910E+27   5.525E-09
    Fe II        7452.42   2.889E+27   5.485E-09
    Fe VI        2823.53   2.791E+27   5.298E-09
    Fe III       9608.68   2.767E+27   5.253E-09
    Fe IV        6756.05   2.757E+27   5.234E-09
    Fe IV        7925.09   2.753E+27   5.226E-09
    Fe IV        7036.32   2.717E+27   5.159E-09
    S  II        1204.28   2.689E+27   5.104E-09
    Fe V         4499.58   2.686E+27   5.100E-09
    Fe IV        4869.06   2.562E+27   4.865E-09
    Fe IV        7171.03   2.561E+27   4.861E-09
    Si I       447992.58   2.560E+27   4.861E-09
    Fe III       3301.59   2.547E+27   4.836E-09
    Fe II        5158.84   2.534E+27   4.810E-09
    Fe V        32971.77   2.531E+27   4.805E-09
    Fe IV       15070.12   2.481E+27   4.710E-09
    Fe II        7388.23   2.454E+27   4.659E-09
    Si I         2216.67   2.441E+27   4.634E-09
    S  IV         815.95   2.422E+27   4.597E-09
    Fe III      30431.54   2.400E+27   4.557E-09
    Fe V        12016.93   2.400E+27   4.557E-09
    Fe II        9471.03   2.368E+27   4.496E-09
    Fe III       9444.30   2.335E+27   4.434E-09
    Ne V         1574.70   2.330E+27   4.423E-09
    Fe III       2495.06   2.205E+27   4.186E-09
    Fe V         3446.26   2.133E+27   4.049E-09
    Fe I        13729.26   2.062E+27   3.915E-09
    Fe II        7665.38   2.019E+27   3.834E-09
    Fe II        9399.14   2.002E+27   3.800E-09
    Fe V         3933.53   1.994E+27   3.786E-09
    Fe IV       11133.29   1.989E+27   3.777E-09
    S  II        1203.87   1.984E+27   3.767E-09
    Fe V         5633.66   1.919E+27   3.643E-09
    Fe V         3725.23   1.912E+27   3.630E-09
    Fe V         5237.35   1.902E+27   3.611E-09
    Fe IV        2570.17   1.890E+27   3.589E-09
    Fe I        14616.16   1.888E+27   3.584E-09
    Fe V         4702.71   1.878E+27   3.566E-09
    Ca V         2281.20   1.876E+27   3.562E-09
    S  II        1803.84   1.871E+27   3.553E-09
    Fe V         2567.43   1.869E+27   3.547E-09
    Ne III     108648.34   1.809E+27   3.434E-09
    Si I         2210.89   1.802E+27   3.421E-09
    S  II        1549.38   1.775E+27   3.369E-09
    Fe V         4558.75   1.771E+27   3.363E-09
    Fe IV       10761.19   1.741E+27   3.305E-09
    Fe III      28738.80   1.722E+27   3.268E-09
    Fe V         5277.91   1.719E+27   3.263E-09
    Fe V         6091.51   1.684E+27   3.198E-09
    Fe III       8729.02   1.663E+27   3.157E-09
    Fe V         5531.08   1.657E+27   3.145E-09
    Fe IV        4902.03   1.639E+27   3.111E-09
    Fe IV        3933.53   1.633E+27   3.100E-09
    Fe III      27165.28   1.620E+27   3.076E-09
    Fe IV        5911.07   1.617E+27   3.069E-09
    Fe IV        2823.53   1.610E+27   3.056E-09
    S  II        1102.37   1.585E+27   3.010E-09
    S  II     3141473.36   1.581E+27   3.002E-09
    Fe V         4694.65   1.580E+27   3.000E-09
    Fe III       8838.30   1.569E+27   2.979E-09
    Fe III       4070.75   1.560E+27   2.962E-09
    Fe V         4671.37   1.556E+27   2.954E-09
    S  II        1824.04   1.550E+27   2.943E-09
    Fe V         4396.56   1.533E+27   2.910E-09
    Fe V         3253.43   1.528E+27   2.901E-09
    Fe V         5938.98   1.508E+27   2.863E-09
    Fe V         4479.21   1.508E+27   2.862E-09
    S  II        1812.09   1.489E+27   2.826E-09
    Si I         2435.15   1.478E+27   2.807E-09
    Fe I        13206.80   1.474E+27   2.798E-09
    Fe VII       2577.94   1.452E+27   2.757E-09
    S  II        1363.04   1.450E+27   2.752E-09
    S  II        1535.88   1.442E+27   2.737E-09
    Fe V        19609.60   1.435E+27   2.724E-09
    Si I         2207.98   1.428E+27   2.712E-09
    Fe V         5977.44   1.391E+27   2.641E-09
    Fe I        13757.98   1.383E+27   2.625E-09
    Fe II       18114.09   1.379E+27   2.617E-09
