Total line luminosity    1.281E+36
    Al III       1858.00   1.384E+30   7.263E-06
    Fe II       12942.82   1.332E+30   6.990E-06
    Fe III       4701.58   1.326E+30   6.959E-06
    Fe II       16768.93   1.293E+30   6.785E-06
    Fe V         6224.64   1.264E+30   6.631E-06
    Fe II       15994.87   1.117E+30   5.861E-06
    Fe IV        2567.63   1.117E+30   5.859E-06
    S  III       3797.00   1.103E+30   5.788E-06
    Al II        1671.00   1.086E+30   5.699E-06
    Fe VII      15443.05   1.080E+30   5.666E-06
    Ne III     360134.29   1.079E+30   5.660E-06
    Fe III    1053463.93   1.040E+30   5.455E-06
    Fe V         7557.43   1.032E+30   5.414E-06
    Fe V         8024.13   1.013E+30   5.317E-06
    Ne III       3968.58   9.828E+29   5.157E-06
    Fe II       40809.30   9.784E+29   5.134E-06
    Fe V         7191.30   9.746E+29   5.113E-06
    Fe V        38082.32   9.716E+29   5.098E-06
    Fe III       5011.31   9.690E+29   5.084E-06
    S  II        1259.53   9.307E+29   4.883E-06
    Ne V       243174.52   9.149E+29   4.801E-06
    Ne IV        2421.48   8.994E+29   4.719E-06
    Fe VII      28356.51   8.973E+29   4.708E-06
    Fe II       18000.34   8.805E+29   4.620E-06
    O  VI        1034.00   8.672E+29   4.550E-06
    O  I       631679.02   8.361E+29   4.387E-06
    Fe II       12787.88   8.189E+29   4.296E-06
    S  IV        1072.98   8.185E+29   4.295E-06
    Fe V         6826.55   8.098E+29   4.249E-06
    Fe VI       32193.51   8.049E+29   4.223E-06
    Fe V         7192.90   7.916E+29   4.153E-06
    Fe V         8993.42   7.828E+29   4.107E-06
    Fe II       13277.90   7.673E+29   4.026E-06
    Fe V         4144.24   6.966E+29   3.655E-06
    Fe II       12485.55   6.786E+29   3.561E-06
    Fe V        15070.12   6.602E+29   3.464E-06
    Fe VII      32193.51   6.425E+29   3.371E-06
    Fe III       4733.95   6.319E+29   3.315E-06
    Ne V         3426.86   6.253E+29   3.281E-06
    Fe V         1900.41   5.823E+29   3.055E-06
    Fe V         7192.44   5.665E+29   2.972E-06
    Ar III       8038.72   5.630E+29   2.954E-06
    S  II        1253.82   5.628E+29   2.953E-06
    Fe III       4987.26   5.454E+29   2.861E-06
    Fe V        29728.42   5.451E+29   2.860E-06
    Fe III       4754.73   5.408E+29   2.837E-06
    Fe II       16637.83   5.334E+29   2.799E-06
    Fe V         5911.07   5.183E+29   2.719E-06
    Fe V         7184.06   5.147E+29   2.701E-06
    Fe V        30335.51   5.127E+29   2.690E-06
    Ca V        30528.74   5.125E+29   2.689E-06
    C  II     1580000.00   5.043E+29   2.646E-06
    Fe II       17971.20   5.042E+29   2.645E-06
    Fe V        30327.23   5.033E+29   2.641E-06
    Fe II       12703.59   4.883E+29   2.562E-06
    Fe V         7265.35   4.805E+29   2.521E-06
    Fe II       12476.79   4.796E+29   2.516E-06
    C  III       1909.00   4.750E+29   2.492E-06
    Fe III       4769.48   4.544E+29   2.384E-06
    Fe V         5236.12   4.492E+29   2.357E-06
    C  IV        1550.00   4.182E+29   2.194E-06
    S  V         1199.15   4.013E+29   2.105E-06
    N  III     573300.00   3.796E+29   1.992E-06
    Fe V         5233.81   3.719E+29   1.952E-06
    S  IV        1073.53   3.691E+29   1.936E-06
    Fe II       12977.86   3.557E+29   1.866E-06
    Ca V         2413.60   3.497E+29   1.835E-06
    Fe II       46707.79   3.440E+29   1.805E-06
    Fe IV       28356.51   3.309E+29   1.736E-06
    Fe II        8617.04   3.196E+29   1.677E-06
    Ar V        49290.19   3.092E+29   1.622E-06
    S  V         1188.29   3.049E+29   1.600E-06
    Fe III       4777.73   3.046E+29   1.598E-06
    Fe III       5412.03   3.018E+29   1.583E-06
    Fe III       4930.59   3.000E+29   1.574E-06
    Fe II       17111.44   2.947E+29   1.546E-06
    Fe V         8962.46   2.659E+29   1.395E-06
    Fe II       17449.52   2.645E+29   1.388E-06
    S  II        1250.60   2.489E+29   1.306E-06
    Fe III       4607.07   2.325E+29   1.220E-06
    S  IV        1062.67   2.307E+29   1.210E-06
    Ne V         3346.78   2.298E+29   1.206E-06
    O  III       2332.12   2.145E+29   1.125E-06
    O  V         6488.00   2.125E+29   1.115E-06
    Si I         6526.78   2.107E+29   1.105E-06
    Fe IV        2567.43   2.051E+29   1.076E-06
    Fe II       12521.50   1.940E+29   1.018E-06
    Fe III       4667.06   1.752E+29   9.195E-07
    N  II        6559.79   1.707E+29   8.954E-07
    Fe III      22420.65   1.682E+29   8.827E-07
    Fe III      22178.42   1.671E+29   8.769E-07
    Fe IV        6739.88   1.641E+29   8.610E-07
    Fe III       5084.82   1.603E+29   8.410E-07
    Fe V         4900.02   1.590E+29   8.341E-07
    Fe IV       28644.94   1.543E+29   8.097E-07
    Fe V        28644.94   1.499E+29   7.864E-07
    Fe V         7222.84   1.478E+29   7.755E-07
    Fe VI       15443.05   1.387E+29   7.278E-07
    Fe VII      33859.55   1.300E+29   6.823E-07
    Fe V        27443.44   1.230E+29   6.455E-07
    Fe III       3239.77   1.220E+29   6.403E-07
    S  II        1550.15   1.157E+29   6.072E-07
    Fe II        8892.00   1.119E+29   5.871E-07
    Fe III      23479.03   1.108E+29   5.813E-07
    Fe IV        2577.94   1.101E+29   5.778E-07
    Fe V         7533.79   1.058E+29   5.553E-07
    Fe II        7155.05   1.049E+29   5.502E-07
    Fe V         5756.54   1.041E+29   5.461E-07
    Fe II      228961.97   9.737E+28   5.109E-07
    Fe IV       28055.71   9.654E+28   5.065E-07
    Fe V         4206.64   9.555E+28   5.013E-07
    Ar V         6135.38   8.685E+28   4.557E-07
    Fe IV        4906.61   8.614E+28   4.519E-07
    Si I         3020.00   8.592E+28   4.508E-07
    Fe IV       27157.17   8.543E+28   4.482E-07
    Fe III       4008.38   8.292E+28   4.351E-07
    Fe V         1892.63   8.137E+28   4.269E-07
    Fe V        28055.71   7.890E+28   4.140E-07
    S  II        1541.51   7.606E+28   3.991E-07
    Fe II        9052.04   7.545E+28   3.959E-07
    Fe V         4869.06   7.526E+28   3.949E-07
    Fe V         4888.68   7.198E+28   3.777E-07
    Fe V         2567.63   6.855E+28   3.597E-07
    Ar V         2786.82   6.845E+28   3.591E-07
    Fe II        7637.61   6.725E+28   3.528E-07
    Ca II        7305.00   6.662E+28   3.495E-07
    Fe I        14429.79   6.318E+28   3.315E-07
    Fe II        9226.71   6.295E+28   3.303E-07
    S  II        1805.36   6.243E+28   3.276E-07
    Fe III       3322.57   6.029E+28   3.163E-07
    Fe III       9701.37   5.801E+28   3.044E-07
    S  II        1540.75   5.525E+28   2.899E-07
    Fe IV       27732.73   5.491E+28   2.881E-07
    Fe IV        3094.99   5.430E+28   2.849E-07
    Fe IV        5233.81   5.323E+28   2.793E-07
    Fe III       3334.93   5.184E+28   2.720E-07
    Fe IV        6761.45   5.177E+28   2.716E-07
    Si I         2524.11   5.169E+28   2.712E-07
    Fe III      21451.28   5.040E+28   2.644E-07
    Mg I         4572.00   4.933E+28   2.588E-07
    Fe V        28333.20   4.782E+28   2.509E-07
    Fe II        9267.65   4.556E+28   2.390E-07
    Fe III       3371.45   4.441E+28   2.330E-07
    Fe III       3356.60   4.423E+28   2.321E-07
    Fe V         4198.28   4.357E+28   2.286E-07
    C  II        2326.00   4.333E+28   2.273E-07
    O  I      1454952.27   4.260E+28   2.235E-07
    Fe IV        4903.12   4.260E+28   2.235E-07
    Fe IV        4900.02   4.070E+28   2.136E-07
    Fe II        7687.01   3.989E+28   2.093E-07
    Fe III       2438.32   3.929E+28   2.062E-07
    Fe II        7172.06   3.865E+28   2.028E-07
    Si I         2506.90   3.720E+28   1.952E-07
    Fe III       9942.28   3.706E+28   1.944E-07
    Fe IV        6997.17   3.646E+28   1.913E-07
    Si I         2516.11   3.609E+28   1.894E-07
    Fe II        9033.58   3.533E+28   1.854E-07
    Fe III       3286.22   3.448E+28   1.809E-07
    Fe II        5158.84   3.414E+28   1.791E-07
    Ca V         3999.01   3.328E+28   1.746E-07
    Fe II        7452.42   3.289E+28   1.726E-07
    Fe III      24521.98   3.268E+28   1.715E-07
    Fe IV        4868.21   3.127E+28   1.640E-07
    Si I         2881.58   3.097E+28   1.625E-07
    Fe III       3355.52   3.034E+28   1.592E-07
    Si I         3006.74   2.878E+28   1.510E-07
    Fe II        7388.23   2.867E+28   1.504E-07
    Fe IV        7222.84   2.835E+28   1.487E-07
    Fe III       2464.54   2.826E+28   1.483E-07
    Fe IV        4144.24   2.807E+28   1.473E-07
    Fe IV        4206.64   2.782E+28   1.460E-07
    Fe IV        4868.00   2.721E+28   1.428E-07
    Si I         2514.31   2.690E+28   1.411E-07
    Fe III       3366.24   2.688E+28   1.410E-07
    Fe IV        4918.02   2.671E+28   1.402E-07
    Fe IV        5033.64   2.645E+28   1.388E-07
    Fe IV       27134.32   2.609E+28   1.369E-07
    Fe IV        4208.92   2.581E+28   1.354E-07
    Fe IV        6792.55   2.481E+28   1.302E-07
    Fe III      29041.02   2.460E+28   1.291E-07
    Fe III       3319.25   2.446E+28   1.283E-07
    Fe III       4079.74   2.361E+28   1.239E-07
    Fe V        21871.77   2.326E+28   1.220E-07
    Fe V         4208.92   2.271E+28   1.192E-07
    Fe V         7555.66   2.172E+28   1.140E-07
    Fe III      32284.97   2.169E+28   1.138E-07
    Fe V         2570.17   2.140E+28   1.123E-07
    Fe V         5685.40   2.095E+28   1.099E-07
    Fe III       4046.46   2.032E+28   1.066E-07
    Si I         2519.20   2.000E+28   1.050E-07
    Si I         2528.51   1.957E+28   1.027E-07
    Fe III       3406.22   1.929E+28   1.012E-07
    Fe III       2483.07   1.916E+28   1.005E-07
    Fe IV        7184.06   1.908E+28   1.001E-07
    Fe II        5261.66   1.814E+28   9.520E-08
    Fe IV        7191.30   1.766E+28   9.268E-08
    Fe IV       15443.05   1.746E+28   9.160E-08
    Fe II        9471.03   1.735E+28   9.104E-08
    Fe V         5632.23   1.699E+28   8.914E-08
    Fe II      346510.17   1.678E+28   8.802E-08
    Ar IV      775794.63   1.675E+28   8.787E-08
    S  II        1363.39   1.646E+28   8.639E-08
    Fe II        7665.38   1.611E+28   8.453E-08
    Fe V         8026.13   1.591E+28   8.348E-08
    Fe III       9608.68   1.576E+28   8.270E-08
    S  II        1549.38   1.564E+28   8.207E-08
    Fe I        13552.49   1.552E+28   8.141E-08
    Fe V         5033.64   1.533E+28   8.044E-08
    Si I         2216.67   1.521E+28   7.982E-08
    Fe V         6193.98   1.504E+28   7.890E-08
    Fe I        15351.40   1.485E+28   7.790E-08
    Fe III      30431.54   1.484E+28   7.789E-08
    Fe IV       15412.34   1.427E+28   7.489E-08
    S  II        1803.84   1.412E+28   7.406E-08
    Fe V         4902.03   1.411E+28   7.401E-08
    Fe IV        4869.28   1.410E+28   7.398E-08
    Fe IV        4152.38   1.402E+28   7.357E-08
    Fe III       3301.59   1.399E+28   7.339E-08
    Fe II        9399.14   1.383E+28   7.254E-08
    S  II        1824.04   1.367E+28   7.173E-08
    Fe V        25991.50   1.360E+28   7.136E-08
    Fe II        5527.39   1.354E+28   7.102E-08
    Fe II        5273.42   1.352E+28   7.095E-08
    Fe III       9444.30   1.330E+28   6.980E-08
    Fe V         3973.08   1.312E+28   6.886E-08
    Fe V         4869.28   1.292E+28   6.781E-08
    Fe V         3871.43   1.277E+28   6.700E-08
    S  II        1812.09   1.223E+28   6.419E-08
    Fe IV        5798.81   1.218E+28   6.391E-08
    Fe IV        5800.33   1.201E+28   6.300E-08
    Fe V        21214.13   1.187E+28   6.228E-08
    Fe V         7467.78   1.182E+28   6.204E-08
    Ne IV        1599.74   1.173E+28   6.154E-08
    Fe IV        5032.50   1.131E+28   5.933E-08
    Fe III       2495.06   1.107E+28   5.809E-08
    Si I        15871.57   1.092E+28   5.731E-08
    S  II        1535.88   1.086E+28   5.696E-08
    Fe V         5785.86   1.072E+28   5.624E-08
    Fe IV        7192.44   1.070E+28   5.612E-08
    Fe IV        6734.48   1.069E+28   5.611E-08
    Fe V        20883.11   1.062E+28   5.572E-08
    Fe V         4647.23   1.053E+28   5.523E-08
    Fe III      28738.80   1.043E+28   5.470E-08
    Fe II        4889.68   1.036E+28   5.436E-08
    Fe III      27165.28   1.002E+28   5.258E-08
    O  I         6300.30   9.946E+27   5.219E-08
    Fe I        13672.29   9.655E+27   5.066E-08
    Fe II        4814.58   9.629E+27   5.052E-08
    Fe II        4416.31   9.624E+27   5.050E-08
    Fe V         4868.21   9.565E+27   5.019E-08
    Fe II       18114.09   9.522E+27   4.996E-08
    Fe V         3859.54   9.468E+27   4.968E-08
    Fe II        5333.70   9.418E+27   4.941E-08
    Si I         2435.15   9.357E+27   4.909E-08
    Fe III       4070.75   9.339E+27   4.900E-08
    Fe IV        4888.68   9.229E+27   4.843E-08
    Si I         3905.52   9.226E+27   4.841E-08
    Fe VII      29010.68   9.150E+27   4.801E-08
    Si I         2210.89   8.943E+27   4.692E-08
    Fe III       8729.02   8.937E+27   4.689E-08
    Fe II        5376.51   8.873E+27   4.656E-08
    Fe V         4498.95   8.837E+27   4.637E-08
    Fe III       8838.30   8.615E+27   4.520E-08
    Si I         2207.98   8.591E+27   4.508E-08
    Fe III       4096.66   8.388E+27   4.401E-08
    Fe IV        5237.35   8.120E+27   4.261E-08
    Fe IV        6826.55   7.941E+27   4.166E-08
    Fe V         4071.36   7.938E+27   4.165E-08
    Fe V         4921.15   7.909E+27   4.150E-08
    Fe V         5731.89   7.839E+27   4.113E-08
    Fe IV       27756.60   7.790E+27   4.087E-08
    S  II        1363.04   7.786E+27   4.085E-08
    Fe V        29010.68   7.726E+27   4.054E-08
    Fe IV        4866.22   7.500E+27   3.935E-08
    Fe I        14982.33   7.486E+27   3.928E-08
    Fe IV        7925.09   6.985E+27   3.665E-08
    Fe IV        6756.05   6.876E+27   3.608E-08
    Fe IV        7036.32   6.844E+27   3.591E-08
    Fe I        14362.29   6.833E+27   3.585E-08
    N  IV        1486.00   6.763E+27   3.549E-08
    Fe V        35876.59   6.622E+27   3.474E-08
    Fe II        4244.01   6.601E+27   3.463E-08
    Fe IV        4869.06   6.417E+27   3.367E-08
    Fe IV        7171.03   6.412E+27   3.364E-08
    Fe V         6792.55   6.400E+27   3.358E-08
    Fe III       4985.92   6.390E+27   3.353E-08
    Si I         2218.06   6.357E+27   3.336E-08
    Si I         1979.20   6.262E+27   3.285E-08
    N  III       1750.00   6.196E+27   3.251E-08
    Si I         2211.74   6.159E+27   3.232E-08
    Si I         6589.61   5.902E+27   3.097E-08
    Fe IV       15070.12   5.850E+27   3.069E-08
    Fe II       17484.38   5.794E+27   3.040E-08
    Fe II       22239.31   5.780E+27   3.033E-08
    Fe VI       28356.51   5.609E+27   2.943E-08
    Fe II        5111.67   5.589E+27   2.932E-08
    Ne III       1814.56   5.547E+27   2.910E-08
    Fe I        13729.26   5.487E+27   2.879E-08
    Fe III       4924.59   5.476E+27   2.873E-08
    Fe II        5412.70   5.450E+27   2.859E-08
    Fe III      77885.48   5.282E+27   2.772E-08
    Fe IV       11133.29   5.199E+27   2.728E-08
    Fe V         3598.47   5.180E+27   2.718E-08
    Fe III      10882.66   5.101E+27   2.676E-08
    Si I         2987.64   5.018E+27   2.633E-08
    Fe II        7733.23   4.947E+27   2.596E-08
    Fe II       20152.61   4.817E+27   2.528E-08
    Fe II        4457.99   4.795E+27   2.516E-08
    Fe I        14616.16   4.782E+27   2.509E-08
    Fe II        4114.51   4.683E+27   2.457E-08
    Fe II        4728.12   4.618E+27   2.423E-08
    Fe V         5711.22   4.605E+27   2.416E-08
    S  II        1203.87   4.588E+27   2.407E-08
    Fe V         3192.62   4.550E+27   2.387E-08
    Fe IV       10761.19   4.529E+27   2.376E-08
    Fe V        29101.89   4.521E+27   2.372E-08
    Fe V        15432.32   4.367E+27   2.291E-08
    Fe IV        2570.17   4.339E+27   2.276E-08
    Fe II        4905.39   4.289E+27   2.250E-08
    Ca V         6428.92   4.263E+27   2.237E-08
    Fe III       3428.83   4.242E+27   2.226E-08
    Fe IV        3933.53   4.237E+27   2.223E-08
    Fe V         5800.33   4.133E+27   2.169E-08
    Fe II        5433.20   4.129E+27   2.166E-08
    Fe IV        4902.03   4.107E+27   2.155E-08
    Fe IV        5911.07   4.103E+27   2.153E-08
    Fe V        19074.22   4.098E+27   2.150E-08
    Fe III       9960.11   3.983E+27   2.090E-08
    Fe V         4499.58   3.944E+27   2.069E-08
    Fe III      10608.18   3.929E+27   2.062E-08
    Fe I        13206.80   3.921E+27   2.057E-08
    Fe II        5220.11   3.884E+27   2.038E-08
    Fe II        6896.23   3.874E+27   2.032E-08
