Total line luminosity    6.719E+34
    Ar IV        7264.74   8.646E+29   6.570E-05
    Fe VI       33859.55   7.809E+29   5.934E-05
    Si I        16454.52   7.728E+29   5.872E-05
    Fe VII       3094.56   7.726E+29   5.871E-05
    Fe V         2577.94   7.205E+29   5.475E-05
    Ne III     360360.10   7.144E+29   5.429E-05
    O  IV        1400.00   6.909E+29   5.250E-05
    S  IV        1404.82   6.901E+29   5.244E-05
    Fe VI       15412.34   6.873E+29   5.223E-05
    Ca V         6088.05   6.078E+29   4.619E-05
    Fe II      873590.76   5.931E+29   4.507E-05
    O  III       2321.67   5.900E+29   4.484E-05
    C  I         4622.67   5.900E+29   4.483E-05
    Fe V         1997.97   5.849E+29   4.445E-05
    Fe VI       33911.24   5.512E+29   4.189E-05
    O  II        7336.09   4.561E+29   3.466E-05
    Ar III      63684.93   4.281E+29   3.254E-05
    S  IV        1398.05   4.164E+29   3.164E-05
    S  III     119998.32   3.978E+29   3.023E-05
    Fe II       46065.17   3.949E+29   3.001E-05
    Fe V         5795.99   3.676E+29   2.793E-05
    Al II        2670.00   3.663E+29   2.784E-05
    Fe V        15443.05   3.651E+29   2.774E-05
    O  II        2474.65   3.541E+29   2.691E-05
    Ne V       243174.52   3.467E+29   2.635E-05
    S  I       563033.63   3.404E+29   2.587E-05
    Fe II       56725.45   3.271E+29   2.486E-05
    Fe II      357673.68   2.996E+29   2.277E-05
    Si I        16068.29   2.807E+29   2.133E-05
    Ar V         2692.02   2.804E+29   2.131E-05
    Fe V        27157.17   2.742E+29   2.084E-05
    Fe I       542954.81   2.694E+29   2.047E-05
    Fe VII      33911.24   2.648E+29   2.012E-05
    Fe V        27134.32   2.480E+29   1.885E-05
    Fe V         3095.80   2.422E+29   1.841E-05
    Fe VII       2823.53   2.384E+29   1.811E-05
    Fe VII      28055.71   2.158E+29   1.640E-05
    Fe VII      15412.34   2.116E+29   1.608E-05
    Fe VII      15432.32   2.068E+29   1.572E-05
    Fe VI        2577.94   2.017E+29   1.533E-05
    Fe VII      32971.77   1.892E+29   1.438E-05
    Fe V         2829.39   1.850E+29   1.406E-05
    Ar IV        7172.46   1.757E+29   1.335E-05
    O  III       4932.59   1.591E+29   1.209E-05
    Fe VII      27443.44   1.529E+29   1.162E-05
    Fe II       40753.04   1.516E+29   1.152E-05
    Fe V         2017.88   1.425E+29   1.083E-05
    Fe V        32193.51   1.409E+29   1.070E-05
    Fe V        15063.08   1.297E+29   9.854E-06
    Fe V         9428.53   1.249E+29   9.488E-06
    Fe VI       27443.44   1.233E+29   9.371E-06
    Ne V         3426.86   1.125E+29   8.549E-06
    O  V         1216.00   1.055E+29   8.017E-06
    Fe IV        2835.77   1.035E+29   7.866E-06
    O  I       631679.02   9.123E+28   6.933E-06
    Fe V         7925.09   9.119E+28   6.930E-06
    Ar V         4626.82   9.118E+28   6.929E-06
    Fe II       50610.97   8.754E+28   6.652E-06
    Fe III    1053463.93   7.749E+28   5.888E-06
    Fe II       12566.92   7.479E+28   5.683E-06
    Fe II       16435.65   7.215E+28   5.482E-06
    Fe II       44337.23   6.857E+28   5.211E-06
    Fe V        27732.73   6.385E+28   4.852E-06
    Fe VII      15443.05   5.894E+28   4.479E-06
    Fe IV        2829.39   5.875E+28   4.465E-06
    Fe V         5798.81   4.982E+28   3.786E-06
    Fe VII      28356.51   4.897E+28   3.721E-06
    Fe II       40809.30   4.582E+28   3.482E-06
    Fe V        15412.34   4.268E+28   3.243E-06
    Ne V         3346.78   4.134E+28   3.142E-06
    Fe V         8869.19   4.093E+28   3.110E-06
    Fe V         7266.99   3.840E+28   2.918E-06
    Al III       1858.00   3.635E+28   2.762E-06
    Fe VII      32193.51   3.624E+28   2.754E-06
    O  VI        1034.00   3.553E+28   2.700E-06
    Ar III       3006.10   3.131E+28   2.379E-06
    C  II     1580000.00   2.898E+28   2.202E-06
    Fe VI       32193.51   2.884E+28   2.192E-06
    Fe V         6224.64   2.652E+28   2.015E-06
    N  III     573300.00   2.606E+28   1.980E-06
    Ne IV        2421.48   2.551E+28   1.939E-06
    Si I        10991.41   2.544E+28   1.933E-06
    S  III       3797.00   2.250E+28   1.709E-06
    O  V         6488.00   2.217E+28   1.685E-06
    Fe V         8024.13   2.126E+28   1.616E-06
    S  IV        1072.98   2.069E+28   1.572E-06
    Fe V         7557.43   2.064E+28   1.569E-06
    Fe II       13205.67   1.967E+28   1.495E-06
    Fe V         7191.30   1.956E+28   1.487E-06
    Fe V        38082.32   1.944E+28   1.477E-06
    Ar V        49290.19   1.878E+28   1.427E-06
    Fe V         6826.55   1.754E+28   1.333E-06
    Fe V         8993.42   1.695E+28   1.288E-06
    Fe II       46707.79   1.611E+28   1.224E-06
    Fe V         7192.90   1.589E+28   1.207E-06
    Fe II       15334.86   1.490E+28   1.132E-06
    Fe II       18094.12   1.447E+28   1.099E-06
    Ca V        30528.74   1.428E+28   1.085E-06
    Fe V        15070.12   1.408E+28   1.070E-06
    Fe II       13718.29   1.406E+28   1.069E-06
    C  III       1909.00   1.399E+28   1.063E-06
    Fe III       5270.45   1.383E+28   1.051E-06
    Fe V         4144.24   1.288E+28   9.789E-07
    Fe III       4881.04   1.243E+28   9.445E-07
    Fe III       4658.10   1.237E+28   9.401E-07
    Fe IV        2567.63   1.168E+28   8.873E-07
    Fe V         1900.41   1.165E+28   8.853E-07
    Fe V         7192.44   1.164E+28   8.844E-07
    Ar III       8038.72   1.138E+28   8.646E-07
    Fe II       12942.82   1.120E+28   8.513E-07
    Fe V         5911.07   1.088E+28   8.264E-07
    Fe II       16768.93   1.087E+28   8.263E-07
    S  II        1259.53   1.079E+28   8.196E-07
    Fe V        30327.23   1.034E+28   7.859E-07
    Fe V        30335.51   1.029E+28   7.820E-07
    Al II        1671.00   1.020E+28   7.749E-07
    S  IV        1073.53   1.010E+28   7.673E-07
    Fe V        29728.42   1.008E+28   7.659E-07
    Fe V         7184.06   1.007E+28   7.651E-07
    Fe V         5236.12   9.728E+27   7.392E-07
    Fe V         7265.35   9.399E+27   7.143E-07
    Fe II       15994.87   8.533E+27   6.485E-07
    Ca V         2413.60   8.393E+27   6.378E-07
    Fe V         5233.81   8.054E+27   6.120E-07
    Fe VII      33859.55   7.506E+27   5.704E-07
    Fe II       18000.34   7.404E+27   5.627E-07
    S  II        1253.82   6.990E+27   5.312E-07
    C  IV        1550.00   6.929E+27   5.266E-07
    Fe II       13277.90   6.453E+27   4.904E-07
    Fe II       12787.88   6.256E+27   4.754E-07
    S  V         1199.15   6.066E+27   4.610E-07
    Fe V         8962.46   5.757E+27   4.375E-07
    Fe II       12485.55   5.707E+27   4.337E-07
    S  IV        1062.67   5.490E+27   4.171E-07
    Fe III       4701.58   5.466E+27   4.154E-07
    S  V         1188.29   4.989E+27   3.791E-07
    Fe VI       15443.05   4.971E+27   3.778E-07
    Ar V         6135.38   4.599E+27   3.495E-07
    Fe V        28644.94   4.045E+27   3.074E-07
    Fe II       16637.83   3.900E+27   2.964E-07
    Fe III       5011.31   3.886E+27   2.953E-07
    Fe II       17971.20   3.852E+27   2.927E-07
    Fe II       12476.79   3.664E+27   2.784E-07
    Fe II       12703.59   3.570E+27   2.713E-07
    O  I      1454952.27   3.565E+27   2.709E-07
    Fe V        27443.44   3.511E+27   2.668E-07
    Fe IV       28356.51   3.511E+27   2.668E-07
    S  II        1250.60   3.363E+27   2.556E-07
    Ar V         2786.82   3.227E+27   2.452E-07
    Fe V         4900.02   2.959E+27   2.249E-07
    N  II        6559.79   2.921E+27   2.220E-07
    Fe V         7222.84   2.752E+27   2.091E-07
    Fe II       12977.86   2.717E+27   2.065E-07
    Fe III       4733.95   2.585E+27   1.964E-07
    Ne III       3869.85   2.318E+27   1.762E-07
    Fe III       4987.26   2.294E+27   1.743E-07
    Fe III       4754.73   2.256E+27   1.715E-07
    Fe V        28055.71   2.252E+27   1.711E-07
    Fe II       17111.44   2.252E+27   1.711E-07
    Fe IV        2567.43   2.127E+27   1.616E-07
    Fe V         7533.79   2.117E+27   1.609E-07
    O  III       2332.12   2.068E+27   1.571E-07
    Fe V         4206.64   1.963E+27   1.492E-07
    Fe V         5756.54   1.938E+27   1.472E-07
    Fe II       17449.52   1.934E+27   1.469E-07
    C  II        2326.00   1.889E+27   1.435E-07
    Fe III       4769.48   1.873E+27   1.423E-07
    Fe IV        6739.88   1.867E+27   1.419E-07
    Fe V         2567.63   1.850E+27   1.406E-07
    Fe IV       28644.94   1.658E+27   1.260E-07
    Fe V         1892.63   1.592E+27   1.210E-07
    Fe V         4869.06   1.511E+27   1.148E-07
    Fe II       12521.50   1.418E+27   1.078E-07
    Fe V         4888.68   1.340E+27   1.018E-07
    Fe III       4777.73   1.246E+27   9.471E-08
    Fe III       5412.03   1.230E+27   9.350E-08
    Fe III       4930.59   1.193E+27   9.066E-08
    Si I         6526.78   1.174E+27   8.920E-08
    Fe IV        2577.94   1.168E+27   8.878E-08
    Ca II        7305.00   1.127E+27   8.567E-08
    Fe IV       28055.71   1.037E+27   7.880E-08
    Fe V        28333.20   1.020E+27   7.750E-08
    Fe III       4607.07   9.584E+26   7.283E-08
    Fe I        14429.79   9.131E+26   6.939E-08
    Fe V         4198.28   8.952E+26   6.802E-08
    Fe IV       27157.17   8.932E+26   6.787E-08
    Fe II        8617.04   8.551E+26   6.498E-08
    Fe IV        4906.61   8.452E+26   6.423E-08
    Fe II      228961.97   8.188E+26   6.222E-08
    Ca V         3999.01   7.986E+26   6.069E-08
    Fe IV        3094.99   7.534E+26   5.725E-08
    Fe III      22178.42   7.348E+26   5.583E-08
    Fe III      22420.65   7.297E+26   5.545E-08
    Fe III       4667.06   7.170E+26   5.448E-08
    Ne III       3968.58   7.165E+26   5.445E-08
    Ar IV      775794.63   6.728E+26   5.113E-08
    Fe III       5084.82   6.429E+26   4.885E-08
    Fe V         2570.17   6.106E+26   4.640E-08
    Fe IV        6761.45   5.889E+26   4.475E-08
    Fe III       3239.77   5.792E+26   4.402E-08
    Fe IV       27732.73   5.696E+26   4.328E-08
    Fe IV        5233.81   5.169E+26   3.928E-08
    Fe VII      29010.68   4.994E+26   3.795E-08
    Fe III      23479.03   4.871E+26   3.701E-08
    Fe V         4208.92   4.666E+26   3.546E-08
    Fe V         7555.66   4.346E+26   3.303E-08
    Fe V         5685.40   4.205E+26   3.195E-08
    Fe IV        4903.12   4.191E+26   3.185E-08
    Fe V        21871.77   4.106E+26   3.120E-08
    Fe IV        4900.02   4.004E+26   3.043E-08
    Si I         3020.00   3.939E+26   2.993E-08
    Fe III       4008.38   3.597E+26   2.733E-08
    Fe IV        6997.17   3.564E+26   2.709E-08
    Fe V         5632.23   3.550E+26   2.697E-08
    S  II        1550.15   3.379E+26   2.567E-08
    Fe V         8026.13   3.338E+26   2.537E-08
    Fe III       3322.57   3.298E+26   2.506E-08
    Fe V         5033.64   3.217E+26   2.444E-08
    Fe V         6193.98   3.155E+26   2.398E-08
    Fe IV        4868.21   3.086E+26   2.345E-08
    Fe II        8892.00   2.907E+26   2.209E-08
    Ne IV        1599.74   2.860E+26   2.173E-08
    Fe IV        7222.84   2.781E+26   2.114E-08
    Fe IV       27134.32   2.706E+26   2.056E-08
    Fe III       9701.37   2.704E+26   2.054E-08
    Fe IV        4868.00   2.679E+26   2.036E-08
    Fe IV        4144.24   2.664E+26   2.024E-08
    Fe IV        4206.64   2.627E+26   1.996E-08
    Fe V         4902.03   2.626E+26   1.995E-08
    Fe IV        4918.02   2.621E+26   1.992E-08
    Fe IV        5033.64   2.569E+26   1.952E-08
    Fe V         4869.28   2.528E+26   1.921E-08
    Fe IV        6792.55   2.449E+26   1.861E-08
    S  I       174276.08   2.444E+26   1.857E-08
    Fe IV        4208.92   2.437E+26   1.852E-08
    Fe III       3371.45   2.429E+26   1.846E-08
    Mg I         4572.00   2.423E+26   1.841E-08
    Fe V         3973.08   2.418E+26   1.837E-08
    Fe III       3334.93   2.410E+26   1.831E-08
    S  II        1541.51   2.384E+26   1.812E-08
    Fe V         7467.78   2.366E+26   1.798E-08
    Fe II        7155.05   2.306E+26   1.752E-08
    Fe V         5785.86   2.202E+26   1.673E-08
    Fe V        25991.50   2.169E+26   1.648E-08
    Si I         2524.11   2.167E+26   1.647E-08
    Fe V         3871.43   2.149E+26   1.633E-08
    Fe I        15351.40   2.146E+26   1.631E-08
    Fe III      21451.28   2.138E+26   1.625E-08
    O  III     326583.70   2.127E+26   1.616E-08
    S  II        1805.36   2.115E+26   1.607E-08
    Fe V        21214.13   2.096E+26   1.592E-08
    Fe VI       28356.51   2.059E+26   1.565E-08
    Fe III       3356.60   2.056E+26   1.562E-08
    Fe II        9052.04   2.019E+26   1.534E-08
    Fe III       2438.32   1.958E+26   1.488E-08
    Fe IV        7184.06   1.877E+26   1.427E-08
    Fe V        20883.11   1.875E+26   1.425E-08
    Fe V         4868.21   1.871E+26   1.422E-08
    Fe IV       15443.05   1.852E+26   1.407E-08
    N  III       1750.00   1.834E+26   1.393E-08
    Fe VII      28644.94   1.828E+26   1.389E-08
    Si I         2516.11   1.807E+26   1.373E-08
    Fe II        7637.61   1.799E+26   1.367E-08
    Fe V        29010.68   1.759E+26   1.337E-08
    Fe I        13552.49   1.750E+26   1.330E-08
    Fe IV        7191.30   1.744E+26   1.325E-08
    Fe V         4647.23   1.738E+26   1.321E-08
    Fe III       9942.28   1.727E+26   1.312E-08
    S  II        1540.75   1.725E+26   1.311E-08
    Si I         2881.58   1.704E+26   1.295E-08
    Fe III       3286.22   1.637E+26   1.244E-08
    Fe II        9226.71   1.635E+26   1.243E-08
    Fe V         3859.54   1.593E+26   1.211E-08
    Si I        15871.57   1.580E+26   1.201E-08
    Fe IV       15412.34   1.514E+26   1.151E-08
    Fe VII       2570.17   1.499E+26   1.139E-08
    Fe V         4498.95   1.487E+26   1.130E-08
    Fe V         4921.15   1.472E+26   1.119E-08
    Fe V         5731.89   1.459E+26   1.109E-08
    N  IV        1486.00   1.459E+26   1.109E-08
    Si I       447992.58   1.445E+26   1.098E-08
    Fe III      24521.98   1.437E+26   1.092E-08
    Fe III       2464.54   1.408E+26   1.070E-08
    Fe IV        6734.48   1.400E+26   1.064E-08
    Fe IV        4869.28   1.392E+26   1.058E-08
    Fe III       3355.52   1.390E+26   1.056E-08
    Fe V         6792.55   1.386E+26   1.053E-08
    Fe V        35876.59   1.360E+26   1.034E-08
    Fe IV        4152.38   1.331E+26   1.011E-08
    Fe V         4071.36   1.324E+26   1.006E-08
    Si I         3006.74   1.319E+26   1.002E-08
    Fe II      346510.17   1.282E+26   9.739E-09
    Fe III       3366.24   1.232E+26   9.361E-09
    Fe IV        5798.81   1.191E+26   9.049E-09
    Fe IV        5800.33   1.174E+26   8.920E-09
    Fe III       3319.25   1.161E+26   8.822E-09
    Si I         2506.90   1.155E+26   8.777E-09
    Fe II        9267.65   1.137E+26   8.639E-09
    Fe IV        5032.50   1.098E+26   8.346E-09
    Si I         2528.51   1.068E+26   8.114E-09
    Si I         2514.31   1.063E+26   8.075E-09
    Fe III       3406.22   1.055E+26   8.020E-09
    Ca V         6428.92   1.055E+26   8.019E-09
    Fe IV        7192.44   1.053E+26   8.002E-09
    Fe III      29041.02   1.043E+26   7.928E-09
    Fe II        7687.01   1.036E+26   7.874E-09
    Fe III       4079.74   1.024E+26   7.780E-09
    Fe V        15432.32   9.944E+25   7.556E-09
    Fe I        13672.29   9.604E+25   7.298E-09
    Fe III       2483.07   9.546E+25   7.254E-09
    Fe III      32284.97   9.537E+25   7.247E-09
    Fe V         5711.22   9.244E+25   7.025E-09
    S  II        1363.39   9.139E+25   6.944E-09
    Fe IV        4888.68   9.080E+25   6.900E-09
    Fe V         5800.33   8.967E+25   6.814E-09
    Fe II        9033.58   8.816E+25   6.699E-09
    Fe III       4046.46   8.621E+25   6.551E-09
    Fe I        14982.33   8.443E+25   6.416E-09
    Fe II        7172.06   8.399E+25   6.383E-09
    S  II        1204.34   8.298E+25   6.306E-09
    Fe V         3598.47   8.262E+25   6.278E-09
    Fe IV       27756.60   8.145E+25   6.189E-09
    Fe IV        5237.35   7.886E+25   5.993E-09
    Fe IV        6826.55   7.839E+25   5.957E-09
    Si I         2519.20   7.724E+25   5.870E-09
    Fe I        14362.29   7.707E+25   5.856E-09
    Fe V        29101.89   7.465E+25   5.673E-09
    Fe IV        4866.22   7.403E+25   5.626E-09
    Fe V         3192.62   7.258E+25   5.515E-09
    Fe V        19074.22   7.235E+25   5.498E-09
    Fe II        7452.42   7.233E+25   5.496E-09
    Fe III       9608.68   7.096E+25   5.392E-09
    Fe II        5158.84   7.093E+25   5.390E-09
    S  II        1204.28   6.934E+25   5.269E-09
    Fe VI        2823.53   6.848E+25   5.204E-09
    Fe IV        6756.05   6.788E+25   5.158E-09
    Fe IV        7925.09   6.784E+25   5.155E-09
    Fe IV        7036.32   6.690E+25   5.084E-09
    Fe V         4499.58   6.637E+25   5.043E-09
    S  IV         815.95   6.526E+25   4.959E-09
    Fe III       3301.59   6.502E+25   4.941E-09
    Fe IV        4869.06   6.318E+25   4.801E-09
    Fe IV        7171.03   6.313E+25   4.797E-09
    Fe III      30431.54   6.297E+25   4.785E-09
    Fe V        32971.77   6.250E+25   4.749E-09
    Fe II        7388.23   6.230E+25   4.734E-09
    Si I         2216.67   6.225E+25   4.730E-09
    Fe IV       15070.12   6.116E+25   4.648E-09
    Fe III       9444.30   5.989E+25   4.551E-09
    Fe V        12016.93   5.975E+25   4.541E-09
    Ne V         1574.70   5.851E+25   4.446E-09
    C  I      6107389.40   5.744E+25   4.365E-09
    Fe III       2495.06   5.517E+25   4.192E-09
    Fe V         3446.26   5.310E+25   4.035E-09
    S  II        1203.87   5.182E+25   3.938E-09
    Fe I        13729.26   5.013E+25   3.809E-09
    Fe V         3933.53   4.910E+25   3.731E-09
    Fe IV       11133.29   4.910E+25   3.731E-09
    S  II        1803.84   4.781E+25   3.633E-09
    Fe V         3725.23   4.765E+25   3.621E-09
    Fe I        14616.16   4.756E+25   3.614E-09
    Fe V         5633.66   4.723E+25   3.589E-09
    Fe V         4702.71   4.678E+25   3.554E-09
    Fe V         5237.35   4.676E+25   3.553E-09
    Fe IV        2570.17   4.660E+25   3.542E-09
    Ca V         2281.20   4.635E+25   3.522E-09
    Fe V         2567.43   4.600E+25   3.496E-09
    Si I         2210.89   4.580E+25   3.480E-09
    S  II        1549.38   4.537E+25   3.448E-09
    Fe III      28738.80   4.522E+25   3.436E-09
    Fe II        9471.03   4.507E+25   3.425E-09
    Ne III     108648.34   4.492E+25   3.414E-09
    Fe V         4558.75   4.411E+25   3.352E-09
    Fe IV       10761.19   4.297E+25   3.266E-09
    Fe III      27165.28   4.251E+25   3.230E-09
    Fe III       8729.02   4.242E+25   3.224E-09
    Fe V         5277.91   4.231E+25   3.215E-09
    Fe V         6091.51   4.195E+25   3.187E-09
    S  II        1102.37   4.156E+25   3.158E-09
    Fe V         5531.08   4.125E+25   3.135E-09
    S  II     3141473.36   4.112E+25   3.125E-09
    Fe III       4070.75   4.106E+25   3.120E-09
    Fe IV        4902.03   4.041E+25   3.070E-09
    Fe IV        3933.53   4.034E+25   3.066E-09
    Fe II        7665.38   4.020E+25   3.055E-09
    Fe III       8838.30   4.004E+25   3.043E-09
    Fe IV        5911.07   3.985E+25   3.028E-09
    Fe IV        2823.53   3.976E+25   3.021E-09
    S  II        1824.04   3.963E+25   3.011E-09
    Fe V         4694.65   3.935E+25   2.990E-09
    Fe V         4671.37   3.875E+25   2.945E-09
    Fe V         4396.56   3.817E+25   2.900E-09
    S  II        1363.04   3.810E+25   2.895E-09
    Fe V         3253.43   3.808E+25   2.894E-09
    S  II        1812.09   3.804E+25   2.891E-09
    Si I         2435.15   3.765E+25   2.861E-09
    Fe V         4479.21   3.753E+25   2.852E-09
    Fe II        5261.66   3.720E+25   2.826E-09
    Fe V         5938.98   3.707E+25   2.817E-09
    Fe II        9399.14   3.700E+25   2.811E-09
    S  II        1535.88   3.683E+25   2.799E-09
    Si I         2207.98   3.641E+25   2.767E-09
    Fe I        13206.80   3.582E+25   2.722E-09
    Fe V        19609.60   3.572E+25   2.715E-09
    Fe III       4096.66   3.558E+25   2.704E-09
    Fe VII       2577.94   3.546E+25   2.695E-09
