Total line luminosity    4.784E+35
    Ne IV        1599.74   1.755E+31   3.436E-02
    Ca V        41585.20   1.744E+31   3.414E-02
    Fe V         2577.94   1.739E+31   3.406E-02
    Si IV        1400.00   1.677E+31   3.283E-02
    Fe V         1997.97   1.656E+31   3.242E-02
    Fe VI        2570.17   1.648E+31   3.228E-02
    Fe VI       29010.68   1.589E+31   3.111E-02
    Fe II       18094.12   1.475E+31   2.888E-02
    Si I        16454.52   1.456E+31   2.851E-02
    Fe II       13718.29   1.434E+31   2.808E-02
    Fe II       12942.82   1.351E+31   2.645E-02
    Fe IV        2829.39   1.328E+31   2.600E-02
    Fe II       16768.93   1.311E+31   2.568E-02
    Ar IV        4712.69   1.225E+31   2.399E-02
    O  III       3266.00   1.181E+31   2.312E-02
    Fe II       15994.87   1.165E+31   2.281E-02
    S  II       10370.60   1.153E+31   2.257E-02
    Fe VI       15432.32   1.058E+31   2.072E-02
    Fe V         5795.99   1.013E+31   1.984E-02
    Fe VI        2835.77   9.763E+30   1.912E-02
    Fe V        15443.05   9.002E+30   1.763E-02
    Fe II       18000.34   8.930E+30   1.748E-02
    Fe VII       3095.80   8.852E+30   1.733E-02
    Fe VI       32971.77   8.648E+30   1.693E-02
    Fe III       4701.58   8.574E+30   1.679E-02
    Fe II       12787.88   8.542E+30   1.672E-02
    Fe VI        2829.39   8.250E+30   1.615E-02
    Fe III     516660.09   8.247E+30   1.615E-02
    Ar V       130679.57   8.169E+30   1.600E-02
    Ar VI       45292.20   7.875E+30   1.542E-02
    Fe VI       28644.94   7.820E+30   1.531E-02
    Fe II       13277.90   7.782E+30   1.524E-02
    Mg I         2852.00   7.683E+30   1.504E-02
    Fe V        27157.17   7.402E+30   1.449E-02
    Fe I       240360.17   7.153E+30   1.401E-02
    Fe II       12485.55   6.883E+30   1.348E-02
    Fe V        27134.32   6.756E+30   1.323E-02
    Fe II      357673.68   6.713E+30   1.314E-02
    Fe II       46065.17   6.420E+30   1.257E-02
    Fe II        8617.04   6.188E+30   1.212E-02
    O  III       3762.00   5.962E+30   1.167E-02
    Fe II       16637.83   5.772E+30   1.130E-02
    Fe III       5011.31   5.541E+30   1.085E-02
    Fe VI       33859.55   5.438E+30   1.065E-02
    Si I        16068.29   5.289E+30   1.036E-02
    Fe II       12703.59   5.284E+30   1.035E-02
    Fe II       17971.20   5.259E+30   1.030E-02
    Fe II       12476.79   5.003E+30   9.795E-03
    Fe VI       15412.34   4.945E+30   9.682E-03
    Fe VII       3094.99   4.668E+30   9.140E-03
    S  III       8828.62   4.513E+30   8.836E-03
    Fe V         2829.39   4.403E+30   8.621E-03
    O  IV        3027.00   4.189E+30   8.202E-03
    Fe III       4733.95   4.078E+30   7.984E-03
    Fe V         2017.88   3.927E+30   7.689E-03
    Fe VI       33911.24   3.848E+30   7.535E-03
    N  II        6559.79   3.800E+30   7.440E-03
    Fe II       12977.86   3.710E+30   7.264E-03
    Ar V         7007.65   3.651E+30   7.148E-03
    Fe III       4987.26   3.584E+30   7.018E-03
    Fe II       56725.45   3.560E+30   6.971E-03
    Fe V         9428.53   3.534E+30   6.920E-03
    Fe V        15063.08   3.532E+30   6.916E-03
    Fe III       4754.73   3.479E+30   6.813E-03
    Fe V        32193.51   3.401E+30   6.658E-03
    Fe II       17111.44   3.074E+30   6.020E-03
    S  IV        1406.03   3.061E+30   5.994E-03
    Fe VII       2835.77   3.053E+30   5.978E-03
    Fe III       4769.48   2.938E+30   5.752E-03
    Fe II       17449.52   2.862E+30   5.603E-03
    Fe V         7925.09   2.756E+30   5.396E-03
    Fe IV        2567.63   2.753E+30   5.390E-03
    Fe II       40753.04   2.464E+30   4.825E-03
    S  IV        1416.90   2.453E+30   4.804E-03
    Ar III       3110.07   2.334E+30   4.570E-03
    O  V         1216.00   2.288E+30   4.480E-03
    Fe II        8892.00   2.129E+30   4.169E-03
    Fe II        7155.05   2.123E+30   4.156E-03
    Fe II       12521.50   2.099E+30   4.110E-03
    C  II        1334.00   2.072E+30   4.057E-03
    Fe III       4777.73   1.966E+30   3.850E-03
    Ar IV        4741.49   1.825E+30   3.573E-03
    C  III        977.00   1.795E+30   3.514E-03
    Si I        10991.41   1.758E+30   3.442E-03
    Fe V        27732.73   1.739E+30   3.405E-03
    Fe III       4930.59   1.736E+30   3.399E-03
    Ar V         6437.62   1.704E+30   3.337E-03
    Fe III       5412.03   1.663E+30   3.257E-03
    Fe VII       3094.56   1.645E+30   3.221E-03
    Fe II       44337.23   1.537E+30   3.009E-03
    Fe III       4607.07   1.503E+30   2.943E-03
    Fe II        9052.04   1.461E+30   2.861E-03
    Fe VI        2577.94   1.451E+30   2.841E-03
    Fe II      873590.76   1.443E+30   2.824E-03
    Fe V         7266.99   1.434E+30   2.808E-03
    Fe V         3095.80   1.430E+30   2.800E-03
    Fe II       50610.97   1.423E+30   2.787E-03
    Ca V         5310.59   1.412E+30   2.764E-03
    Fe V         5798.81   1.373E+30   2.689E-03
    Fe II        7637.61   1.302E+30   2.550E-03
    Ne III       3343.15   1.293E+30   2.531E-03
    Fe III      22178.42   1.281E+30   2.508E-03
    Fe III      22420.65   1.273E+30   2.493E-03
    Ar IV        2868.99   1.244E+30   2.435E-03
    Fe V         8869.19   1.209E+30   2.366E-03
    Fe II        9226.71   1.198E+30   2.345E-03
    Fe III       3239.77   1.158E+30   2.268E-03
    Fe III       4667.06   1.131E+30   2.215E-03
    O  VI        1034.00   1.057E+30   2.070E-03
    Fe V        15412.34   1.052E+30   2.061E-03
    Fe II       40809.30   1.027E+30   2.010E-03
    Fe II      228961.97   9.875E+29   1.933E-03
    Fe I        14429.79   9.841E+29   1.927E-03
    Ca V       114823.66   9.540E+29   1.868E-03
    Ar III       5193.26   9.259E+29   1.813E-03
    Fe III       5084.82   9.167E+29   1.795E-03
    Fe I       347046.64   9.113E+29   1.784E-03
    Fe VI       27443.44   9.088E+29   1.779E-03
    Fe III      23479.03   8.492E+29   1.663E-03
    Fe II        9267.65   8.464E+29   1.657E-03
    Fe IV       28356.51   8.231E+29   1.612E-03
    Fe V         6224.64   8.014E+29   1.569E-03
    Fe II        7172.06   7.759E+29   1.519E-03
    Fe II        7687.01   7.589E+29   1.486E-03
    Fe V         7191.30   7.198E+29   1.409E-03
    Fe II        5158.84   7.012E+29   1.373E-03
    Fe III       3322.57   6.759E+29   1.323E-03
    Fe II        7452.42   6.658E+29   1.304E-03
    Fe II        9033.58   6.563E+29   1.285E-03
    Fe V         7557.43   6.426E+29   1.258E-03
    Fe V         8024.13   6.425E+29   1.258E-03
    Fe VII      28055.71   6.340E+29   1.241E-03
    Fe III       4008.38   6.276E+29   1.229E-03
    O  III       2332.12   6.127E+29   1.200E-03
    Fe V        38082.32   6.051E+29   1.185E-03
    Fe VII      33911.24   6.014E+29   1.177E-03
    N  III     573300.00   5.850E+29   1.145E-03
    Fe V         7192.90   5.846E+29   1.145E-03
    Fe II        7388.23   5.755E+29   1.127E-03
    Fe VII       2823.53   5.482E+29   1.073E-03
    Fe III       9701.37   5.292E+29   1.036E-03
    Ar IV        2854.48   5.190E+29   1.016E-03
    Fe V         6826.55   5.178E+29   1.014E-03
    Fe IV        2567.43   5.031E+29   9.850E-04
    Fe VII      15412.34   5.007E+29   9.804E-04
    Fe V         8993.42   5.005E+29   9.800E-04
    Fe III       3371.45   4.979E+29   9.749E-04
    Fe V         4144.24   4.952E+29   9.696E-04
    Fe VII      15432.32   4.895E+29   9.583E-04
    Fe IV        6739.88   4.790E+29   9.379E-04
    S  IV        1404.82   4.783E+29   9.365E-04
    Fe III       3334.93   4.781E+29   9.362E-04
    O  I       631679.02   4.542E+29   8.893E-04
    Fe VII      27443.44   4.494E+29   8.800E-04
    Fe VII      32971.77   4.352E+29   8.520E-04
    Fe V         7192.44   4.252E+29   8.325E-04
    Fe III       2438.32   4.224E+29   8.270E-04
    Fe III       3356.60   4.079E+29   7.987E-04
    Fe V        29728.42   3.875E+29   7.587E-04
    Fe IV       28644.94   3.862E+29   7.562E-04
    Fe V        15070.12   3.801E+29   7.442E-04
    Fe V        30335.51   3.786E+29   7.413E-04
    Fe V        30327.23   3.778E+29   7.397E-04
    Fe V         7184.06   3.761E+29   7.364E-04
    Fe III      21451.28   3.712E+29   7.268E-04
    Fe V         1900.41   3.626E+29   7.100E-04
    Fe II        5261.66   3.616E+29   7.081E-04
    Fe II       46707.79   3.610E+29   7.069E-04
    S  IV        1423.85   3.522E+29   6.896E-04
    Fe V         7265.35   3.511E+29   6.875E-04
    Fe III       9942.28   3.381E+29   6.619E-04
    Fe II        9471.03   3.301E+29   6.464E-04
    Fe V         5911.07   3.287E+29   6.435E-04
    Fe III       3286.22   3.274E+29   6.409E-04
    Fe III       2464.54   3.038E+29   5.948E-04
    O  I         6300.30   3.032E+29   5.936E-04
    Fe II        7665.38   2.993E+29   5.860E-04
    Mg I         3834.00   2.989E+29   5.852E-04
    Fe V         5236.12   2.873E+29   5.625E-04
    Fe III    1053463.93   2.807E+29   5.496E-04
    Fe III       3355.52   2.745E+29   5.375E-04
    Ca V         6088.05   2.744E+29   5.373E-04
    Fe IV        2577.94   2.739E+29   5.363E-04
    Fe II        9399.14   2.677E+29   5.242E-04
    Fe II        5527.39   2.655E+29   5.197E-04
    Fe II        5273.42   2.598E+29   5.088E-04
    Ne III       4012.80   2.594E+29   5.080E-04
    Si I       684547.46   2.591E+29   5.073E-04
    Fe I        13552.49   2.506E+29   4.907E-04
    Fe III      24521.98   2.505E+29   4.904E-04
    Fe IV        4906.61   2.497E+29   4.889E-04
    Fe III       3366.24   2.433E+29   4.763E-04
    Fe IV       28055.71   2.416E+29   4.731E-04
    Fe V         5233.81   2.378E+29   4.657E-04
    Fe III       3319.25   2.322E+29   4.546E-04
    Fe I        15351.40   2.313E+29   4.528E-04
    Fe III       3406.22   2.163E+29   4.235E-04
    Fe IV       27157.17   2.106E+29   4.123E-04
    Fe VI       32193.51   2.075E+29   4.063E-04
    Fe III       2483.07   2.059E+29   4.032E-04
    Fe II        4814.58   2.041E+29   3.996E-04
    Fe II        4416.31   2.040E+29   3.994E-04
    Ne V         1574.70   2.039E+29   3.992E-04
    Fe II        4889.68   1.991E+29   3.898E-04
    Mg I         5177.00   1.945E+29   3.807E-04
    Fe II       18114.09   1.844E+29   3.611E-04
    Ar IV        7333.42   1.820E+29   3.563E-04
    Fe III      29041.02   1.812E+29   3.547E-04
    Fe III       4079.74   1.787E+29   3.498E-04
    Fe II        5333.70   1.755E+29   3.436E-04
    Fe II      346510.17   1.750E+29   3.426E-04
    Fe I        13672.29   1.749E+29   3.425E-04
    Fe V         8962.46   1.700E+29   3.329E-04
    Fe II        5376.51   1.665E+29   3.260E-04
    Fe III      32284.97   1.663E+29   3.256E-04
    Fe IV        3094.99   1.532E+29   3.000E-04
    Fe IV        5233.81   1.515E+29   2.966E-04
    Fe IV        6761.45   1.511E+29   2.959E-04
    Fe III       4046.46   1.497E+29   2.931E-04
    Fe II        4244.01   1.440E+29   2.820E-04
    Ar IV        7239.39   1.432E+29   2.803E-04
    Fe VII      15443.05   1.395E+29   2.731E-04
    Ar IV        7264.74   1.392E+29   2.726E-04
    Fe III       9608.68   1.380E+29   2.701E-04
    Fe IV       27732.73   1.347E+29   2.637E-04
    Fe I       542954.81   1.338E+29   2.619E-04
    Na I         5889.00   1.324E+29   2.592E-04
    Fe II       22239.31   1.305E+29   2.555E-04
    Fe III       3301.59   1.290E+29   2.526E-04
    Fe IV        4903.12   1.241E+29   2.430E-04
    C  I         2967.00   1.238E+29   2.424E-04
    S  IV        1398.05   1.213E+29   2.375E-04
    Fe I        14982.33   1.209E+29   2.367E-04
    Fe III       2495.06   1.190E+29   2.330E-04
    Fe IV        4900.02   1.186E+29   2.322E-04
    Fe III       9444.30   1.164E+29   2.280E-04
    Fe VII      28356.51   1.159E+29   2.269E-04
    Fe II        5111.67   1.114E+29   2.181E-04
    Fe I        13729.26   1.108E+29   2.170E-04
    Fe I        14362.29   1.104E+29   2.161E-04
    Fe II       17484.38   1.102E+29   2.158E-04
    Fe V         4900.02   1.102E+29   2.158E-04
    Fe III      30431.54   1.093E+29   2.141E-04
    Fe II        5412.70   1.070E+29   2.095E-04
    Fe II        4114.51   1.044E+29   2.045E-04
    Fe V         7222.84   1.025E+29   2.006E-04
    S  II        1259.53   1.014E+29   1.985E-04
    Fe IV        6997.17   9.996E+28   1.957E-04
    Fe II       20152.61   9.954E+28   1.949E-04
    Fe V        28644.94   9.875E+28   1.934E-04
    Fe II        4457.99   9.767E+28   1.912E-04
    O  I         6363.77   9.738E+28   1.907E-04
    Fe II        7733.23   9.191E+28   1.800E-04
    Fe IV        4868.21   9.108E+28   1.783E-04
    Fe II        4905.39   8.737E+28   1.711E-04
    Fe I        14616.16   8.662E+28   1.696E-04
    Fe II        4728.12   8.598E+28   1.684E-04
    Fe III       8729.02   8.484E+28   1.661E-04
    Fe V        27443.44   8.373E+28   1.639E-04
    Fe VII      32193.51   8.333E+28   1.632E-04
    Fe IV        4144.24   8.305E+28   1.626E-04
    Fe I        13757.98   8.262E+28   1.618E-04
    Fe IV        7222.84   8.217E+28   1.609E-04
    Fe IV        4206.64   8.181E+28   1.602E-04
    Si I         6526.78   8.111E+28   1.588E-04
    Fe III       8838.30   7.945E+28   1.556E-04
    Fe II        5433.20   7.934E+28   1.553E-04
    Fe IV        4868.00   7.932E+28   1.553E-04
    Fe I        13206.80   7.920E+28   1.551E-04
    Fe III      28738.80   7.890E+28   1.545E-04
    Fe II        6896.23   7.777E+28   1.523E-04
    Fe IV        4918.02   7.744E+28   1.516E-04
    Fe IV        5033.64   7.591E+28   1.486E-04
    Fe IV        4208.92   7.590E+28   1.486E-04
    Fe III      27165.28   7.380E+28   1.445E-04
    Ne V         2974.00   7.308E+28   1.431E-04
    Fe II        4287.44   7.249E+28   1.419E-04
    Fe II        5220.11   7.238E+28   1.417E-04
    N  III       1750.00   7.229E+28   1.415E-04
    Fe V         5756.54   7.215E+28   1.413E-04
    Fe V         4206.64   7.172E+28   1.404E-04
    Fe III       4070.75   7.159E+28   1.402E-04
    Fe IV        6792.55   6.888E+28   1.349E-04
    S  II        1253.82   6.743E+28   1.320E-04
    Fe I        13417.98   6.688E+28   1.309E-04
    Fe II        5158.06   6.681E+28   1.308E-04
    Fe V         7533.79   6.591E+28   1.290E-04
    Fe IV       27134.32   6.400E+28   1.253E-04
    Fe III       4096.66   6.178E+28   1.210E-04
    S  III     119998.32   6.033E+28   1.181E-04
    S  I       252402.29   6.018E+28   1.178E-04
    Fe II        4276.87   6.009E+28   1.176E-04
    Fe V         1892.63   5.946E+28   1.164E-04
    Fe II        6440.46   5.754E+28   1.127E-04
    Mg I         8806.00   5.717E+28   1.119E-04
    Fe II        5296.89   5.667E+28   1.110E-04
    Ar III      63684.93   5.664E+28   1.109E-04
    Fe II        5495.87   5.652E+28   1.107E-04
    Fe II        4874.53   5.634E+28   1.103E-04
    Fe II       18134.55   5.605E+28   1.097E-04
    Fe IV        7184.06   5.559E+28   1.088E-04
    Fe V         4869.06   5.558E+28   1.088E-04
    Fe I        19804.69   5.535E+28   1.084E-04
    Fe I        12936.43   5.437E+28   1.065E-04
    Fe V        28055.71   5.370E+28   1.051E-04
    Fe III       4985.92   5.365E+28   1.050E-04
    Fe I        14266.21   5.332E+28   1.044E-04
    Fe II        4359.38   5.308E+28   1.039E-04
    Fe II        4774.77   5.185E+28   1.015E-04
    Fe IV        7191.30   5.145E+28   1.007E-04
    Fe II       20460.27   5.099E+28   9.984E-05
    Fe II        5164.00   5.052E+28   9.892E-05
    Fe V         4888.68   4.990E+28   9.770E-05
    Si I         3020.00   4.972E+28   9.734E-05
    Fe III       3428.83   4.755E+28   9.311E-05
    Si I      1296410.30   4.636E+28   9.077E-05
    Fe V         2567.63   4.517E+28   8.843E-05
    Fe III       4924.59   4.504E+28   8.819E-05
    Ne III     108630.63   4.497E+28   8.805E-05
    Fe II       20067.16   4.475E+28   8.762E-05
    Fe II        4973.44   4.467E+28   8.747E-05
    Fe III      10882.66   4.465E+28   8.742E-05
    Fe II        5020.28   4.436E+28   8.687E-05
    Fe II        4211.14   4.409E+28   8.632E-05
    Fe IV       15443.05   4.342E+28   8.501E-05
    Fe II        4950.79   4.306E+28   8.431E-05
    Fe II        5268.93   4.258E+28   8.337E-05
    Fe II        4488.79   4.150E+28   8.126E-05
    Fe IV        4152.38   4.149E+28   8.123E-05
    Fe IV        4869.28   4.107E+28   8.042E-05
    Fe II        4319.66   4.071E+28   7.970E-05
    Fe II        6558.56   3.904E+28   7.644E-05
    Fe III       2500.98   3.899E+28   7.634E-05
    Fe II        5747.02   3.884E+28   7.604E-05
    Fe II        4413.83   3.726E+28   7.296E-05
    Fe I       222909.34   3.657E+28   7.160E-05
    N  II        5766.51   3.617E+28   7.082E-05
    Fe III       9960.11   3.605E+28   7.058E-05
    Fe II        4358.41   3.599E+28   7.047E-05
    Fe VI       15443.05   3.577E+28   7.003E-05
    Si I         2524.11   3.565E+28   6.981E-05
    Fe IV       15412.34   3.550E+28   6.951E-05
    Ne III       1793.63   3.503E+28   6.858E-05
    Fe IV        6734.48   3.475E+28   6.804E-05
    Fe III      10608.18   3.439E+28   6.734E-05
    S  II        1250.60   3.361E+28   6.582E-05
    Fe IV        5798.81   3.339E+28   6.539E-05
    Fe II        4639.72   3.306E+28   6.473E-05
    Fe IV        5800.33   3.292E+28   6.446E-05
    Fe V         4198.28   3.270E+28   6.403E-05
    O  V         6488.00   3.270E+28   6.403E-05
    Fe IV        5032.50   3.244E+28   6.353E-05
    Fe II        5005.57   3.186E+28   6.238E-05
    Fe II        4346.89   3.130E+28   6.128E-05
    Fe IV        7192.44   3.118E+28   6.105E-05
    Fe III      77885.48   3.021E+28   5.915E-05
    N  IV        1486.00   3.008E+28   5.890E-05
    Ar V         2692.02   2.942E+28   5.760E-05
    Fe II        5654.90   2.931E+28   5.738E-05
    Fe I         5403.35   2.906E+28   5.690E-05
    Fe II        4947.43   2.877E+28   5.633E-05
    Ar IV        7172.46   2.851E+28   5.583E-05
    Fe II       22534.67   2.831E+28   5.544E-05
    Fe II        4251.48   2.831E+28   5.543E-05
    Si I         2881.58   2.783E+28   5.449E-05
    Fe II        5182.01   2.770E+28   5.424E-05
    Fe V        28333.20   2.753E+28   5.390E-05
    Fe II        4352.82   2.716E+28   5.317E-05
    O  I      1454952.27   2.690E+28   5.267E-05
    Fe IV        4888.68   2.689E+28   5.264E-05
    Fe II        4492.68   2.685E+28   5.256E-05
    Si I         2516.11   2.675E+28   5.237E-05
    Si I         2506.90   2.644E+28   5.177E-05
    Fe III       7088.20   2.622E+28   5.134E-05
    S  III       3797.00   2.583E+28   5.057E-05
    Fe II        3376.23   2.581E+28   5.054E-05
    Ar III       3006.10   2.575E+28   5.043E-05
    Fe II       21327.90   2.520E+28   4.935E-05
    Fe III     400373.75   2.464E+28   4.824E-05
    Fe II        7874.33   2.372E+28   4.643E-05
    Fe II        4452.15   2.369E+28   4.639E-05
    Fe II        5043.57   2.320E+28   4.543E-05
    Fe III       3976.26   2.317E+28   4.537E-05
    Fe IV        5237.35   2.311E+28   4.524E-05
    Fe II        4514.95   2.269E+28   4.443E-05
    Fe II        4178.99   2.239E+28   4.383E-05
    Fe IV        6826.55   2.205E+28   4.318E-05
    Fe IV        4866.22   2.185E+28   4.277E-05
    Fe II        4244.85   2.177E+28   4.263E-05
    Fe I         5361.39   2.144E+28   4.198E-05
    Fe II        4372.47   2.061E+28   4.035E-05
    Fe II       19670.28   2.018E+28   3.951E-05
    Fe II        5108.00   2.013E+28   3.941E-05
    Si I         2514.31   2.006E+28   3.928E-05
    Fe II        4382.79   2.002E+28   3.921E-05
    O  I         5577.33   1.992E+28   3.900E-05
    Fe II        5199.23   1.991E+28   3.899E-05
    Fe IV        7925.09   1.988E+28   3.892E-05
    Fe V        21871.77   1.950E+28   3.818E-05
    Fe IV       27756.60   1.920E+28   3.759E-05
    Fe IV        6756.05   1.909E+28   3.739E-05
    Fe IV        7036.32   1.876E+28   3.674E-05
    Fe IV        4869.06   1.871E+28   3.663E-05
    Fe IV        7171.03   1.869E+28   3.660E-05
    S  IV        1072.98   1.799E+28   3.522E-05
    Fe II        6874.07   1.762E+28   3.450E-05
    Fe III       3307.60   1.718E+28   3.364E-05
    Fe I        21851.42   1.710E+28   3.348E-05
    Fe V         4208.92   1.705E+28   3.338E-05
    N  II        2143.00   1.682E+28   3.293E-05
    Si I         3006.74   1.665E+28   3.259E-05
    Fe III      10640.47   1.652E+28   3.235E-05
    Fe II        4305.94   1.651E+28   3.232E-05
    Fe II       10013.97   1.634E+28   3.199E-05
    Fe I        20767.94   1.605E+28   3.142E-05
    Fe III       1576.68   1.603E+28   3.138E-05
